Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
KARAKKATTU CASHEWS ,154567.0,171479.0,17110.0,17110.0,17110.0,17110.0,17110.0,17110.0,17110.0,17725.942499508452,17613.213630817245,17559.906952934634,154317.61371192662,17442.398200171097
KARAVALI FREEZERS AND EXPORTERS,2600.0,2600.0,2600.0,2600.0,2600.0,2600.0,2600.0,2600.0,2600.0,2921.072598940412,2776.594823754624,2756.757860260852,2914.527759762509,2812.382382146446
KARDIA MEDICAL INSTRUMENTATION,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2176.0,2646.2663622843857,2318.484149359449,2484.984231403516,2355.3089724658057,2521.9277914093536
KARIPPAYIL CASHEW INDUSTRIES,103480.0,103480.0,103480.0,103480.0,103480.0,103480.0,103480.0,103480.0,103480.0,102842.5905784778,104245.7510112836,103357.21502288325,103686.64016669088,103982.69138920812
KARMA HEALTHCARE LIMITED,20560.0,82594.0,86353.0,87886.0,65392.0,58661.0,51930.0,51930.0,51930.0,51759.60550904428,65755.32726137251,51136.17977134544,20536.346978142272,51759.26030554385
KARNIZ PACKS LLP,15550.0,15550.0,15550.0,15550.0,1800.0,1800.0,1800.0,1800.0,1800.0,2383.012314557494,1987.6399253150064,2019.2451126148449,15759.297643840588,2186.7270430013914
KAROTHUKUZHY HOSPITAL PVT LTD.,190685.0,190685.0,190685.0,190685.0,190685.0,190685.0,190685.0,190685.0,190685.0,186511.97232258687,191450.347697615,189505.2924353444,192333.4512856769,186856.9373576399
KARPAGAM TIMBERS TRADERS,277250.0,277250.0,277250.0,277250.0,277250.0,277250.0,277250.0,277250.0,277250.0,275261.46936088835,279415.3601119947,273782.76794472564,276261.189054223,273250.98471941
KARSONS RESOURCES P. LTD.,84300.0,84300.0,84300.0,84300.0,84300.0,84300.0,84300.0,84300.0,84300.0,84540.9193830148,84012.07006007241,84025.62008936738,84953.26489824048,83343.30716565487
KARTHI HOME PRODUCTS P; LTD.,14640.0,14640.0,14640.0,21020.0,27400.0,28020.0,33137.0,38254.0,43371.0,43108.60435551393,27589.630304027243,38394.44437615216,14764.298213621028,44231.536440175354
KARTHIK INTERNATIONAL,120558.0,120558.0,120558.0,120558.0,120558.0,120558.0,120558.0,120558.0,120558.0,118099.0093315598,118942.11192374228,122922.4010270782,120851.44580674898,118094.09649270582
KARTHIKA HOTEL CONCERNS P. LTD.,53900.0,42610.0,42610.0,42610.0,42610.0,42610.0,42610.0,42610.0,42610.0,43108.60435551393,41933.23871565165,43221.61442450249,53748.45847288601,44231.536440175354
KARTHIKA TRADERS,183869.0,188454.86,193040.71,197626.57,202212.43,206798.29,211384.14,215970.0,1097396.0,1141548.0191253182,201427.839413061,212121.19581930432,178123.45215397343,1102073.7276960607
KARTIKAE EXIM INTERNATIONAL,56000.0,56000.0,56000.0,56000.0,56000.0,56000.0,56000.0,56000.0,84000.0,84540.9193830148,56033.84553287734,55886.5172718545,55837.71609217404,83016.07195153864
KARUKUNNATH EXPORTS,52510.0,293210.0,196437.0,196437.0,196437.0,196437.0,196437.0,196437.0,196437.0,193762.5580417788,197572.27055057537,196261.376301186,52498.34350203852,194151.00261682592
KARUTHEDATH PULIANCHERI ASHRAF,19870.0,19870.0,19870.0,12625.0,5380.0,5380.0,5380.0,5380.0,5380.0,5576.648823706454,5588.745981581826,5424.068489323955,19586.20612887863,5685.3332640330655
KARUVANTHALA HOTELS AND RESORTS P  LTD.,30310.0,30310.0,30310.0,30310.0,30310.0,30310.0,30310.0,30310.0,30310.0,29941.21424609539,30185.96005843956,30055.929841984944,30628.50544594202,29994.58868454849
KARV DEVICES P. LTD.,3101.0,3101.0,7723.0,12345.0,7187.0,7181.0,5114.5,3048.0,7930.0,7895.909991932126,7409.44053139024,3383.8366234044843,3443.9782503270053,7924.652097550255
KASCO SPECIAL STEELS,41765.0,41765.0,41765.0,41765.0,41765.0,41765.0,41765.0,17432.0,17432.0,17725.942499508452,41933.23871565165,17591.951721376226,41989.68257414846,17442.398200171097
KASHMIRI FRUITS EXPORTS AND IMPORTS,147873.0,147873.0,147873.0,147873.0,147873.0,147873.0,147873.0,147873.0,147873.0,147647.0998764177,147345.71293821873,149315.45331855147,150194.68771731513,150292.30069211024
KASIM TEXTILE MILLS P LTD,44788.0,44788.0,44788.0,44788.0,44788.0,44788.0,44788.0,44788.0,44788.0,45057.40112394258,43975.82134583496,45321.06342068062,45143.34563019478,46181.500694362774
KASS EXPORTS AND IMPORTS,50900.0,50900.0,50900.0,102808.0,102808.0,102808.0,102808.0,102808.0,102808.0,101736.99661317992,102168.57104643468,103357.21502288325,50924.83544239424,101849.96568042364
KASS EXPORTS INDIA P. LTD.,22100.0,22100.0,22100.0,22100.0,22100.0,22100.0,22100.0,22100.0,22100.0,22045.41159749884,22060.74350536785,21951.83462344482,21984.4778846416,22230.045937632938
KATTADIYIL ENTERPRISES,5036.0,5036.0,13050.0,17695.0,17695.0,17695.0,17695.0,17695.0,17695.0,17653.872218177563,17777.031275493075,17559.906952934634,5327.56736920478,17896.057913129287
KAULA AGRO FOODS PVT LTD,1732.0,1732.0,1732.0,1732.0,1732.0,1732.0,1732.0,1732.0,1732.0,2107.855279840972,1829.3139271319208,1852.4151486122944,1986.3882941138525,1948.491793482324
KAUSALYA IMPEX,3072.0,3072.0,3072.0,3072.0,3072.0,3072.0,3072.0,3072.0,3072.0,3486.088422288918,3120.1488190707546,3288.8810572716247,3443.9782503270053,3219.6787279113128
KAUSIKA ENTERPRISES PVT LTD,301598.0,301598.0,301598.0,301598.0,301598.0,301598.0,301598.0,301598.0,301598.0,295250.59398534906,304854.98289815366,294898.5581996836,304430.0110758163,295885.9447474779
KAV KITCHEN INDIA P. LTD.,12680.0,12680.0,12680.0,12680.0,12680.0,12680.0,12680.0,12680.0,12680.0,13135.422174470805,13414.437568550968,13084.862804630113,12702.173905424264,12585.333579779453
KAVERI TRADERS,14330.0,25497.5,36665.0,47832.5,59000.0,59000.0,59000.0,59000.0,59000.0,58840.23501751163,58859.64750839242,58683.98666125826,14764.298213621028,58212.27579814664
KAVITHA POLYPACK,2060.0,2060.0,2060.0,4205.0,6350.0,6423.33,6496.67,6570.0,6570.0,7181.688652735042,6168.717893381799,6224.975565002321,2236.9515887952166,6584.344913444927
KAVOOR PLYWOODS,26500.0,26500.0,26500.0,26500.0,26500.0,26500.0,26500.0,26500.0,26500.0,26424.69892192014,26460.05062334745,26890.887252914148,26449.71863849784,26275.915990707505
KAY KAY ENTERPRISES,270904.0,179080.0,179080.0,179080.0,179080.0,179080.0,179080.0,179080.0,179080.0,177739.52215983285,175245.9409572785,180482.52928598216,266655.29931792314,178565.32981540702
KAY KAY EXPORTS,1345.0,1345.0,1345.0,21855.0,18643.33,15431.67,12220.0,12220.0,12220.0,11993.412532872557,18535.43182773556,12155.05988293631,1835.2478915903869,12347.451343260786
KAY PEE TRADERS,209825.0,82256.0,66112.0,49968.0,33824.0,17680.0,17680.0,17680.0,17680.0,17725.942499508452,34475.32096241318,17591.951721376226,210723.4049332025,17928.413158542506
KAYALMADATHIL GROUP OF COMPANIES,26104.0,26104.0,26104.0,26104.0,26104.0,26104.0,26104.0,26104.0,26104.0,26424.69892192014,26460.05062334745,25803.744070520093,25989.315250879823,25933.90959100662
KAYAVLON IMPEX P. LTD.,133500.0,133500.0,1422164.0,1323450.0,257150.0,757940.0,110400.0,110400.0,110400.0,285448.26088342577,273850.05918894976,109256.24897986882,123269.13133864688,121197.75602562039
KAYCEE CORPORATION,16500.0,20418.75,24337.5,28256.25,32175.0,241925.0,96142.0,130081.0,166112.0,162367.8077969667,32258.32533389344,128077.77055210069,17393.394183810065,162405.6382352134
KAYGEE MARKETING,79540.0,79540.0,79540.0,79540.0,79540.0,163210.0,125300.0,10850.0,10850.0,11073.480411257764,79655.77236131001,11437.426809472168,80867.02835337131,11139.328902883393
KAYIL CROCKERY,4250.0,4250.0,4250.0,4250.0,4250.0,4250.0,4250.0,4250.0,4250.0,4337.514597651015,4472.961070879352,4340.695755707105,4256.434602620613,4463.309955180197
KAYONE TECHNOLOGY P. LTD,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,1638.9706838921031,733.1270047804699,547.5661055519081,471.7106006626223,4.784674681817464
KAYPEE METAL & ALLOYS P. LTD.,5317755.0,6854140.0,3294855.0,3294855.0,3294855.0,3294855.0,3294855.0,3294855.0,3294855.0,0.0,6229025.156805721,4319452.086205511,6763914.193119911,3352939.617422626
KAYPEE TRADERS,128406.0,128406.0,73168.0,17930.0,17930.0,17930.0,17930.0,17930.0,17930.0,17725.942499508452,17963.013132530785,17681.635027800196,125956.83609093202,17928.413158542506
KAZ INTERTRADE,13545.0,13545.0,13545.0,13545.0,13545.0,13545.0,13545.0,13545.0,13545.0,13135.422174470805,13614.318778548211,13346.82227750668,13095.745222793088,13896.620503163174
KB EXPORT AND IMPORT,116000.0,116000.0,116000.0,116000.0,116000.0,116000.0,51600.0,51600.0,51600.0,51759.60550904428,114357.650926196,51212.09415930241,116469.17830964085,51246.03264556719
KCK DENTAL P. LTD.,25000.0,25000.0,25000.0,10510.0,10510.0,10510.0,10510.0,10510.0,10510.0,11073.480411257764,10336.951209900635,10532.96155604629,25061.803992110566,10438.38471313897
KCK EQUIPMENT CO. P. LTD.,30955.0,47803.0,15080.0,15080.0,15080.0,15080.0,15080.0,15080.0,15080.0,14680.496065296124,15485.626283351288,15126.30667294918,30628.50544594202,14329.344166049303
KEDISON EXPELLERS,72446.0,72446.0,72446.0,144920.0,144920.0,144920.0,144920.0,144920.0,144920.0,142843.08805668872,147345.71293821873,142311.93784650945,72733.04050264876,139695.6808038432
KEERTHI GRANITES AND TILES  ,433902.0,330488.25,227074.5,123660.75,20247.0,20247.0,20247.0,20247.0,20247.0,20433.82021965214,20395.43967982928,20511.93790009621,432114.18432717095,20157.8224830451
KEERTHY AGENCIES,3033000.0,4007858.0,4287938.0,2108580.0,105981.0,22119.0,11700.0,11700.0,11700.0,1446702.27884432,203380.1501359352,0.0,3306238.0206234,557479.0686076356
KEERTHY ROOFINGS,9028.0,9028.0,276000.0,276000.0,276000.0,276000.0,276000.0,276000.0,276000.0,274455.76139948977,272014.32600316056,273498.78981127427,9152.752359949744,273250.98471941
KEF INFRASTRUCTURE INDIA PVT LTD.,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2157.0,2535.268010860842,2318.484149359449,2484.984231403516,2355.3089724658057,2283.0725881676176
KEHON INDIA TECHNOLOGIES LLP,48780.0,48780.0,48780.0,48780.0,48780.0,48780.0,48780.0,48780.0,48780.0,48581.55235776174,48272.77901444369,48966.58794454048,48541.11799531707,48603.06717972508
"KEI INDUSTRIES LTD,",20492.0,20492.0,20492.0,20492.0,20492.0,14865.0,14865.0,14865.0,14865.0,14680.496065296124,20661.93486320217,14867.394127831463,20536.346978142272,14329.344166049303
KELACHANDRA IRON & STEEL WORKS,130400.0,130400.0,130400.0,130400.0,130400.0,130400.0,130400.0,130400.0,130400.0,132831.77666538113,130944.16304629984,132185.27179177507,131085.41157156866,131764.9919914964
KELACHANDRA MACHINES,40570.0,40570.0,40570.0,40570.0,40570.0,10870.0,61000.0,111130.0,111130.0,110838.62170298069,39919.675346234966,110210.66559156124,39293.26689020037,110991.10454782251
KELACHANDRA MOULDINGS,119952.0,119952.0,119952.0,119952.0,119952.0,342720.0,17136.0,492032.0,360576.0,352909.6091147543,119676.591531263,485290.1341735274,121624.73143745936,351909.0274754695
KELACHANDRA PLASTIC INDUSTRIES,91260.0,83520.0,75780.0,68040.0,60300.0,210912.0,324480.0,146016.0,146016.0,147647.0998764177,60850.607699011845,149327.1748809708,91715.75512924872,150246.09463491463
KELACHANDRA PLYWOOD INDUSTRIES,9940.0,9940.0,9940.0,9940.0,9940.0,9940.0,9940.0,9940.0,9940.0,10018.295057078523,10046.256033930198,9945.394539117658,10013.46150501961,10049.136165001524
KELACHANDRA PRECISION ENGINEERS,2749.0,2749.0,2749.0,2749.0,6088.0,5100.0,4112.0,4112.0,4112.0,4337.514597651015,6104.413120332432,4304.425883644312,2914.527759762509,4023.6869398083445
KELACHANDRA TUBE INDUSTRIES,81120.0,81120.0,81120.0,81120.0,81120.0,81120.0,81120.0,81120.0,81120.0,82871.06107826917,81081.37427915067,81251.45433968,81617.89403542186,81366.98978888016
KELACHANDRA WOOD INDUSTRIES,6415.0,6415.0,6415.0,6415.0,14202.25,21989.5,29776.75,37564.0,28899.0,28267.74937556072,14104.794052950774,37047.68282364347,6297.827732788071,28924.85623855063
KELATH INDUSTRIES,732695.0,208700.0,231803.33,254906.67,278010.0,278010.0,278010.0,278010.0,278010.0,275746.28814998385,279563.87728386547,273745.7908197328,722021.0746886277,273896.11196438223
KELHOME IMPEX,93695.0,93695.0,93695.0,93695.0,93695.0,93695.0,61227.0,11800.0,11960.0,12065.48281420344,93537.53146589588,12034.950354189326,94860.30908392978,12279.574915105968
KELTECH ENERGIES LTD.,655160.0,91180.0,54616.0,78144.0,101672.0,125200.0,125200.0,125200.0,125200.0,126342.07430783757,102168.57104643468,122886.49990770553,677677.1928190175,127113.33616263245
KELY EXPORTS & IMPORTS,11900.0,11900.0,11900.0,11900.0,11900.0,11900.0,11900.0,11900.0,11900.0,12065.48281420344,11980.070937405875,11962.892317163449,12459.77228431411,12279.574915105968
KEM FUND,17139.0,17139.0,17139.0,17139.0,17139.0,17139.0,17139.0,17139.0,17139.0,17725.942499508452,17613.213630817245,17559.906952934634,17376.89962241353,17442.398200171097
KEMI VENEERS,240350.0,16347.0,16347.0,16347.0,16347.0,16347.0,16347.0,16347.0,16347.0,15944.14183434112,15941.93471382581,15893.467974811392,238831.67331972407,16262.921826712813
"KENNIGTON INDUSTRIES PVT LTD,",772824.0,772824.0,772824.0,772824.0,772824.0,772824.0,772824.0,772824.0,772824.0,776503.166099978,757987.1367899234,764310.4741897547,749941.7332064336,769427.448586246
KENS AGENCIES & SERVICES,10753.0,10753.0,10752.0,15470.0,20188.0,20188.0,20188.0,20188.0,20188.0,20433.82021965214,20346.77846780205,20189.279035318857,10545.829840120252,20049.957552701504
KENSTAR EXIMS,560840.0,560840.0,560840.0,560840.0,560840.0,560840.0,560840.0,560840.0,560840.0,558406.8455290103,569586.9801427051,570114.0069049734,573568.0062215289,559947.5330649185
KENT TRADING COMPANY,71185.0,42297.5,13410.0,34595.0,12020.0,9290.0,9290.0,9290.0,9290.0,8938.497396600511,12058.68340535872,9103.880226157598,70980.67712525124,9279.804762424297
KENWOOD CUPS,23327.0,23327.0,23327.0,23327.0,23327.0,23327.0,23327.0,23327.0,23327.0,22997.94452793364,23392.768727897223,23479.73320179167,23257.956873188698,23230.018427376584
KENWOOD PLY AND BOARDS,13563.0,13563.0,13563.0,13563.0,27266.0,27266.0,27266.0,27266.0,27266.0,26844.609263949373,27224.69418098104,27411.203196169525,13095.745222793088,27462.328983610558
KENZ IMPEX,20160.0,20160.0,20160.0,20160.0,20160.0,20160.0,20160.0,20160.0,20160.0,20433.82021965214,20346.77846780205,20189.279035318857,20536.346978142272,20049.957552701504
KENZAH GLOBAL TRADES P. LTD.,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13150.0,13135.422174470805,13414.437568550968,13084.862804630113,13095.745222793088,12998.531052213952
KENZINE TRADES LLP,6970.0,6970.0,10400.0,5420.0,16755.0,28090.0,7580.0,7580.0,7580.0,7623.509663032129,15941.93471382581,7678.031256849014,7141.8085079763305,7958.332922050843
KEPLER TRADE LINKS,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3486.088422288918,3460.071197327439,3589.027677842427,3443.9782503270053,3219.6787279113128
KEPT MARKETING GROUP,25600.0,25600.0,25600.0,25600.0,25600.0,25600.0,25600.0,25600.0,25600.0,25841.39546062459,25402.548768149165,25762.176502286828,25581.76010471725,25574.428646348748
KER TRADING,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,26591.52764189692,27092.037694982,27411.203196169525,27176.681144839826,27462.328983610558
KERA INTERNATIONAL,11900.0,11710.0,11520.0,27300.0,101849.0,176398.0,105615.0,26745.0,26745.0,26591.52764189692,102168.57104643468,27529.91038822838,12459.77228431411,26592.729578319046
KERALA AGRICULTURAL UNIVERSITY,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,1638.9706838921031,733.1270047804699,547.5661055519081,471.7106006626223,4.784674681817464
KERALA AGRO FOODS,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,1638.9706838921031,979.6641044687148,1161.584938693499,1068.0245012348137,1298.1017322005034
KERALA AGRO MACHINERY CORPORATION,4738.0,4738.0,6902.0,7076.0,15254.67,23433.33,31612.0,21548.0,5314.0,6263.3729760096585,15391.53418690375,21738.81988258215,4840.805210403915,5805.933975270981
KERALA CARDAMOM PROCESSING & MARKETING CO. LTD.,9160.0,9160.0,9160.0,9160.0,9160.0,9160.0,9160.0,9160.0,9160.0,8938.497396600511,9057.214360438602,9103.880226157598,9114.656312345278,9279.804762424297
KERALA CASHEW BOARD LTD.,3141646.0,3141646.0,3141646.0,3141646.0,3141646.0,3141646.0,3141646.0,2948705.0,4465825.0,5719553.66067382,3037727.7588901566,2722469.183228364,2638513.682759132,3970179.2892607176
KERALA CO-OP. MILK MARKETING FEDERATION LTD.,6255.0,6255.0,6255.0,6255.0,6255.0,6255.0,6255.0,6255.0,6255.0,5884.675234554562,6168.717893381799,6261.245437065113,6297.827732788071,6584.344913444927
KERALA COMMUNICATORS CABLE LTD.,334337.0,179171.0,39177.0,69811.0,60267.0,60267.0,60267.0,60267.0,60267.0,60867.5683794018,60850.607699011845,60305.25104614985,324470.2053505142,60910.78042126125
KERALA DINESH BEEDI WORKERS CENTRAL CO-OP. ,2646.0,2646.0,2646.0,2646.0,2646.0,2646.0,2646.0,2646.0,2646.0,2921.072598940412,2827.3240073032284,2756.757860260852,2914.527759762509,2911.402859639689
KERALA ENGINEERS HOLDING P. LTD.,25444.0,25444.0,25444.0,25444.0,25444.0,25444.0,25444.0,25444.0,25444.0,25215.009287740268,25402.548768149165,25499.316181978145,25581.76010471725,25188.463572826393
KERALA ENVIRO INFRASTRUCTURE LTD,31801.0,31801.0,31801.0,31801.0,31801.0,31801.0,31801.0,17502.0,17502.0,17725.942499508452,31633.947161120617,17591.951721376226,31927.20025143886,17442.398200171097
KERALA ENVIRO INFRASTRUCTURE LTD.,65025.0,65025.0,65025.0,65025.0,12772.0,12772.0,12772.0,12772.0,12772.0,13135.422174470805,13414.437568550968,13084.862804630113,65360.734067541314,12585.333579779453
KERALA FEEDS,13870.0,13870.0,6264.0,4691.0,17478.0,15158.33,12838.67,10519.0,10519.0,11073.480411257764,17613.213630817245,10532.96155604629,12980.31420899642,10438.38471313897
KERALA HI-TECH TEXTILE CO-OPERATIVE LTD.,32059.0,32059.0,32059.0,32059.0,32059.0,32059.0,32059.0,32059.0,32059.0,31153.556375873628,32182.59878752097,32266.26671866845,31927.20025143886,31441.887928378168
KERALA HOUSE,111600.0,111600.0,111600.0,111600.0,111600.0,111600.0,111600.0,111600.0,111600.0,110838.62170298069,111678.35861570372,110521.1740483633,112668.8344565464,110991.10454782251
KERALA KAUMUDI (P) LTD.,1160665.0,1160665.0,1160665.0,1160665.0,1160665.0,1160665.0,1160665.0,1160665.0,1160665.0,1115246.356115148,1099650.1063337831,1229825.2333043506,1153556.089011832,1186438.7170695548
KERALA MATCH INDUSTRIES,55300.0,55300.0,55300.0,55300.0,55300.0,55300.0,55300.0,55300.0,55300.0,53566.77953054373,55481.16576121781,55331.63205516096,55348.50791923825,55285.6453258324
"KERALA MEDICAL SERVICES CORPN, LTD.",56049.0,56049.0,56049.0,56049.0,56049.0,56049.0,56049.0,59477.0,59477.0,58840.23501751163,56033.84553287734,58683.98666125826,55837.71609217404,58212.27579814664
KERALA MEDICAL SERVICES CORPORATION,7571.0,7571.0,7571.0,7571.0,7571.0,7571.0,18633.0,18633.0,18633.0,18755.269812648818,7409.44053139024,18362.675214179555,7310.40189507483,19071.68187700934
KERALA NATIONAL GAMES,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0,1420.0,1769.7938790434348,1481.9541180742074,1660.7606940415935,1794.2348466969436,1682.4012362434348
KERALA PAPER PRODUCTS P. LTD.,122700.0,122700.0,122700.0,122700.0,122700.0,122700.0,122700.0,122700.0,122700.0,120386.73657179192,122811.39321565712,122922.4010270782,120851.44580674898,122281.31993276934
KERALA PLYWOODS AND BOARDS P. LTD.,27000.0,52500.0,52500.0,52500.0,52500.0,52500.0,52500.0,52500.0,52500.0,52011.17569869599,52091.678801198206,51974.61068708977,26813.36475017809,52655.8391559921
KERALA REFRACTORY INDUSTRIES,5570.0,5570.0,5570.0,5570.0,5570.0,5570.0,5570.0,5570.0,5570.0,5799.916948231991,5588.745981581826,5424.068489323955,5524.652955651479,5652.978018619846
KERALA SANGEETHA NATAKA AKADAMY,5820.0,5820.0,5820.0,5820.0,5820.0,5820.0,5820.0,5820.0,5820.0,5884.675234554562,6104.413120332432,6020.917713947015,6156.343774774512,5923.382192058061
KERALA SMALL INDUSTRIES DEV. CORPN. LTD.,211090.0,211090.0,211090.0,211090.0,211090.0,211090.0,211090.0,211090.0,211090.0,210349.61622759767,211084.4161495753,210273.95414963365,210943.9674111622,209892.54024056598
KERALA STATE CASHEW DEV. CORPN. LTD.,724450.0,724450.0,724450.0,799282.0,874114.0,948946.0,1023778.0,1098610.0,1098610.0,1103423.6604078878,900407.0651721279,1065024.941355629,722674.7007866642,1074123.4530066038
KERALA STATE CASHEW WORKERS APEX INDUSTR,192852.0,192852.0,192852.0,192852.0,192852.0,192852.0,192852.0,192852.0,192852.0,193762.5580417788,191450.347697615,196130.64395831223,192333.4512856769,194119.07400063603
KERALA STATE CO-OP. FED. OF FISHERIES,18870.0,51671.0,79958.0,68388.0,16398.0,82993.0,165716.0,85853.5,5991.0,7099.76436794342,15923.569163750746,86487.50828053869,18969.05878190629,6650.743960454009
KERALA STATE COIR CORPORATION LTD.,73010.0,73010.0,73010.0,73010.0,73010.0,73010.0,73010.0,73010.0,73010.0,71481.87104355615,72598.27681716823,73660.70596638393,72716.54594125223,72539.33524799661
KERALA STATE DRUGS & PHARMACEUTICALS,14375.0,14375.0,14375.0,14375.0,14375.0,14375.0,14375.0,14375.0,14375.0,14680.496065296124,14193.74874907355,14835.349359389871,14764.298213621028,14329.344166049303
KERALA STATE RUBBER CO-OP. LTD.,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1180.0,1638.9706838921031,1255.7385089031477,1453.9518906624205,1146.5607248490114,1403.5975047387644
KERALA STATE TEXTILE CORPORATION LTD.,18984.0,18984.0,18984.0,18984.0,18984.0,40017.0,11725.0,23538.5,35352.0,35147.59650564539,19049.73081622191,23756.360191745585,18952.56422050975,34915.37644333598
KERALA STORE,351910.0,189746.5,27583.0,776887.0,917920.0,799270.0,332400.0,248900.0,221600.0,251529.2038639766,916664.2033613856,256882.2801019737,353233.0746132112,218302.60257560923
KERALA SURGICAL EQUIPMENT COMPANY,15980.0,15710.0,15440.0,15440.0,15440.0,15440.0,15440.0,15440.0,15440.0,15944.14183434112,15485.626283351288,15459.220908608477,15391.020599587788,15875.337125503023
KERALA TECH,16383.0,16383.0,16383.0,24040.0,24040.0,24040.0,24040.0,24040.0,24040.0,24157.01459484958,24206.25206828009,24264.649994393538,17376.89962241353,24135.24856280594
KERALA TRADERS,233560.0,63500.0,59500.0,56880.0,56880.0,56880.0,56880.0,56880.0,56880.0,57753.443693470086,56919.75495420887,55886.5172718545,238243.80295083337,56499.30005131845
KERALA UNIVERSITY OF FISHERIES AND OCEAN STUDIES,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,559.0,1638.9706838921031,786.7132108889095,973.9157392303466,1068.0245012348137,0.0
KERALA VISION ,141532.0,98254.67,54977.33,11700.0,11700.0,11700.0,11700.0,11700.0,11700.0,11832.27484489188,11980.070937405875,11962.892317163449,139711.2709619326,11872.098571746403
KERAM OIL MILLS P. LTD.,640634.0,640634.0,640634.0,640634.0,640634.0,640634.0,640634.0,640634.0,640634.0,641539.0947633509,630368.3339068634,631735.7123837636,625857.2980593428,642618.9435272729
KERAPURA PRODUCT PRIVATE LIMITED,99800.0,99800.0,99800.0,99800.0,99800.0,99800.0,51188.0,51188.0,51188.0,51759.60550904428,99890.87756881677,50598.61512726632,99284.25996994707,51246.03264556719
KESHODWALA FOODS ,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,21504.87840511091,22060.74350536785,21951.83462344482,21947.51617215008,21623.105383506598
KETHOS INTERNATIONAL,7126144.0,1198108.0,380150.0,380150.0,380150.0,380150.0,380150.0,380150.0,380150.0,0.0,0.0,129277.28822868154,8353051.643885494,0.0
KEVENTER ARGO LIMITED,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,1638.9706838921031,733.1270047804699,1423.6957907864323,12469.879665581268,0.0
KEVIN CASHEWS,198383.0,198383.0,198383.0,198383.0,198383.0,198383.0,198383.0,198383.0,198383.0,199878.93160121265,197523.6093385481,196261.376301186,198370.3639404236,201106.3276245067
KEYA FOODS INTERNATIONAL P. LTD.,9780.0,9780.0,9780.0,6406.0,3090.0,12360.0,12360.0,12360.0,12360.0,12065.48281420344,3214.240915518299,12114.237006963089,10013.46150501961,12379.806588674004
KEYA SPECIALITY FOODS PVT LTD     ,4140.0,4140.0,4140.0,4140.0,4140.0,4140.0,4140.0,4140.0,4140.0,4337.514597651015,4350.683889267657,4340.695755707105,4256.434602620613,4023.6869398083445
KEYEN EXPORT,63491.0,63491.0,63491.0,63491.0,63491.0,63491.0,20496.0,20496.0,20496.0,20433.82021965214,63134.68483427981,20476.036780723527,65360.734067541314,20277.767470659346
KEYISON INTERNATIONAL,5640.0,8667.0,16568.0,4675.0,7454.0,7555.0,7044.67,6534.33,6024.0,5884.675234554562,7315.348434942702,6261.245437065113,5640.08396944815,5923.382192058061
KGI TRADERS,5390.0,5390.0,5390.0,5390.0,5390.0,5390.0,5390.0,5390.0,5390.0,5576.648823706454,5588.745981581826,5424.068489323955,5524.652955651479,5652.978018619846
KGM APPLAINCES LLP,52438.0,52438.0,52438.0,52438.0,110250.0,139339.0,36570.0,36570.0,36570.0,36780.115316192,109348.6655351264,36331.00957378471,52277.78102407888,36543.71129748927
KHAIS INTERNATIONAL,79790.0,79790.0,79790.0,79790.0,79790.0,79790.0,79790.0,79790.0,79790.0,78266.10894987128,79655.77236131001,79173.53566128624,80867.02835337131,78930.81256601145
KHAJA TRADING COMPANY,12710.0,12710.0,12710.0,12710.0,12710.0,12710.0,12710.0,12710.0,12710.0,13135.422174470805,13414.437568550968,13084.862804630113,12702.173905424264,12585.333579779453
KHALEEJ TRADING CO,18350.0,18350.0,18350.0,18350.0,18350.0,18350.0,18350.0,18350.0,18350.0,18117.695711104865,17963.013132530785,18407.72319377397,18373.001618446637,18047.688290693062
KHANNA HOTELS P. LTD.,1392.0,1392.0,1392.0,1392.0,1392.0,1392.0,1392.0,1392.0,1392.0,1769.7938790434348,1481.9541180742074,1504.2005619800916,1794.2348466969436,1682.4012362434348
KHEMKA FLOUR MILLS P. LTD.,3502.0,3502.0,3502.0,3502.0,3502.0,3502.0,3502.0,3502.0,3502.0,3916.7122942137817,3460.071197327439,3683.983243975282,3825.996281099048,3559.1036975777756
KHEMKA TIMBERS AND PLYWOODS,27000.0,27000.0,27000.0,27000.0,27000.0,22000.0,89340.0,102730.0,103569.0,102842.5905784778,27167.76424135447,103281.30063492626,26829.85931157463,103982.69138920812
