Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
ATHENA POWERTECH LLP ,12147.0,12147.0,12147.0,12147.0,12147.0,12147.0,12147.0,12147.0,12147.0,12065.48281420344,12058.68340535872,12159.28498655751,12459.77228431411,12379.806588674004
ATHENS CORPORATION,11340.0,13363.0,15581.0,23405.0,20501.0,17597.0,17597.0,17597.0,17597.0,17725.942499508452,20661.93486320217,17591.951721376226,11201.43434733534,17442.398200171097
ATHIKKAVIL EXPORT&IMPORT,24440.0,24440.0,7947.0,7947.0,7947.0,7947.0,7947.0,7947.0,7947.0,7967.980273263011,8288.830788567882,8497.813582603922,24323.550765209788,7990.688167464062
ATHIRAPILLY HOLIDAYS P. LTD.,68254.0,68254.0,68254.0,68254.0,68254.0,68254.0,68254.0,68254.0,68254.0,67542.81282816101,67589.34441314643,67409.76490403649,69222.66843979325,68085.41021444512
ATLANDES METAL AND TOOL INDUSTRIES P. LTD.,6115.0,6115.0,6115.0,6115.0,6115.0,6115.0,6115.0,6115.0,6115.0,5884.675234554562,6104.413120332432,6261.245437065113,6156.343774774512,5923.382192058061
ATLAS GROUP MMK DISTRIBUTORS,82620.0,82620.0,82620.0,82620.0,82620.0,82620.0,82620.0,82620.0,82620.0,84540.9193830148,82297.97173568099,81746.98119161685,83332.02193201575,82115.6343674642
ATLAS KITCHEN,4960.0,4960.0,4960.0,4960.0,4960.0,4960.0,4960.0,4960.0,4960.0,4975.719406242809,5019.097820103252,5149.600043067951,5212.13635540811,5107.800105211236
ATLAS MACHINE TOOLS,4360.0,4360.0,4360.0,4360.0,4360.0,4360.0,4360.0,4360.0,4360.0,4496.258507089203,4472.961070879352,4729.434831227417,4256.434602620613,4683.333870101398
ATM GLOBAL CORPORATION ,154740.0,154740.0,154740.0,154740.0,154740.0,154740.0,154740.0,154740.0,154740.0,152872.51388358258,156667.75136450314,152747.77293665425,154334.10827332316,152997.0187064243
ATM METALS,42020.0,42020.0,42020.0,42020.0,42020.0,42020.0,42020.0,42020.0,42020.0,41746.43731859438,41933.23871565165,41103.09127130139,41989.68257414846,41395.39329306667
ATMOS TRADING INDIA P. LTD.,179100.0,179100.0,179100.0,179100.0,179100.0,179100.0,179100.0,179100.0,179100.0,177739.52215983285,183842.50051287137,180482.52928598216,178591.25873534704,178565.32981540702
ATOLL TRADING COMPANY,53680.0,53680.0,53680.0,49680.0,49680.0,49680.0,49680.0,49680.0,49680.0,49268.414071429725,49468.42763935779,49759.29631000454,53748.45847288601,49379.1890639069
ATTINGAL ACTION SPORTS,24785.0,24785.0,24785.0,24785.0,24785.0,24785.0,24785.0,24785.0,24785.0,24715.87466270976,24519.929493697644,24264.649994393538,25061.803992110566,25188.463572826393
ATTINKARA GLOBAL IMPEX,160547.0,145562.0,56760.0,21920.0,24270.0,24270.0,24270.0,24270.0,24270.0,24157.01459484958,24206.25206828009,24264.649994393538,159651.76874159573,24288.30983937864
ATTINKARA INTERIORS,17800.0,27950.0,27950.0,27950.0,27950.0,27950.0,27950.0,27950.0,27950.0,28091.765081689824,27849.447175207923,27853.413204971643,18152.19842007098,27757.547581134906
ATUL AUTOMATION P. LTD.,551461.0,1337696.0,1337696.0,1337696.0,1337696.0,1337696.0,1337696.0,1337696.0,1337696.0,1290122.4176363985,1298626.5021084906,1276496.4325148195,545269.73761989,1294239.0008104106
AUB BUILDUPONLINE P. LTD.,10750.0,10750.0,10750.0,10750.0,10750.0,10750.0,10750.0,10750.0,10750.0,11073.480411257764,11033.881301008832,10747.204166797736,10545.829840120252,11139.328902883393
AUDI KOZHIKODE,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,1638.9706838921031,733.1270047804699,547.5661055519081,471.7106006626223,4.784674681817464
AUGUSTAN KNITWEAR P. LTD.,70820.0,70820.0,70820.0,70820.0,70820.0,70820.0,70820.0,70820.0,70820.0,70054.33307723417,70442.48601804057,69938.69236606044,70980.67712525124,70430.13695298063
AUMENTAR BIZ SOLUTIONS,26700.0,26700.0,26700.0,26700.0,26700.0,26700.0,26700.0,26700.0,26700.0,26591.52764189692,26794.11758849052,26890.887252914148,26449.71863849784,26592.729578319046
AURA EARTH,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,5240.0,5576.648823706454,7315.348434942702,7632.983277254593,7310.40189507483,5686.658843120434
AURA IEX INTERNATIONAL PRIVATE LIMI,4240.0,4240.0,4240.0,4240.0,4240.0,4240.0,4240.0,4240.0,4240.0,4337.514597651015,4472.961070879352,4340.695755707105,4256.434602620613,4463.309955180197
AURIEL SOLAR& GREEN TECH,5236.0,5236.0,5236.0,5236.0,5236.0,5236.0,5236.0,5236.0,5236.0,5504.578542375569,5019.097820103252,5309.697707183262,5212.13635540811,5652.978018619846
AUSIN GLOBAL TRADERS,2288.0,2288.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,2310.942033226608,1987.6399253150064,1982.9752405520512,2314.2959275723624,2154.3717975881723
AUSSEE OATS INDIA LTD.,12132.0,12132.0,26156.0,2162260.0,1724471.0,1452110.0,531959.0,293592.0,226054.0,140988.82271259718,1760990.4074959983,331853.5334134503,29365.47377580522,218765.72291283024
AUSTIN PARFETT ENGINEERING P. LTD.,76120.0,76120.0,44040.0,11960.0,8940.0,8940.0,8940.0,8940.0,8940.0,8938.497396600511,8967.387830149777,9058.832246563175,76496.3069982146,9279.804762424297
AUSTRIAN TRADE LINES,83700.0,83700.0,36912.0,37362.8,37813.6,38264.4,38715.2,39166.0,183510.0,185792.7834869653,38208.50177131882,39637.7476576973,83353.62341822368,185826.41642928385
AUTO SPOTT,53960.0,53960.0,53960.0,53960.0,53960.0,53960.0,53960.0,53960.0,53960.0,52846.64256928185,53771.98248241264,54765.18333762656,53748.45847288601,53961.09196726429
AUTOBAHN TRAVEL P. LTD.,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10018.295057078523,10046.256033930198,9945.394539117658,10013.46150501961,10049.136165001524
AUTOBAHN TRAVELS P. LTD.,8000.0,8500.0,9000.0,9500.0,10000.0,10000.0,10000.0,10000.0,10000.0,10018.295057078523,10046.256033930198,9945.394539117658,8287.072290472252,10049.136165001524
AUTOFIT CAR INTERIORS P. LTD.,1630.0,4340.8,7051.6,9762.4,12473.2,15184.0,3256.0,15954.0,28652.0,28195.679094229825,12058.68340535872,16038.86952656966,1835.2478915903869,28805.581106400088
AUTOGAS ENERGY INDIA LTD,705.0,2000.0,26755.0,51510.0,51510.0,51510.0,51510.0,51510.0,51510.0,51687.535227713386,51309.78104366486,50982.7275824622,1638.6225365756982,51213.67740015397
AUTOGRADE INDUSTRIES PVT LTD,66198.0,66198.0,66198.0,66198.0,66198.0,66198.0,66198.0,183399.0,300600.0,297595.2400524756,65809.53264879773,180212.64638056327,66750.55612475734,295274.48240396206
AUTOMAN PREMIER TRADING CORPORATION,7841.0,7841.0,7841.0,7841.0,7841.0,7841.0,7841.0,7841.0,7841.0,7967.980273263011,7409.44053139024,7632.983277254593,8171.641276675582,7958.332922050843
AUTOMATE CAR ACCESSORIES,4320.0,11305.0,11305.0,11305.0,11305.0,11305.0,11305.0,11305.0,11305.0,11832.27484489188,11169.473532565124,11554.697288013453,4371.865616417284,11106.973657470175
AUTOMATION SPECIALISTS INDIA P. LTD.,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,1638.9706838921031,733.1270047804699,0.0,4435.0232737640845,11449.722038015881
AUTOMODS,13721.0,13721.0,2298.0,2298.0,2298.0,2298.0,2298.0,2298.0,2298.0,2718.3366436152714,2499.930364600162,2521.254103466309,12980.31420899642,2554.2830368225727
AUTOSEAT,576.0,576.0,2237.33,3898.67,5560.0,5560.0,5560.0,5560.0,5560.0,5727.846666901106,5588.745981581826,5270.616300440714,1523.1915227790275,5652.978018619846
AUTOSTARKE PRIVATE LIMITED,1196.0,1196.0,1196.0,1196.0,1196.0,1196.0,1196.0,1196.0,1196.0,1769.7938790434348,1388.3541223893867,1504.2005619800916,1403.8053695766937,1559.3823735460035
AUTOTECHNIK MOTORS LLP,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,1638.9706838921031,733.1270047804699,547.5661055519081,471.7106006626223,4.784674681817464
AUTOTEX P. LTD.,6616.0,6616.0,6616.0,6616.0,6616.0,6616.0,6616.0,6616.0,6616.0,7253.758934065927,6881.983666621577,6261.245437065113,7026.377494179661,6584.344913444927
AV HARDWARE STORES,92058.0,101459.0,101459.0,101459.0,101459.0,101459.0,101459.0,101459.0,101459.0,101736.99661317992,100884.47054540248,101612.87920091416,91771.47304431924,101849.96568042364
AV VISION EQUIPMENTS INDIA P. LTD.,134400.0,134400.0,134400.0,134400.0,134400.0,134400.0,134400.0,134400.0,134400.0,134912.50572648036,134819.57856959966,132185.27179177507,133536.90512615777,136309.37054024253
AVA ENTERPRISE,14410.0,14410.0,14410.0,14410.0,14410.0,14410.0,14410.0,14410.0,14410.0,14680.496065296124,14193.74874907355,14835.349359389871,14764.298213621028,14329.344166049303
AVANCECHEM TRADING PVT LTD,19911.0,19911.0,19911.0,19911.0,22753.0,21249.0,19745.0,18241.0,18241.0,18117.695711104865,22575.56379728813,18439.767962215567,19586.20612887863,18047.688290693062
AVANTHI EXIM INDIA P. LTD.,89120.0,89120.0,89120.0,89120.0,89120.0,89120.0,89120.0,89120.0,89120.0,89784.74526344737,89642.76666156978,89466.96807553322,88209.41632239685,90153.96456773554
AVANTIKA FIBRE AND ALLIED PVT LTD,155750.0,155750.0,155750.0,155750.0,155750.0,155750.0,155750.0,155750.0,155750.0,156358.99990165417,156667.75136450314,157917.81028058077,154334.10827332316,157163.0385176403
AVATAR PETROCHEMICALS P.  LTD.,202670.0,202670.0,202670.0,202670.0,202670.0,202670.0,202670.0,202670.0,202670.0,199878.93160121265,204286.00712002025,203171.7375948878,204996.4017537429,201106.3276245067
AVE MARIA INDIA,7460.0,7460.0,7460.0,7460.0,7460.0,7460.0,7460.0,7460.0,7460.0,7623.509663032129,7409.44053139024,7632.983277254593,7310.40189507483,7958.332922050843
AVENUE HOTELS & RESORTS,4150.0,4150.0,4150.0,4150.0,4150.0,4150.0,4150.0,4150.0,4150.0,4337.514597651015,4350.683889267657,4340.695755707105,4256.434602620613,4463.309955180197
AVENUE INTERIORS,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,23900.0,24157.01459484958,24052.924695779187,23756.360191745585,24021.079957796814,24135.24856280594
AVENUE TILE & BATH STUDIO,107520.0,107520.0,107520.0,107520.0,107520.0,107520.0,107520.0,107520.0,107520.0,106551.85238440406,106880.35573528089,108544.84423283295,107447.48487124986,106470.93134492701
AVERY DENNISON (INDIA) PVT. LTD,35851.0,75552.0,18412.0,72445.0,90985.0,18736.0,47100.0,47100.0,47100.0,46785.972632910365,89567.04011519732,47094.87198740432,35259.37531857174,46456.77042939543
AVI FRUITS LLP,529607.0,529607.0,529607.0,529607.0,529607.0,529607.0,529607.0,156871.0,156871.0,156483.830962983,531401.1831835551,164423.41764084328,538835.6893055328,163347.375861677
AVICON INTERNATIONAL ,39826.0,39826.0,39826.0,39826.0,39826.0,39826.0,39826.0,39826.0,39826.0,38600.34253537347,39569.05742754346,39434.74429998536,39276.77232880383,39307.0051609236
"AVINA TRADERS,",41500.0,41500.0,41500.0,41500.0,41500.0,41500.0,41500.0,41500.0,41500.0,40612.61114372564,41933.23871565165,41103.09127130139,41989.68257414846,40934.608597833336
AVIS IMPEX,624480.0,624480.0,624480.0,624480.0,624480.0,624480.0,624480.0,624480.0,624480.0,629222.5870421546,618911.7526804561,626460.6163136017,625230.7220244274,639451.6329496905
AVITIS SUPER SPECIALITY HOSPITAL P. LTD.,5634.0,5634.0,5634.0,39757.0,39757.0,39757.0,39757.0,39757.0,39757.0,38600.34253537347,39569.05742754346,39434.74429998536,5524.652955651479,39274.64991551038
AVLA COLD STORAGE,23207.0,23207.0,23207.0,23207.0,23207.0,23207.0,23207.0,23207.0,23207.0,22997.94452793364,23392.768727897223,23479.73320179167,23257.956873188698,23230.018427376584
AVLA NETTOS EXPORTS,52345.0,52345.0,52345.0,52345.0,52345.0,52345.0,52345.0,52345.0,52345.0,52011.17569869599,52091.678801198206,51974.61068708977,52277.78102407888,52655.8391559921
AVN SAIGAL,3110.0,3110.0,3110.0,3110.0,3110.0,3110.0,3110.0,3110.0,3110.0,3486.088422288918,3120.1488190707546,3288.8810572716247,3443.9782503270053,3219.6787279113128
AVOCADO BUSINESS CORPORATION,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,22000.0,21504.87840511091,22060.74350536785,21951.83462344482,21947.51617215008,21623.105383506598
AVOCADO TECHNOLOGIES,20650.0,20650.0,20650.0,20650.0,20650.0,20650.0,20650.0,20650.0,20650.0,21504.87840511091,20661.93486320217,20476.036780723527,20536.346978142272,20756.020065094934
AVVASHYACCI,43630.0,43630.0,43630.0,43630.0,34543.33,25456.67,16370.0,16370.0,16370.0,15944.14183434112,34475.32096241318,15925.512743252984,41989.68257414846,16262.921826712813
AWAFI INTERNATIONAL GROUP,4431.0,4003.25,3575.5,3147.75,2720.0,2720.0,2720.0,2720.0,2720.0,2921.072598940412,2827.3240073032284,3097.65027188122,4735.207254744028,2911.402859639689
AWAKE INTERNATIONAL,111430.0,111430.0,111430.0,111430.0,111430.0,94440.0,144350.0,175080.0,79680.0,78985.29778549295,111678.35861570372,171294.89268589523,112668.8344565464,79349.35574458975
AXEL METAL BUILDINGS (INDIA) P. LTD.,11405.0,11405.0,11405.0,11405.0,11405.0,11405.0,11405.0,11405.0,11405.0,11832.27484489188,11169.473532565124,11554.697288013453,11201.43434733534,11139.328902883393
AXIA PLASTICS P. LTD.,658192.0,658192.0,658192.0,658192.0,658192.0,658192.0,658192.0,658192.0,658192.0,651033.6827087452,668899.8939582829,678711.0304288004,667995.3665124605,647527.6245592884
AXIOM DISTRIBUTION,247622.0,247622.0,247622.0,247622.0,247622.0,247622.0,247622.0,247622.0,247622.0,250522.3093117184,249084.8320152279,248275.92597848005,247807.86832462528,249412.73804984553
AXIS INTERNATIONAL,332800.0,79360.0,79616.0,79872.0,1318824.0,1433100.0,2263188.0,1513277.0,763366.0,584547.4724836136,1280430.2270668347,1547137.3326542815,318818.9497277008,845317.7935825792
AXL GLOBAL SERVICES,5250.0,5250.0,5250.0,5250.0,5250.0,5250.0,5250.0,5250.0,5250.0,5504.578542375569,5019.097820103252,5309.697707183262,5212.13635540811,5652.978018619846
AYINKUNNEN NOUFAL,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3597.802192110513,3460.071197327439,3589.027677842427,3443.9782503270053,3559.1036975777756
AYISHA TIMBERS,68862.0,68862.0,68862.0,68862.0,68862.0,68862.0,68862.0,68862.0,68862.0,67542.81282816101,67589.34441314643,69938.69236606044,69222.66843979325,68085.41021444512
AYOKI FABRICON PVT LTD,74448.0,74448.0,74448.0,27050.0,27050.0,27050.0,27050.0,27050.0,27050.0,26591.52764189692,27092.037694982,27411.203196169525,75302.6090026756,27462.328983610558
AYON CERAMIC LLP,54880.0,54880.0,54880.0,54880.0,54880.0,54880.0,54880.0,54880.0,54880.0,53566.77953054373,54364.43889895895,54765.18333762656,54545.32679952897,55285.6453258324
AYSHA CASHEW EXPORTS,287730.0,103980.0,104728.0,104728.0,104728.0,104728.0,104728.0,104728.0,104728.0,102842.5905784778,104245.7510112836,105666.71709638636,288196.8461633642,103982.69138920812
AYSHA CASHEWS,270520.0,270520.0,270520.0,270520.0,270520.0,270520.0,270520.0,270520.0,270520.0,275261.46936088835,272062.9872151877,273782.76794472564,266655.29931792314,273250.98471941
AYSHA WOODS,16900.0,16900.0,16900.0,16900.0,16900.0,16900.0,16900.0,16900.0,16900.0,17725.942499508452,17613.213630817245,17559.906952934634,17376.89962241353,17442.398200171097
AYUSHMAN MERCHANTS P. LTD.,1236928.0,1236928.0,1236928.0,1236928.0,1236928.0,253008.0,84336.0,84336.0,84336.0,104612.71208050076,1251297.6325745124,80426.7628104548,1243042.1558095838,84154.22008575479
AZIYA IMPEX,109200.0,176565.5,243931.0,243931.0,243931.0,243931.0,243931.0,243931.0,243931.0,238551.1423454453,239372.0673996897,240173.98285230892,110686.90636976992,239970.6944486552
AZMAH IMPEX TRADING,17700.0,17700.0,17700.0,17700.0,17700.0,17700.0,17700.0,17700.0,17700.0,17725.942499508452,17777.031275493075,17559.906952934634,17476.80934049624,17928.413158542506
AZZA PERFUMES MANUFACTURING LLP,5335.0,5335.0,5335.0,5335.0,5335.0,5335.0,5335.0,5335.0,5335.0,5576.648823706454,5588.745981581826,5424.068489323955,5524.652955651479,5652.978018619846
B & B MARKETING,64170.0,64170.0,64170.0,64170.0,64170.0,76750.0,17550.0,17550.0,17550.0,17725.942499508452,63134.68483427981,17591.951721376226,65360.734067541314,17442.398200171097
B & C TECHNOLOGIES ,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,1848.0,2310.942033226608,1987.6399253150064,1982.9752405520512,1986.3882941138525,2154.3717975881723
B & C TECHNOLOGIES LTD.,4446.0,2223.0,5285.0,5285.0,5285.0,5285.0,5285.0,5285.0,5285.0,5504.578542375569,5019.097820103252,5309.697707183262,4735.207254744028,5652.978018619846
B & D TRADING,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,81875.0,82800.0,165600.0,162104.91366109982,27167.76424135447,81913.16324241893,27176.681144839826,162346.53961968023
B & J SALES CORPORATION,21392.0,21392.0,21392.0,21108.5,20825.0,165979.0,140232.0,89961.0,89961.0,89784.74526344737,20868.071000436,89554.6040259095,21727.439694570145,90153.96456773554
B M AUTO SPARES,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,1638.9706838921031,733.1270047804699,547.5661055519081,471.7106006626223,4.784674681817464
B MART SUPER MARKET,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18270.0,18117.695711104865,17963.013132530785,18407.72319377397,18152.19842007098,18047.688290693062
B S ENGINEERING MACHINERY PVT.LTD.,55140.0,55140.0,55140.0,55140.0,55140.0,55140.0,14930.0,14930.0,14930.0,14680.496065296124,55405.43921484534,14867.394127831463,55348.50791923825,14329.344166049303
B.K. ENGINEERS,2625.0,2625.0,2625.0,2625.0,2625.0,2625.0,2625.0,2625.0,2625.0,2921.072598940412,2827.3240073032284,2756.757860260852,2914.527759762509,2911.402859639689
B.K. SALES / JUPITER DYECHEM P. LTD.,16807780.0,16807780.0,16807780.0,16807780.0,16807780.0,16807780.0,16807780.0,16807780.0,16807780.0,194149901.8629902,286719044.55238897,250808427.9427429,277452631.53522015,246117745.44388658
B.K. SALES CORPORATION,7706699.0,16557966.75,25409234.5,34260502.25,43111770.0,4199850.0,4199850.0,4199850.0,4199850.0,44347433.13783893,27822167.8608766,0.0,3452088.560540296,0.0
B.K. SERVICE,3007000.0,3007000.0,3007000.0,3007000.0,3007000.0,3007000.0,3007000.0,3007000.0,3007000.0,3119547.8425404783,3105316.5722256564,2709435.1587105864,2794992.5756616136,2760036.83817599
B.M. ENTERPRISES,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57000.0,57753.443693470086,56919.75495420887,55886.5172718545,57407.57731512956,56499.30005131845
B.M. TRADING SYSTEM & AGROMACHINERIES,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20433.82021965214,20072.95176550424,19787.663445064307,19586.20612887863,20049.957552701504
B3 MACBIS LTD.,5915.0,5915.0,5915.0,5915.0,5915.0,5915.0,5915.0,5915.0,5915.0,5884.675234554562,6104.413120332432,6020.917713947015,6156.343774774512,5923.382192058061
BAB AUTOMATIC DOORS COMPANY,4848.0,4848.0,4848.0,4848.0,4848.0,4848.0,4848.0,4848.0,4848.0,4975.719406242809,4957.10037647524,5149.600043067951,4840.805210403915,5107.800105211236
BABA GROUP,22061.0,14640.0,13710.0,23100.0,22860.0,22860.0,22860.0,22860.0,22860.0,22997.94452793364,22575.56379728813,22662.325149650474,21984.4778846416,23179.288292100548
BABIL C BABU,10780.0,10780.0,10780.0,10780.0,10780.0,10780.0,10780.0,10780.0,10780.0,11073.480411257764,11033.881301008832,10806.372174300646,10545.829840120252,11139.328902883393
BABIL GREENS,6169.0,6169.0,6169.0,6169.0,6169.0,6169.0,6169.0,6169.0,6169.0,5884.675234554562,6168.717893381799,6261.245437065113,6156.343774774512,6584.344913444927
BABIL INTERNATIONAL,11352.0,11352.0,11352.0,11352.0,11352.0,11352.0,11352.0,11352.0,11352.0,11832.27484489188,11169.473532565124,11554.697288013453,11201.43434733534,11139.328902883393
BABU COIR WORKS,22050.0,22050.0,22050.0,22050.0,22050.0,22050.0,22050.0,22050.0,22050.0,22045.41159749884,22060.74350536785,21951.83462344482,21984.4778846416,22230.045937632938
BABU IMPORT AND EXPORTS,8120.0,8120.0,8120.0,42390.0,59300.0,21600.0,26300.0,11570.0,11570.0,11832.27484489188,58783.92096201996,11994.93708560504,8171.641276675582,11537.172404557154
BABU K LONAPPAN,54800.0,54800.0,25520.0,60320.0,60320.0,60320.0,60320.0,60320.0,60320.0,60867.5683794018,60850.607699011845,60305.25104614985,54545.32679952897,60910.78042126125
BABY MARINE EASTERN EXPORTS,16630.0,16630.0,15603.0,14576.0,14576.0,14576.0,14576.0,14576.0,14576.0,14680.496065296124,14193.74874907355,14835.349359389871,17376.89962241353,14329.344166049303
BABY MARINE INTERNATIONAL,20900.0,48660.0,40893.33,33126.67,25360.0,25360.0,25360.0,25360.0,25360.0,25215.009287740268,25402.548768149165,25499.316181978145,20536.346978142272,25188.463572826393
BABY MARINE SEAFOOD RETAIL P. LTD.,27000.0,27000.0,53140.0,22400.0,23400.0,23400.0,23400.0,23400.0,23400.0,22997.94452793364,23392.768727897223,23479.73320179167,26813.36475017809,23230.018427376584
BABY MOON TRADING CO.,9479.0,58237.0,92141.0,74859.0,10348.0,20050.5,29753.0,29753.0,29753.0,29853.517142845827,10336.951209900635,30023.88507354335,9385.56862589046,29692.176770667284
BACK TO NATURE EXIM P. LTD.,93660.0,93660.0,93660.0,93720.0,93720.0,93720.0,93720.0,93720.0,93720.0,94159.2137707914,93537.53146589588,93118.4053254271,94876.8036453263,94654.85472476328
BADARIYA FURNITUE,5392.0,5392.0,5392.0,5392.0,5392.0,5392.0,5392.0,5392.0,5392.0,5576.648823706454,5588.745981581826,5424.068489323955,5524.652955651479,5652.978018619846
BADR SEA FOOD PVT LTD,2950.0,2950.0,2950.0,2950.0,2950.0,2950.0,2950.0,2950.0,2950.0,3169.922624842223,3120.1488190707546,3252.611185208832,3181.2461819786686,3219.6787279113128
BAFNA ENTERPRISES,6010.0,31843.0,31843.0,31843.0,31843.0,31843.0,31843.0,31843.0,31843.0,31153.556375873628,31633.947161120617,31469.09114218789,6271.774788571181,31409.53268296495
BAGRECHA ENTERPRISES LTD.,214270.0,214270.0,214270.0,513226.4,812182.8,1111139.2,1410095.6,1709052.0,726940.0,862260.0959356121,835406.0337148848,1751377.486628844,196777.58136513893,643150.3036859767
BAGS UNLIMITED,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,5884.675234554562,5588.745981581826,6020.917713947015,5524.652955651479,5864.1122499842295
BAIZEN INTERNATIONAL EXIM P. LTD.,113620.0,113620.0,113620.0,113620.0,113620.0,113620.0,113620.0,278560.0,278560.0,281938.5307390453,114486.20878238008,279871.2861252004,112690.43594275432,280171.2574945536
BAK PLAST,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12065.48281420344,12058.68340535872,12053.481579656149,12459.77228431411,12379.806588674004
BAKAJH,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1769.7938790434348,1388.3541223893867,1504.2005619800916,1403.8053695766937,1559.3823735460035
BAKERS INN TRADELINK,23200.0,23200.0,23200.0,23200.0,23200.0,23200.0,26185.0,26185.0,26185.0,26424.69892192014,23392.768727897223,25803.744070520093,23257.956873188698,25933.90959100662
BAKERS INTERNATIONALS,29752.0,29752.0,29752.0,29752.0,29752.0,29752.0,29752.0,29752.0,29752.0,29853.517142845827,29376.69902317717,30055.929841984944,29712.32805523782,29692.176770667284
BAKERS TRADERS,17050.0,17050.0,17050.0,17050.0,43221.0,61400.0,61400.0,61400.0,61400.0,60867.5683794018,44051.54789220743,60305.25104614985,17376.89962241353,60910.78042126125
BAKERSVILLE INDIA PRIVATE LIMITED,15812.0,15812.0,15812.0,15812.0,15812.0,15812.0,15812.0,15812.0,15812.0,15944.14183434112,15876.305999714084,15893.467974811392,15391.020599587788,15875.337125503023
BAKI PACKI P. LTD.,6362.0,6362.0,6362.0,8177.5,9993.0,6136.0,9172.0,22450.0,20816.0,21504.87840511091,10046.256033930198,22575.462547164458,6297.827732788071,20723.664819681715
BAKKAH TRADING,49800.0,49800.0,49800.0,49800.0,49800.0,49800.0,49800.0,49800.0,49800.0,49268.414071429725,49468.42763935779,49759.29631000454,49599.98163200843,49379.1890639069
BALAJI PLYHOUSE,13686.0,13686.0,13686.0,13686.0,13686.0,13686.0,13686.0,13686.0,13686.0,14310.576464597443,13614.318778548211,13610.625222298791,13095.745222793088,13896.620503163174
BALAJI TRADE LINKS,81650.0,81650.0,81650.0,50090.0,50090.0,50090.0,50090.0,50090.0,50090.0,50584.34867619638,50527.40026369765,49759.29631000454,81617.89403542186,50010.48662001465
BALAKRISHNA SALES CORPORATION,1251880.0,954970.0,658060.0,361150.0,2808650.0,2763190.0,1760900.0,3449570.0,1748772.0,2536649.8517635902,2990243.6974890865,3486864.450316604,1133953.414383304,1678936.706279722
BALALEELA EXPORTS P. LTD.,78200.0,78200.0,78200.0,78200.0,78200.0,78200.0,78200.0,78200.0,78600.0,78266.10894987128,79655.77236131001,79173.53566128624,76610.96561486297,78930.81256601145
BALI HOME CENTER,8419.0,8419.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5576.648823706454,5019.097820103252,5309.697707183262,8285.048156904311,5140.155350624455
BALIGA FISHNET COMPANY,460070.0,460070.0,460070.0,460070.0,460070.0,460070.0,460070.0,159570.0,159570.0,157946.89927827864,473927.2363579879,165680.07107517164,457869.93642623455,163306.021873513
BALMER LAWRIE & CO. LTD.,20347.0,20347.0,20347.0,20347.0,20347.0,20347.0,20347.0,20347.0,20347.0,20433.82021965214,20346.77846780205,20476.036780723527,20536.346978142272,20277.767470659346
BANAN GLOBAL TRADING,76640.0,76640.0,76640.0,76640.0,76640.0,23700.0,23700.0,23700.0,23700.0,22997.94452793364,76657.32855585762,23479.73320179167,76496.3069982146,23280.650406359116
BANANA LEAF CATERERS,3172.0,3172.0,3172.0,3172.0,3172.0,3172.0,3172.0,3172.0,3172.0,3486.088422288918,3460.071197327439,3589.027677842427,3443.9782503270053,3219.6787279113128
BANASURASAGAR HOTELS AND RESORT P. LTD.,49213.0,49213.0,46763.0,36744.0,20000.0,23678.0,27356.0,27356.0,27356.0,26844.609263949373,20072.95176550424,27411.203196169525,49599.98163200843,27462.328983610558
BANDJ SALES CORPORATION,45193.0,45193.0,45193.0,45193.0,73086.0,73086.0,73086.0,73086.0,73086.0,71481.87104355615,72598.27681716823,73660.70596638393,45356.60873593384,72539.33524799661
BANDSAW STRIP CORPORATION,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5819.0,5884.675234554562,6104.413120332432,6020.917713947015,6156.343774774512,5923.382192058061
