Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
ARASAN BUSINESS COMBINES P. LTD.,26071.0,26071.0,26071.0,26071.0,26071.0,26071.0,26071.0,26071.0,26071.0,26071.00000000023,26071.00000000034,26070.999999999884,26070.999999998985,26070.999999998807
ARATHI CASHEW COMPANY,146288.0,95860.0,95860.0,95860.0,95860.0,95860.0,95860.0,95860.0,95860.0,95860.0000000002,95860.00000000028,95859.9999999999,95859.99999999904,95859.9999999989
ARATHI I TECH PANEL INDUSTRIES,888200.0,888200.0,888200.0,888200.0,888200.0,888200.0,888200.0,888200.0,554100.0,554100.0000000001,554100.0000000001,888199.9999999997,888199.9999999997,888199.9999999995
ARATHY CASHEWS,161356.0,161356.0,161356.0,161356.0,161356.0,161356.0,161356.0,161356.0,161356.0,161356.0000000002,161356.0000000003,161355.99999999985,161355.99999999913,161355.99999999895
ARAVIND TRADERS,128638.0,32350.0,96663.0,76800.0,36750.0,23500.0,27760.0,32310.0,32310.0,32310.00000000016,32310.00000000023,23499.999999999807,36749.99999999899,36749.99999999883
ARBEE AGENCIES,7974.0,7974.0,7974.0,7974.0,7974.0,7974.0,7974.0,7974.0,7974.0,7974.000000000231,7974.000000000346,7973.999999999884,7973.99999999896,7973.999999998786
ARBEE AQUATIC PROTEINS P. LTD.,86040.0,86040.0,86040.0,45520.0,5000.0,12300.0,19600.0,26900.0,7000.0,7000.000000000223,7000.000000000293,12299.999999999762,4999.999999999,4999.99999999879
ARBEE BIOMARINE EXTRACTS P. LTD.,1024.0,1024.0,1024.0,26900.0,78920.0,130940.0,1022976.0,547517.0,1072700.0,1072699.9999999998,1072699.999999999,130939.9999999997,78919.9999999996,78919.99999999882
ARCELORMITTAL PROJECTS INDIA P. LTD.,148127.0,148127.0,148127.0,148127.0,148127.0,148127.0,148127.0,931521.0,931521.0,931520.9999999992,931520.9999999992,148126.99999999924,148126.9999999996,148126.9999999989
ARCHIDO REALTORS,75563.0,75563.0,75563.0,75563.0,75563.0,75563.0,75563.0,75563.0,75563.0,75563.00000000022,75563.00000000032,75562.99999999987,75562.99999999904,75562.99999999886
ARCHIVE PLY INDUSTRIES LTD.,36996.0,38425.0,129360.0,129360.0,129360.0,129360.0,129360.0,129360.0,129360.0,129360.0000000002,129360.0000000003,129359.99999999972,129359.99999999908,129359.99999999888
ARFIN STORES,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.000000000233,11100.000000000346,11099.999999999882,11099.999999998963,11099.999999998789
ARGON IMPEX P. LTD.,4645.0,4645.0,4645.0,4645.0,4645.0,4645.0,4645.0,4645.0,4645.0,4645.000000000232,4645.000000000347,4644.999999999884,4644.999999998958,4644.999999998783
ARIA IMPEX,397.0,397.0,397.0,397.0,397.0,397.0,397.0,397.0,397.0,397.0000000002328,397.0000000003491,396.9999999998836,396.9999999989527,396.9999999987781
ARIANE TOOLS & COMPONENTS,13860.0,21365.4,28870.8,36376.2,43881.6,51387.0,38541.33,25695.67,12850.0,12850.000000000244,12850.000000000377,51386.99999999988,43881.59999999898,43881.59999999881
ARIES CASHEW EXPORTS,97194.0,172603.0,172603.0,172603.0,172603.0,172603.0,172603.0,172603.0,172603.0,172603.00000000023,172603.00000000032,172602.9999999998,172602.9999999992,172602.99999999895
ARIES GLOBAL,33370.0,33370.0,33370.0,33370.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.000000000207,1400.0000000003097,1399.9999999998463,1399.9999999989716,1399.999999998773
ARIES WORLDWIDE SUPPLY CHAIN PVT LTD.,8740.0,8740.0,8740.0,8740.0,8740.0,8740.0,8740.0,8740.0,8740.0,8740.000000000231,8740.000000000346,8739.999999999882,8739.999999998963,8739.999999998789
ARIF TRADING COMPANY,50830.0,50830.0,50830.0,50830.0,25600.0,25600.0,25600.0,25600.0,25600.0,25600.000000000207,25600.000000000306,25599.99999999985,25599.999999999,25599.999999998807
ARIHANT TECHNOCAST INDIA PVT LTD.,48528.0,48528.0,48528.0,48528.0,48528.0,48528.0,48528.0,48528.0,48528.0,48528.00000000023,48528.000000000335,48527.99999999988,48527.99999999901,48527.999999998836
ARIKKAT EXPORTS,24450.0,24450.0,24450.0,24450.0,24450.0,24450.0,24450.0,24450.0,24450.0,24450.00000000023,24450.000000000346,24449.999999999884,24449.99999999898,24449.999999998807
ARIKKAT OIL INDUSTRIES,29970.0,29970.0,29970.0,29970.0,29970.0,29970.0,29970.0,29970.0,29970.0,29970.000000000226,29970.00000000034,29969.99999999988,29969.999999998985,29969.999999998807
ARIKKAT TRADERS AND EXPORTS,131280.0,131280.0,131280.0,131280.0,172218.0,225540.0,150780.0,150780.0,150780.0,150780.0000000002,150780.00000000035,225539.9999999998,172217.99999999913,172217.99999999895
ARIM DOOR INDUSTRIES,7700.0,7700.0,7500.0,7300.0,7100.0,7100.0,7100.0,7100.0,7100.0,7100.000000000231,7100.0000000003465,7099.999999999883,7099.99999999896,7099.999999998785
ARIN READYMADES AND GARMENTS,19220.0,19220.0,19220.0,19220.0,19220.0,64798.0,64798.0,64798.0,64798.0,64798.00000000017,64798.000000000255,64797.99999999973,19219.99999999902,19219.999999998785
ARIPPAYIL NOUFAL,3480.0,3480.0,3480.0,3480.0,3480.0,3480.0,3480.0,3480.0,3480.0,3480.000000000232,3480.000000000348,3479.999999999883,3479.999999998956,3479.9999999987813
ARISHINA LIFE SCIENCES P. LTD.,19081.0,19081.0,19081.0,101781.5,184482.0,14443.0,244826.0,108438.0,23420.0,23420.00000000041,23420.00000000054,14443.000000000477,184481.9999999989,184481.99999999895
ARISTA SKYSHIP AGENCIES,6000.0,6000.0,6000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.00000000023,7000.000000000346,6999.999999999884,6999.99999999896,6999.999999998785
ARISTO TECHNOLOGIES P. LTD.,1220.0,1220.0,1220.0,1220.0,1220.0,1220.0,1220.0,1220.0,1220.0,1220.0000000002326,1220.0000000003488,1219.9999999998836,1219.9999999989536,1219.999999998779
ARJUN COIR TUFT,14824.0,14824.0,14824.0,14824.0,14824.0,14824.0,14824.0,222362.0,366894.0,366894.0,366894.0,14823.999999999774,14823.99999999919,14823.999999998807
ARJUN COMPANY,21134.0,21134.0,21134.0,21134.0,21134.0,21134.0,21134.0,21134.0,21134.0,21134.00000000023,21134.000000000346,21133.99999999988,21133.99999999897,21133.9999999988
ARJUNA NATURAL EXTRACTS LTD.,981807.0,1016411.0,784235.0,40123.0,160333.0,104717.5,49102.0,49102.0,49102.0,49102.00000000124,49102.00000000107,104717.5,160332.9999999994,160332.99999999953
ARJUNA NATURAL LTD.,142818.0,142818.0,142818.0,142818.0,20048.0,20048.0,20048.0,20048.0,20048.0,20048.000000000127,20048.00000000019,20047.999999999745,20047.999999999043,20047.999999998774
ARJUNA NATURAL LTD. ,1191896.0,1191896.0,1191896.0,1191896.0,1458789.0,437076.0,462055.0,420285.0,541739.0,541739.0000000015,541739.0000000021,437076.0000000035,1458788.9999999995,1458789.0000000007
ARK CHEMICALS PVT LTD,19026.0,19026.0,19026.0,19026.0,19026.0,19026.0,19026.0,19026.0,19026.0,19026.00000000023,19026.000000000346,19025.99999999988,19025.99999999897,19025.999999998792
ARK ELECTRONIC MOTION CONTROLS INDIA P. LTD.,332.0,332.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0000000002325,880.0000000003488,879.9999999998826,879.9999999989531,879.9999999987783
ARK ENTERPRISES,187550.0,187550.0,187550.0,187550.0,187550.0,187550.0,187550.0,187550.0,107830.0,107830.00000000023,107830.00000000032,187549.99999999985,187549.99999999916,187549.999999999
ARK GREASE AND LUBES,264610.0,80880.0,80880.0,80880.0,80880.0,80880.0,80880.0,80880.0,80880.0,80880.0000000001,80880.00000000016,80879.99999999999,80879.99999999903,80879.99999999892
ARKEY EXIM ENTERPRISES,12360.0,12360.0,12360.0,12360.0,12360.0,12360.0,12360.0,12360.0,12360.0,12360.000000000233,12360.000000000346,12359.999999999882,12359.999999998969,12359.999999998792
ARM AGENCIES,24440.0,24440.0,24440.0,24440.0,24440.0,24440.0,24440.0,24440.0,13212.0,13212.000000000233,13212.000000000347,24439.99999999988,24439.99999999897,24439.9999999988
ARMAJARO TRADING P. INDIA,169976.0,169976.0,169976.0,169976.0,169976.0,169976.0,169976.0,169976.0,169976.0,169976.0000000002,169976.0000000003,169975.99999999985,169975.99999999913,169975.99999999895
ARMEX EXPORTERS,496463.0,496463.0,496463.0,4380.0,4380.0,4380.0,4380.0,4380.0,4380.0,4380.00000000073,4380.000000000604,4379.999999999496,4379.999999999177,4379.999999999074
AROMA ORGANICS LTD.,70840.0,70840.0,70840.0,70840.0,70840.0,70840.0,70840.0,70840.0,70840.0,70840.00000000022,70840.00000000032,70839.99999999987,70839.99999999903,70839.99999999884
ARROWS,19050.0,19050.0,19050.0,19050.0,19050.0,19050.0,19050.0,19050.0,19050.0,19050.00000000023,19050.000000000346,19049.99999999988,19049.99999999897,19049.999999998792
ARSH ENTERPRISES,280448.0,280448.0,280448.0,280448.0,280448.0,280448.0,280448.0,280448.0,280448.0,280448.0000000002,280448.00000000023,280447.9999999998,280447.9999999993,280447.99999999907
ARSHAD CASHEW COMPANY,51455.0,51455.0,51455.0,51455.0,51455.0,51455.0,51455.0,51455.0,51455.0,51455.00000000023,51455.000000000335,51454.99999999988,51454.99999999901,51454.999999998836
ART LAB EQUIPMENTS,3422.0,3422.0,3422.0,3422.0,3422.0,3422.0,3422.0,3422.0,3422.0,3422.000000000232,3422.000000000348,3421.999999999883,3421.999999998956,3421.9999999987813
ART OF BLOOM,3390.0,3390.0,3390.0,3390.0,3390.0,3390.0,3390.0,3390.0,3390.0,3390.0000000002324,3390.000000000348,3389.999999999883,3389.9999999989564,3389.9999999987813
ARTEC INDUSTRIES,16166.0,16166.0,16166.0,16166.0,16166.0,16166.0,16166.0,16166.0,16166.0,16166.00000000023,16166.000000000342,16165.999999999882,16165.99999999897,16165.999999998796
ARTECH FABS,17170.0,5065.0,5065.0,5065.0,5065.0,5065.0,5065.0,5065.0,5065.0,5065.000000000225,5065.000000000337,5064.99999999989,5064.999999998957,5064.999999998787
ARTEE SEAFOOD EXPORTS AND TRADING,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0000000002324,2400.0000000003483,2399.999999999884,2399.999999998955,2399.9999999987804
ARTHANAS TRADING P. LTD.,1200.0,1200.0,1200.0,1200.0,1200.0,15730.0,30260.0,44790.0,44790.0,44790.00000000019,44790.00000000028,15729.999999999814,1199.999999998984,1199.9999999987704
ARTICS FURNITURE AND INTERIORS,5450.0,5450.0,5450.0,6190.0,4760.0,17980.0,17980.0,17980.0,17980.0,17980.00000000021,17980.00000000032,17979.99999999984,4759.999999998971,4759.999999998778
ARTOCARPUS FOODS PVT LTD,22957.0,22957.0,22957.0,22957.0,22957.0,22957.0,22957.0,22957.0,63760.0,63760.00000000021,63760.00000000031,22956.9999999999,22956.999999999003,22956.999999998807
ARUN AUTOMOBILES,869.0,869.0,869.0,869.0,869.0,869.0,869.0,869.0,869.0,869.0000000002326,869.0000000003489,868.9999999998835,868.9999999989532,868.9999999987785
ARUN COIR TUFT,14824.0,14824.0,14824.0,14824.0,14824.0,14824.0,14824.0,58944.0,103768.0,103768.00000000016,103768.00000000023,14823.999999999864,14823.999999999023,14823.999999998796
ARUN PRODUCTS,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.0,35000.000000000226,35000.000000000335,34999.99999999988,34999.999999999,34999.99999999882
ARUNA CANE INDUSTRIES,111768.0,196867.0,215120.0,228995.0,371759.0,105285.0,105285.0,105285.0,105285.0,105285.00000000068,105285.00000000096,105285.0000000008,371758.9999999991,371758.9999999993
ARUNDAS P.S.,16110.0,16110.0,16110.0,16110.0,16110.0,16110.0,16110.0,16110.0,16110.0,16110.00000000023,16110.000000000342,16109.999999999882,16109.99999999897,16109.999999998796
ARUNDEV INDUSTRIES,49785.0,49785.0,49785.0,49785.0,261505.0,53520.0,105500.0,26260.0,26260.0,26260.000000000684,26260.00000000096,53520.00000000079,261504.9999999989,261504.99999999916
ARUNNACHALA IMPEX PVT LTD,557112.0,557112.0,557112.0,557112.0,557112.0,557112.0,557112.0,557112.0,557112.0,557112.0000000001,557112.0000000001,557111.9999999998,557111.9999999997,557111.9999999994
ARUVANOOR TIMBERS SAW MILL,143170.0,143170.0,143170.0,143170.0,143170.0,55365.0,21480.0,65930.0,65930.0,65930.00000000029,65930.00000000045,55365.00000000013,143169.99999999904,143169.99999999895
ARWAG FASHIONS LLP,9820.0,9820.0,9820.0,9820.0,9820.0,9820.0,9820.0,9211.0,8602.0,8602.000000000231,8602.000000000346,9819.999999999884,9819.999999998963,9819.999999998789
ARYA AGENCIES,9440.0,9440.0,9440.0,9440.0,9440.0,9440.0,9440.0,9440.0,9440.0,9440.000000000233,9440.000000000347,9439.999999999882,9439.999999998963,9439.999999998789
ARYA METAL ROOF SYSTEMS,16055.0,16055.0,16055.0,16055.0,16055.0,16055.0,16055.0,16055.0,16055.0,16055.00000000023,16055.000000000342,16054.999999999882,16054.99999999897,16054.999999998796
ARYA VAIDYA SALA,10702.0,10702.0,10702.0,10702.0,10702.0,10702.0,10702.0,10702.0,10702.0,10702.000000000233,10702.000000000346,10701.999999999882,10701.999999998963,10701.999999998789
ARYABANGY BUILDERS P. LTD.,7975.0,7975.0,7975.0,7975.0,7975.0,7975.0,7975.0,7975.0,7975.0,7975.000000000231,7975.000000000346,7974.999999999884,7974.99999999896,7974.999999998786
ARYABHANGY,25568.0,25568.0,25568.0,28454.0,28454.0,28454.0,28454.0,28454.0,28454.0,28454.000000000226,28454.00000000034,28453.999999999887,28453.999999998978,28453.999999998803
ARYAN WOOD PRODUCTS P. LTD.,39334.0,39334.0,39334.0,39334.0,39334.0,39334.0,39334.0,39334.0,39334.0,39334.00000000023,39334.000000000335,39333.99999999988,39333.999999999,39333.99999999882
ARYAS EXPORTS AND IMPORTS,2180.0,2180.0,2180.0,2180.0,2180.0,2180.0,2180.0,2180.0,2180.0,2180.0000000002324,2180.0000000003483,2179.999999999883,2179.999999998955,2179.9999999987804
AS ASTRA AND COMPANY,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0000000002328,181.0000000003492,180.9999999998836,180.9999999989525,180.99999999877787
ASA SANITARIES PVT LIMITED,70655.0,70655.0,70655.0,70655.0,70655.0,70655.0,70655.0,70655.0,70655.0,70655.00000000022,70655.00000000032,70654.99999999987,70654.99999999903,70654.99999999884
ASAAD MARGIN FREE SUPER MARKET P. LTD.,27220.0,27220.0,27220.0,27220.0,19720.0,19720.0,19720.0,19720.0,19720.0,19720.000000000226,19720.00000000033,19719.99999999988,19719.99999999898,19719.9999999988
ASHA GROUP OF COMPANIES,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.000000000231,7400.000000000346,7399.999999999883,7399.99999999896,7399.999999998785
ASHAZ IMPEX,4000.0,4000.0,4000.0,4000.0,4000.0,19025.0,19485.0,18936.0,18936.0,18936.00000000021,18936.00000000032,19024.99999999984,3999.999999998972,3999.9999999987776
ASHBURY INTERNATIONAL,20125.0,107839.67,195554.33,283269.0,268225.0,198167.0,597252.0,1064717.0,743587.0,743586.9999999995,743586.9999999992,198166.9999999992,268224.9999999995,268224.9999999988
ASHIK TRADERS,107850.0,107850.0,107850.0,107850.0,107850.0,107850.0,107850.0,107850.0,107850.0,107850.0000000002,107850.0000000003,107849.99999999988,107849.9999999991,107849.9999999989
ASHIQU TIMBERS,27625.0,27625.0,27625.0,27625.0,27625.0,27625.0,27625.0,27625.0,27625.0,27625.000000000226,27625.00000000034,27624.99999999988,27624.999999998978,27624.999999998803
ASHIQUE CHEMICALS & COSMETICS,26576.0,1450.0,357402.0,357402.0,357402.0,357402.0,357402.0,357402.0,357402.0,357402.00000000006,357402.0000000002,357401.99999999924,357401.99999999924,357401.999999999
ASHIQUE EXPORTS (P) LTD.,6550.0,6550.0,6550.0,6550.0,6550.0,6550.0,6550.0,6550.0,6550.0,6550.000000000232,6550.0000000003465,6549.999999999884,6549.99999999896,6549.999999998785
ASHISH TIMBER DEPOT,191450.0,191450.0,105025.0,18600.0,18600.0,18600.0,18600.0,18600.0,18600.0,18600.00000000033,18600.00000000039,18599.99999999996,18599.999999999032,18599.999999998887
ASHKAR CASHEW INDUSTRIES,187615.0,187615.0,187615.0,187615.0,187615.0,187615.0,187615.0,187615.0,187615.0,187615.0000000002,187615.0000000003,187614.99999999985,187614.9999999992,187614.999999999
ASHNA TRADING COMPANY,19289.0,19289.0,19289.0,19289.0,19289.0,19289.0,19289.0,19289.0,19289.0,19289.00000000023,19289.000000000346,19288.999999999884,19288.99999999897,19288.9999999988
ASHOKA INTERNATIONAL,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0000000002324,2200.0000000003483,2199.999999999883,2199.9999999989545,2199.9999999987795
ASHOKA SOCIAL VENTURES LLP,1906.0,1906.0,1906.0,1906.0,1906.0,1906.0,12946.0,23986.0,23986.0,23986.00000000021,23986.00000000032,1905.9999999998663,1905.9999999989664,1905.9999999987763
ASHP DEVELOPERS LLP,12540.0,12540.0,12540.0,12540.0,12540.0,12540.0,12540.0,12540.0,12540.0,12540.000000000233,12540.000000000346,12539.999999999884,12539.999999998969,12539.999999998792
ASHRAF K,9420.0,9420.0,9420.0,9420.0,9420.0,9420.0,9420.0,9420.0,9420.0,9420.000000000233,9420.000000000347,9419.999999999882,9419.99999999896,9419.999999998785
ASHTECH (INDIA) PVT.LTD.,114200.0,114200.0,114200.0,114200.0,114200.0,114200.0,114200.0,114200.0,114200.0,114200.0000000002,114200.0000000003,114199.99999999988,114199.99999999908,114199.9999999989
ASHWATHI CASHEW ENTERPRISES,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0000000002,151200.0000000003,151199.99999999985,151199.99999999913,151199.99999999895
ASHWATHI CASHEWS,53150.0,53150.0,53150.0,53150.0,53150.0,53150.0,53150.0,53150.0,53150.0,53150.00000000023,53150.000000000335,53149.99999999988,53149.99999999901,53149.999999998836
ASHWIN INTERIOR DECORATOR,25120.0,25120.0,25120.0,25120.0,25120.0,25120.0,25120.0,25120.0,25120.0,25120.00000000023,25120.00000000034,25119.999999999884,25119.99999999898,25119.999999998807
ASIA ENTERPRISES,20690.0,20690.0,20690.0,20690.0,20690.0,22269.0,22269.0,22269.0,22269.0,22269.000000000226,22269.00000000034,22268.99999999988,20689.99999999897,20689.9999999988
ASIA PACIFIC EXPORT,445470.0,445470.0,445470.0,445470.0,445470.0,445470.0,445470.0,445470.0,445470.0,445470.0000000001,445470.0000000002,445469.9999999998,445469.9999999994,445469.9999999992
ASIA ROSE IMPORT AND EXPORT,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0000000002327,675.000000000349,674.9999999998834,674.9999999989531,674.9999999987783
ASIAN ALUMINIUM & ALLIEDS ,18500.0,18500.0,18500.0,18500.0,18500.0,18500.0,18500.0,18500.0,18500.0,18500.00000000023,18500.000000000346,18499.999999999884,18499.99999999897,18499.999999998796
ASIAN COPIERS,11400.0,11400.0,11400.0,11400.0,11400.0,11400.0,11400.0,11400.0,11400.0,11400.000000000233,11400.000000000346,11399.999999999884,11399.999999998963,11399.999999998789
ASIAN GLASS AND PLYWOODS,90279.0,90279.0,90279.0,90279.0,90279.0,90279.0,90279.0,54640.0,100880.0,100880.00000000023,100880.00000000032,90278.99999999994,90278.99999999908,90278.9999999989
ASIAN GRANITO INDIA  LTD.,1778751.0,105104.0,105124.57,105145.14,105165.71,105186.29,105206.86,105227.43,105248.0,105247.99999999924,105247.99999999892,105186.29000000092,105165.7099999989,105165.70999999956
ASIAN HOME DECOR,54576.0,54576.0,54576.0,54576.0,54576.0,54576.0,54576.0,54576.0,54576.0,54576.00000000023,54576.000000000335,54575.99999999988,54575.99999999901,54575.999999998836
ASIAN MELAMINE COMPANY,26135.0,26135.0,26135.0,26135.0,26135.0,26135.0,26135.0,26135.0,26135.0,26135.00000000023,26135.00000000034,26134.999999999884,26134.99999999898,26134.999999998807
ASIAN MOTHER AND CHILD HEALTHCARE P. LTD.,73602.0,73602.0,20580.0,20580.0,20580.0,20580.0,20580.0,20580.0,20580.0,20580.00000000024,20580.000000000346,20579.999999999964,20579.999999998985,20579.99999999882
ASIAN OLEORESIN COMPANY,1129.0,1129.0,1129.0,1129.0,1129.0,1129.0,1129.0,1129.0,1129.0,1129.0000000002326,1129.0000000003488,1128.9999999998834,1128.9999999989536,1128.999999998779
ASIAN PAINTS (INDIA) LTD.,2009240.0,2009240.0,2009240.0,2009240.0,5080390.0,5080390.0,5080390.0,5080390.0,5080390.0,5080390.000000001,5080390.000000002,5080390.000000004,5080390.000000003,5080390.000000005
ASIAN PAINTS/CHEMPLAST SANMAR LTD.,1781840.0,1781840.0,1781840.0,1781840.0,1781840.0,1781840.0,1781840.0,1781840.0,1781840.0,1781839.9999999998,1781839.9999999995,1781839.9999999995,1781840.000000001,1781840.0000000007
ASIAN PAINTS/CHEMPLAST/JUPITER DYE CHEM,5696930.0,5696930.0,5696930.0,5696930.0,5696930.0,5696930.0,5696930.0,5696930.0,5696930.0,5696929.999999999,5696929.999999998,5696929.999999999,5696930.000000005,5696930.000000005
ASIAN ROSE IMPORT AND EXPORT,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0000000002326,1050.0000000003488,1049.9999999998838,1049.9999999989534,1049.9999999987788
ASIAN TEA & EXPORTS LTD,23151.0,23151.0,23151.0,23151.0,23151.0,38056.0,38056.0,38056.0,38056.0,38056.00000000021,38056.00000000031,38055.99999999983,23150.999999998992,23150.9999999988
ASIAN TEA COMPANY P. LTD.,39342.0,39342.0,39342.0,39342.0,901331.0,691725.0,508125.0,80750.0,325430.0,325430.0000000016,325430.00000000227,691725.000000002,901330.9999999992,901331.0000000001
ASIAN TRADERS,2885.0,2885.0,2885.0,2885.0,2885.0,2885.0,2885.0,2885.0,2885.0,2885.0000000002324,2885.0000000003483,2884.999999999884,2884.9999999989554,2884.999999998781
ASIAN VENEERS,394000.0,394000.0,394000.0,394000.0,394000.0,394000.0,394000.0,1258316.0,428918.0,428917.9999999995,428917.9999999994,393999.9999999989,393999.99999999936,393999.999999999
ASIANET SATELLITE COMMUNICATIONS LTD.,607822.0,480052.0,291022.0,297132.0,160505.0,27909.0,27909.0,27909.0,27909.0,27909.000000000226,27909.000000000287,27909.00000000053,160504.99999999913,160504.99999999913
ASIANROOF INTERNATIONAL LLP.,571335.0,571335.0,571335.0,571335.0,571335.0,571335.0,571335.0,571335.0,571335.0,571335.0000000001,571335.0000000001,571334.9999999998,571334.9999999995,571334.9999999993
"ASIATEC TRADING,",2531.0,2531.0,2531.0,2531.0,2531.0,2531.0,2531.0,2531.0,2531.0,2531.0000000002324,2531.0000000003483,2530.999999999883,2530.999999998955,2530.9999999987804
ASIATIC ENGINEERS,60660.0,219060.0,24180.0,24180.0,24180.0,24180.0,24180.0,24180.0,24180.0,24180.00000000036,24180.000000000484,24180.000000000106,24179.99999999904,24179.99999999883
ASIATIC INDUSTRIES INDIA P. LTD.,47651.0,47651.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.000000000241,2395.0000000003506,2394.9999999999577,2394.999999998965,2394.9999999988
ASIF EXPORTS,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0000000002328,300.00000000034913,299.9999999998836,299.9999999989526,299.999999998778
ASJP CANAAN TRADING PRIVATE LTD.,6670.0,6670.0,6670.0,6670.0,6670.0,6670.0,6670.0,6670.0,6670.0,6670.000000000232,6670.0000000003465,6669.999999999883,6669.99999999896,6669.999999998785
ASKAR CASHEW INDUSTRIES,31500.0,31500.0,31500.0,31500.0,31500.0,31500.0,31500.0,31500.0,31500.0,31500.000000000226,31500.00000000033,31499.99999999988,31499.999999998985,31499.99999999881
ASM MARKETING P. LTD.,19886.0,19886.0,19886.0,19886.0,19886.0,59868.0,60212.0,61068.0,61068.0,61068.000000000175,61068.00000000026,59867.99999999975,19885.999999999018,19885.99999999879
ASMA CASHEW PROCESSING,56657.0,56657.0,56657.0,56657.0,56657.0,56657.0,56657.0,56657.0,56657.0,56657.00000000022,56657.00000000033,56656.99999999988,56656.999999999,56656.999999998836
ASMA HEALTH,15090.0,15090.0,15090.0,15090.0,15090.0,15090.0,15090.0,16385.0,16385.0,16385.000000000226,16385.00000000034,15089.99999999988,15089.99999999897,15089.999999998796
ASMA RUBBER PRODUCTS P. LTD.,3310.0,3360.0,3410.0,5250.0,166306.0,109211.0,90412.0,40212.0,230393.0,230393.0000000004,230393.0000000006,109211.00000000038,166305.99999999907,166305.99999999904
ASPEN ENTERPRISES,21200.0,21200.0,21200.0,21200.0,21200.0,21200.0,21200.0,21200.0,123600.0,123600.0000000002,123600.00000000028,21199.99999999992,21199.999999999047,21199.99999999882
ASSA SEA FOODS,28350.0,28350.0,28350.0,28350.0,28350.0,28350.0,28350.0,28350.0,28350.0,28350.000000000226,28350.00000000034,28349.99999999988,28349.999999998978,28349.999999998807
ASSET HOMES P. LTD.,25720.0,25720.0,25720.0,25720.0,25720.0,25720.0,25720.0,25720.0,25720.0,25720.00000000023,25720.00000000034,25719.999999999884,25719.99999999898,25719.999999998807
ASSOCIATED AUTOTEX ANCILLARIES P. LTD.,20256.0,12103.5,3951.0,3951.0,3951.0,3951.0,3951.0,3951.0,3951.0,3951.0000000002287,3951.0000000003415,3950.999999999902,3950.999999998957,3950.999999998788
ASSOCIATED CASHEW INDUSTRIES,28740.0,49186.67,69633.33,90080.0,90080.0,90080.0,90080.0,90080.0,90080.0,90080.0000000002,90080.00000000032,90079.99999999984,90079.99999999904,90079.99999999884
ASSOCIATED CEMENT CO. LTD.,249901.0,101796.0,770315.0,418200.0,259308.0,259308.0,259308.0,259308.0,259308.0,259308.0000000002,259308.0000000001,259307.9999999984,259307.99999999933,259307.999999999
ASSOCIATION FOR WELFARE OF THE HANDICAPP,2982.0,2982.0,3641.0,3641.0,3641.0,3641.0,3641.0,3641.0,3641.0,3641.000000000232,3641.000000000348,3640.9999999998818,3640.999999998956,3640.9999999987813
ASTEC EQUIPMENT INDIA LLP,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.000000000232,5500.000000000347,5499.999999999883,5499.999999998958,5499.999999998783
ASTER DM HEALTHCARE P. LTD.,38416.0,33309.0,27461.0,27461.0,27461.0,27461.0,27461.0,27461.0,27461.0,27461.000000000226,27461.00000000033,27460.99999999989,27460.999999998978,27460.999999998807
ASTER ENTERPRISES,238491.0,238491.0,238491.0,238491.0,88306.0,68398.0,22897.0,22897.0,22897.0,22897.00000000016,22897.000000000247,68397.99999999981,88305.99999999908,88305.99999999886
ASTER MEDCITY,13423.0,13423.0,13423.0,13423.0,13423.0,13423.0,13423.0,13423.0,13423.0,13423.000000000233,13423.000000000346,13422.999999999882,13422.999999998969,13422.999999998792
ASTONA,11385.0,11385.0,11385.0,11385.0,11385.0,11385.0,11385.0,11385.0,11385.0,11385.000000000233,11385.000000000346,11384.999999999884,11384.999999998963,11384.999999998789
ASTRA BIOSCIENCE LTD.,1911.0,6794.0,5520.5,4247.0,2973.5,1700.0,1700.0,1700.0,1700.0,1700.0000000002374,1700.000000000354,1699.9999999998838,2973.499999998957,2973.4999999987804
