Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
ASHWITH PAPER PRODUCTS,157455.0,289065.0,619497.0,557518.0,182629.0,137429.0,47660.0,1708410.0,1259117.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
ASHWITH TRADE LINKS & SERVICES,2388773.0,1901571.0,2574321.0,1728909.0,1942891.0,976126.0,1279238.0,2489524.0,1675430.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
ASNA TRADERS,211342.0,223081.0,94223.0,164957.0,305126.0,265550.0,169214.0,186844.0,181566.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
ASPINWALL & COMPANY LTD.,65116.0,114623.0,170187.0,450309.0,89958.0,50700.0,25536.0,63221.0,4003331.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
ASSOCIATED RUBBER CHEMICALS (KOCHI),55784.0,38500.0,79310.0,203296.0,280482.0,347879.0,342318.0,203850.0,137968.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
ATHIRA PLYWOOD,798000.0,674229.0,759153.0,509360.0,413378.0,189170.0,309197.0,166000.0,147448.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
ATLANTIC CARE CHEMICALS,170757.0,282490.0,267142.0,335797.0,192203.0,79250.0,101477.0,108432.0,162648.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
AVT MCCORMICK INGREDIENTS LTD.,2672727.0,3336454.0,3489038.0,2954486.0,4619077.0,3358235.0,2497297.0,2926954.0,1027582.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
AVT NATURAL PRODUCTS LTD.,1933739.0,2549589.0,3153779.0,2757507.0,2406082.0,2467548.0,2075734.0,2320315.0,1317189.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
BABIN TECHNOLOGIES P. LTD.,158415.0,102889.0,111907.0,102303.0,99527.0,58051.0,50155.0,52814.0,97699.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
BALAJI ENTERPRISES,2177016.0,2055874.0,1579115.0,1440273.0,919673.0,1105427.0,1159757.0,890164.0,621755.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
BASF INDIA LTD.,361675.0,241879.0,45812.0,6295.0,38941.0,63859.0,150871.0,21044.0,207021.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
BATHX BATHWARE INDIA PVT.LTD,794382.0,860758.0,1179771.0,964276.0,844645.0,575040.0,331160.0,288865.0,176640.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
BENNETT COLEMAN & CO. LTD.,2263130.0,3959835.0,3674588.0,5206900.0,4475446.0,3274299.0,1200950.0,685417.0,862340.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
BEST AGENCIES,99430.0,124304.0,117530.0,89870.0,125210.0,27404.0,79850.0,76670.0,176230.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
BETA HEALTHCARE PRODUCTS P. LTD.,472868.0,134222.0,222131.0,105354.0,592793.0,491148.0,612855.0,320233.0,358439.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
BHARAT PETROLEIUM CORPN. (KOCHI REFINERY),11890479.0,5510722.0,4231604.0,1146338.0,3903839.0,2005432.0,893467.0,2364953.0,2363885.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
BHOOPATHY STEELS (P) LTD.,1301940.0,1802209.0,2023930.0,2631620.0,2180552.0,1383665.0,1083605.0,1344140.0,131180.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
BLASTLINE INDIA P. LTD.,12420.0,6250.0,49945.0,29570.0,44501.0,22314.0,39668.0,72961.0,24205.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
BODY GEAR INTERNATIONAL P. LTD.,140353.0,147313.0,127190.0,92812.0,112409.0,89421.0,242159.0,311865.0,409751.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
BOS NATURAL FLAVOURS P. LTD.,243589.0,410599.0,270544.0,144066.0,125625.0,411724.0,317004.0,297530.0,258503.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
BPL MEDICAL  TECHNOLOGIES P. LTD.,148219.0,167686.0,157219.0,44371.0,117101.0,106457.0,34310.0,14192.0,14650.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
BTC TRADING COMPANY,1831809.0,3389832.0,2963460.0,1833292.0,3136506.0,1509399.0,1714079.0,1507190.0,1553000.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
C.M.L. BIOTECH P. LTD.,1705.0,6946.0,75084.0,27730.0,11878.0,41873.0,6608.0,3601.0,24316.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
CAR CARE ACCESSORIES,2300.0,12250.0,13300.0,16100.0,14477.0,6338.0,10144.0,9680.0,9631.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
CARBORUNDUM UNIVERSAL LTD.,7572133.0,7623562.0,8432113.0,12531274.0,27235273.0,27916830.0,22285324.0,41897972.0,51912802.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
CARNEX TIMBERS PVT LTD,248730.0,167720.0,56209.0,374466.0,303264.0,335950.0,1168779.0,496980.0,469968.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
CEETRON TECHNOLOGIES,23973.0,28463.0,22100.0,22576.0,34940.0,18331.0,18505.0,6000.0,11847.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
CEYENAR CHEMICALS P. LTD.,1805645.0,3008787.0,4305336.0,4950247.0,7401859.0,5708601.0,4830959.0,6067816.0,6307558.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
CHOICE TRADING CORPORATION LTD.,20280.0,87504.0,185270.0,193761.0,410874.0,515373.0,270624.0,387384.0,179907.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
CHRIS MOTORS,12831.0,45574.0,103024.0,167968.0,137330.0,125069.0,125365.0,75394.0,35550.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
CHRIST MARKETING,74420.0,250090.0,55628.0,118092.0,59783.0,2250.0,20721.0,15986.0,12214.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
CLASSIC FLOOR FURNISHINGS,87105.0,145571.0,81140.0,33990.0,61955.0,70580.0,11040.0,5600.0,11620.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
CLASSIC PAINT ROLLERS & ALLIED PRODUCTS,20965.0,14621.0,8531.0,6742.0,6204.0,4810.0,8722.0,20221.0,3500.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
CLASSIC SOLVENTS P. LTD.,172298.0,230274.0,351881.0,197024.0,436934.0,827358.0,557525.0,607974.0,636568.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
CLASSY THE ANTIQUE DESIGNED FURNITURE,241658.0,222509.0,268069.0,268794.0,276455.0,124639.0,261482.0,193622.0,150654.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
COCHIN MINERALS & RUTILE LTD.,43150709.0,23175991.0,3687080.0,28609231.0,50525810.0,48630430.0,45604050.0,35675342.0,10680765.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
COCHIN RUBBERS,349594.0,224531.0,412383.0,939736.0,788029.0,167002.0,270485.0,1003415.0,425859.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
COCHIN SHIPYARD LTD.,19161618.0,21548811.0,6919396.0,2518765.0,14765725.0,3180654.0,1357177.0,618995.0,2031726.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
COCHIN TRADERS,699790.0,960980.0,526653.0,931950.0,1219275.0,620100.0,1240200.0,286200.0,620100.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
COCO FIBRE TEX,26114.0,64548.0,65733.0,61440.0,72120.0,89560.0,22290.0,44850.0,84985.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
COCO LATEX EXPORTS P. LTD.,667758.0,189432.0,8960.0,59763.0,135570.0,75186.0,34488.0,140820.0,25280.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
CORZA INTERNATIONAL,59810.0,188922.0,268614.0,299810.0,267597.0,323085.0,371565.0,438445.0,247825.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
CRAFTEMAN AUTOMATION P. LTD.,97056.0,97056.0,92296.0,421302.0,477284.0,932385.0,1873128.0,1475117.0,552194.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
CROSSING INTERNATIONAL DISTRIBUTION,39998.0,51732.0,44793.0,87148.0,77577.0,47354.0,30463.0,169651.0,76904.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
CROWN MARKETING,39430.0,47426.0,50629.0,46346.0,45140.0,44123.0,20400.0,32470.0,7960.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
CURATECH,540256.0,845500.0,969200.0,2144467.0,1541755.0,1329942.0,1754342.0,1845705.0,1746205.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
DELTA PLYWOODS  & BOARDS,718004.0,1217173.0,442873.0,189175.0,13040.0,75859.0,13928.0,83707.0,40887.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
DESAI AGENCIES,658985.0,990533.0,765561.0,1330006.0,3556438.0,1460569.0,741815.0,1735259.0,2544567.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
DHANYA IMPEX ,34840.0,21538.0,15620.0,19183.0,129976.0,50614.0,51470.0,60713.0,85814.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
DIAMOND PLYWOODS,392212.0,350856.0,690269.0,672551.0,407333.0,324678.0,380418.0,566971.0,613632.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
DOBERSUN PRODUCTS P. LTD.,118692.0,87536.0,135455.0,65617.0,179023.0,157630.0,309922.0,363331.0,91409.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
DUROCAP ROOFING INDIA P. LTD.,130600.0,1037203.0,1195780.0,1515586.0,1589095.0,781337.0,1201325.0,829077.0,266710.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
DYNAMIC TECHNO MEDICALS P. LTD.,42911.0,38085.0,63312.0,50164.0,118380.0,72948.0,53056.0,76183.0,154761.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
EC MALL,20003.0,10330.0,11500.0,14600.0,187260.0,23260.0,12125.0,7180.0,24180.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
ECO TRADING COMPANY,918388.0,479730.0,383000.0,801880.0,1045018.0,500545.0,811511.0,982729.0,2180900.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
ECOWOOD EXPORTS (P) LTD.,116591.0,170664.0,227076.0,221597.0,300042.0,170587.0,277930.0,193347.0,294441.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
EDGE INTERNATIONAL HK,19803.0,12036.0,66604.0,64023.0,18687.0,28439.0,20950.0,17557.0,9820.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
ELITE FOODS P. LTD.,49377.0,4410.0,19734.0,21007.0,4018.0,15229.0,28566.0,32324.0,29009.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
EMIRATES CEMENTS INDIA P. LTD.,3566100.0,6758750.0,7716239.0,6388900.0,10108890.0,11231670.0,12414530.0,11289400.0,11753860.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
ENGINEERED ELASTOMER SOLUTIONS COMPANY,16645.0,48583.0,55920.0,21878.0,35360.0,31880.0,161500.0,128430.0,25200.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
EVEREST INDUSTRIES LTD.,9938567.0,11431746.0,10338232.0,14899696.0,13197454.0,8988379.0,8397402.0,8508231.0,4158524.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
EVEREST PLYWOOD,52603.0,12258.0,64570.0,33450.0,25977.0,69962.0,95348.0,111369.0,13500.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
EXCEL INTERNATIONAL,8432.0,39858.0,20349.0,51300.0,131045.0,32580.0,4345.0,19048.0,9688.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
EXTRA WEAVE P. LTD.,375765.0,590874.0,218452.0,1044628.0,1175295.0,1734544.0,3054393.0,1987410.0,1883504.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
FABA AGENCIES,188154.0,876058.0,622377.0,763004.0,766115.0,967867.0,1339770.0,963608.0,760334.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
FACT LTD.,528438293.0,500495619.0,386397832.0,476809302.0,561628719.0,731611905.0,566372010.0,468025210.0,384923357.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
FAIR MARKETING COMPANY,16582.0,23222.0,19704.0,21409.0,21766.0,14495.0,18847.0,25409.0,5948.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
FAREAST TRADING EST.,7800.0,252525.0,310100.0,138170.0,163428.0,50310.0,43280.0,42530.0,37985.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
FCI OEN CONNECTOR LTD.,480252.0,790404.0,1053192.0,1115247.0,541677.0,925697.0,1079179.0,433833.0,200185.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
FEBIN MARINE FOODS,26540.0,45000.0,10900.0,3140.0,50779.0,28995.0,41730.0,23125.0,13904.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
FEROKE BOARDS LTD.,6145258.0,6305987.0,7561633.0,8017346.0,9363240.0,5049065.0,7498783.0,4497561.0,6436413.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
FILTROWIN INDUSTRIES,205962.0,194369.0,340235.0,204260.0,205826.0,305119.0,172521.0,203229.0,187345.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
FLOORATEX RUBBER & PLASTICS P. LTD.,4080.0,40132.0,18984.0,20120.0,20720.0,148970.0,43020.0,20659.0,20317.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
FORTUNE MARKETING,5448.0,13544.0,59853.0,52414.0,102871.0,156329.0,180327.0,102418.0,126937.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
GEMCO RUBBER P. LTD.,355743.0,571094.0,528983.0,587992.0,652680.0,566431.0,199627.0,183043.0,159516.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
GEMWOOD,336543.0,145667.0,128208.0,143265.0,600505.0,72035.0,573846.0,479503.0,108230.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
GIRNAR FOOD & BEVERAGES P. LTD.,189475.0,55700.0,56015.0,81738.0,80075.0,95764.0,151392.0,287772.0,122161.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
GLASS HOUSE,1040748.0,2572014.0,1983320.0,870886.0,1499238.0,1167896.0,1003420.0,734809.0,1080424.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
GLOBAL FURNIMART INDIA PVT.LT,74252.0,68443.0,117420.0,59627.0,10571.0,4840.0,35219.0,25145.0,9000.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
GLOBAL TRADING COMPANY,25200.0,25200.0,907260.0,3206870.0,2241000.0,2698170.0,2490146.0,2182468.0,2295255.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
GLOBAL TRADING CORPORATION,569543.0,90576.0,30310.0,17910.0,13170.0,9830.0,8670.0,18100.0,16428.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
GOOD WOOD IMPORTS,151781.0,105907.0,542910.0,558579.0,1090458.0,948412.0,795905.0,1249085.0,998059.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
GRACE HOME STYLE TRADE P LTD,123146.0,154345.0,213088.0,174503.0,160262.0,92946.0,48951.0,77858.0,31654.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
GRAND TOTAL                             ,2713664304.0,2635813697.0,2366701667.0,2511844065.0,2481273539.0,2521187733.0,2341850049.0,2212201513.0,2260327989.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
GREEN METHOD ENGINEERING (P) LTD.,19584.0,26112.0,26880.0,13440.0,83520.0,6720.0,6720.0,33600.0,20160.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
GREEN WUD IMPEX,111057.0,26353.0,138364.0,64572.0,188697.0,339217.0,175077.0,116841.0,143929.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
GREENLAND PARTICLE BOARDS P. LTD.,3930.0,153472.0,262179.0,191446.0,517140.0,271735.0,178364.0,778625.0,709741.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
GTN ENTERPRISES LTD.,1305017.0,3234648.0,2802712.0,2914032.0,3034831.0,1465091.0,2179959.0,1954083.0,1837978.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
GUARDIAN CONTROLS LTD.,33690.0,56439.0,40241.0,41873.0,37677.0,59085.0,29148.0,8958.0,41814.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
GUJARAT TEA PROCESSORS & PACKERS LTD.,110367.0,56615.0,90296.0,50737.0,89453.0,55900.0,22760.0,43560.0,33760.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
HABA MARKETING,125510.0,73510.0,88051.0,108893.0,107845.0,84372.0,34191.0,231741.0,111420.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
HIC ABF SPECIAL FOODS P. LTD.,360804.0,570558.0,44054.0,490382.0,589367.0,177560.0,97957.0,188079.0,103523.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
HITECH MACHINERIES AND EQUIPMENTS,109791.0,65620.0,75795.0,155659.0,430702.0,1002414.0,522290.0,787206.0,1290070.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
HLL LIFECARE LTD.,605754.0,339353.0,559661.0,396086.0,350820.0,298582.0,135858.0,279657.0,147778.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
HORIZON INTERNATIONAL ,128700.0,10510024.0,3651591.0,381308.0,134948.0,1264767.0,503096.0,1714210.0,2023563.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
HYBRID COATINGS,274030.0,429824.0,462076.0,332212.0,221770.0,109987.0,92220.0,56080.0,38080.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
HYGIENE PACKS,1177517.0,1816727.0,3445350.0,3437550.0,4236463.0,1693199.0,1667679.0,2117197.0,2232632.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
HYKON INDIA (P) LTD.,5739.0,17557.0,161814.0,111768.0,27100.0,180671.0,292467.0,226458.0,63205.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
INDIAN FRUITS,98504.0,201271.0,397850.0,414894.0,315296.0,174756.0,47460.0,251996.0,268601.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
INDIAN PRODUCTS P. LTD.,872732.0,1690543.0,2546542.0,2384270.0,3548116.0,4331261.0,4523186.0,3045623.0,2723570.0,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522,310972.8848589522
