Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023
JANATA PAPER MART   ,13662.0,13662.0,13662.0,13662.0,13662.0,13662.0,13662.0,13662.0,13662.0
JANATHA FISH MEAL & OIL PRODUCTS,3535301.0,3535301.0,3334469.0,3619398.0,998749.0,1555779.0,1298202.0,1597010.0,2350205.0
JANATHA MACHINES,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0
JANATHA TELECOMMUNICATION,3656.0,3656.0,3656.0,3656.0,3656.0,3656.0,3656.0,3656.0,3656.0
JANATICS INDIA PVT LTD,39090.0,39090.0,39090.0,39090.0,39090.0,39090.0,71761.0,110094.0,55650.0
JANEEVA EXPORTS AND IMPORTS,148533.0,148533.0,148533.0,148533.0,148533.0,148533.0,148533.0,148533.0,148533.0
JANEEVA FACE TRADING COMPANY,152300.0,152300.0,152300.0,90998.0,106579.0,122160.0,211270.0,1199536.0,1199536.0
JANEEVA IMPORTS,65200.0,65200.0,65200.0,65200.0,65200.0,65200.0,65200.0,65200.0,65200.0
JANITORE EXIM,28301.0,28301.0,28301.0,28301.0,28301.0,28301.0,28301.0,28301.0,28301.0
JANNATH CONSTRUCTION,106274.0,106274.0,106274.0,106274.0,106274.0,106274.0,106274.0,106274.0,106274.0
JANNATH CONSTRUCTIONS,19500.0,19500.0,19500.0,21610.0,21610.0,21610.0,21610.0,21610.0,21610.0
JANSONS BALERS,13314.0,13314.0,13314.0,13314.0,13314.0,13314.0,13314.0,13314.0,13314.0
JAPS HOLDINGS IMPEX P. LTD.,23434.0,23434.0,23434.0,23434.0,18334.0,13234.0,8134.0,3034.0,3034.0
JARAK INTERNATIONAL TRADING,27030.0,27030.0,27030.0,27030.0,27030.0,27030.0,27030.0,1090200.0,4066500.0
JAS ALUMINIUM INDUSTRIES,6125.0,6125.0,6125.0,20940.0,20940.0,20940.0,20940.0,20940.0,20940.0
JASAKA FASTENERS INDIA PVT LTD,26250.0,26250.0,26250.0,26250.0,26250.0,26250.0,26250.0,26250.0,26250.0
JASMINE AQUARISTS,15100.0,15100.0,15100.0,15100.0,15100.0,15100.0,15100.0,15100.0,15100.0
JASMINE CONCRETE EXPORTS PVT LTD,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0
JAVA EXIM,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
JAWAD TU HUTEN INTERNATIONAL TRADING,11725.0,11725.0,11725.0,11725.0,11725.0,11725.0,11725.0,11725.0,11725.0
JAWAHAR AND CO.,48529.0,27065.0,27065.0,27065.0,27065.0,27065.0,27065.0,27065.0,27065.0
JAWAHAR STEELS,75156.0,75156.0,75156.0,75156.0,75156.0,75156.0,75156.0,75156.0,75156.0
JAWAN PLY BOARDS,67344.0,28000.0,33361.0,38722.0,44083.0,49444.0,54805.0,24000.0,24000.0
JAY JAY MARBLES ,430760.0,271192.5,111625.0,111625.0,111625.0,111625.0,111625.0,111625.0,111625.0
JAY JAY MARKETING,50470.0,50470.0,415470.0,107270.0,107270.0,107270.0,107270.0,107270.0,107270.0
JAY OVERSEAS P. LTD.,154560.0,154560.0,154560.0,154560.0,154560.0,154560.0,154560.0,154560.0,154560.0
JAYACHANDRAN ALLOYS P. LTD.,100230.0,100230.0,100230.0,3742598.5,7384967.0,5330111.0,15110691.0,14000218.0,20068343.0
JAYAKODI MATCH WORK,48890.0,48890.0,48890.0,48890.0,48890.0,48890.0,48890.0,48890.0,48890.0
JAYALAKSHMI CASHEW EXPORTS,404500.0,404500.0,404500.0,404500.0,404500.0,404500.0,404500.0,404500.0,404500.0
JAYALAKSHMI ENTERPRISES,51460.0,51460.0,51460.0,51460.0,51460.0,51460.0,51460.0,51460.0,51460.0
JAYALAKSHMY CASHEW PRODUCTS,50400.0,50400.0,50400.0,50400.0,50400.0,50400.0,50400.0,50400.0,50400.0
JAYALASH CASHEW FACTORY,278346.0,278346.0,278346.0,278346.0,278346.0,278346.0,278346.0,278346.0,278346.0
JAYASANKAR,6690.0,6690.0,6690.0,6690.0,6690.0,6690.0,6690.0,6690.0,6690.0
JAYASREE COIR MILLS,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0
JAYBEE TRADERS,5159728.0,9450854.0,1906866.0,448672.0,28042.0,28042.0,28042.0,28042.0,28042.0
JAYBEESHA INTERNATIONAL PVT LTD.,295760.0,295760.0,295760.0,295760.0,295760.0,295760.0,295760.0,295760.0,295760.0
JAYELEE IMPEX LIMITED,2530.0,2530.0,2530.0,2530.0,2530.0,2530.0,2624.0,2718.0,6268.0
JAYES ENGINEERING PRODUCTS,10543.0,10543.0,14991.5,19440.0,19440.0,19440.0,19440.0,19440.0,19440.0
JAYON IMPLANTS P. LTD.,253.0,253.0,253.0,12921.5,25590.0,25590.0,25590.0,25590.0,25590.0
JAYON MEDICAL DEVICES PVT LTD,4350.0,4350.0,4350.0,4350.0,4350.0,4350.0,4350.0,4350.0,4350.0
JAYSHREE TEA & INDUSTRIES LTD.,10274.0,10274.0,10274.0,10274.0,10274.0,10274.0,10274.0,10274.0,10274.0
JAZZO HEALTHCARE LLP.,4170.0,4170.0,4170.0,4170.0,4170.0,4170.0,4170.0,4170.0,4170.0
JBR ASSOCIATES,133138.0,133138.0,133138.0,133138.0,133138.0,133138.0,133138.0,133138.0,133138.0
JBS ENGINEERING TECHNIC,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0,805.0
JDS TRADING CORPORATION,24014.0,24014.0,24014.0,24014.0,24014.0,24014.0,24014.0,24014.0,24014.0
JDT ISLAM ORPHANAGE COMMITTEE,3405.0,3405.0,3405.0,3405.0,3405.0,3405.0,3405.0,3405.0,3405.0
JEELANEEI TRADERS,11855.0,11855.0,11855.0,11855.0,11855.0,11855.0,11855.0,11855.0,11855.0
JEET CORPORATION        ,137500.0,137500.0,137500.0,137500.0,137500.0,137500.0,137500.0,137500.0,137500.0
"JEFGO INDUSTRIES P, LTD,",2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0,2980.0
JEJOS ENTERPRISES,72315.0,72315.0,72315.0,72315.0,72315.0,72315.0,72315.0,72315.0,72315.0
JELLY FISH WATERSPORTS P. LTD.,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
JENNATH,13550.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0,6375.0
"JERUSALAM RETREAT CENTRE,",137839.0,137839.0,137839.0,137839.0,137839.0,137839.0,137839.0,137839.0,137839.0
JES GLOBAL FRESH P. LTD.,2567229.0,2567229.0,2567229.0,2567229.0,2567229.0,2567229.0,2567229.0,2567229.0,2567229.0
JESMART PRIVATE LIMITED,147380.0,147380.0,147380.0,147380.0,147380.0,147380.0,147380.0,147380.0,147380.0
JET & JET GLOVES,3040.0,3040.0,3040.0,3040.0,3040.0,3040.0,3040.0,3040.0,3040.0
JET GROUP,7515.0,7515.0,7515.0,7515.0,7515.0,7515.0,7515.0,7515.0,7515.0
JEWELPACKER,9980.0,9980.0,9980.0,9980.0,9980.0,9980.0,36460.0,36460.0,36460.0
JFK INTERNATIONAL,78100.0,85558.0,24000.0,28730.0,33460.0,38190.0,133504.0,58249.0,177483.0
JFS INTEXT P. LTD.,52959.0,52959.0,52959.0,52959.0,52959.0,52959.0,52959.0,52959.0,52959.0
JG HOLDINGS,31620.0,31620.0,31620.0,26311.0,21002.0,15693.0,7835.0,7566.0,7566.0
JIJESH PYNKOTTIL PUTHANVEETTIL,30483.0,30483.0,30483.0,30483.0,30483.0,30483.0,30483.0,30483.0,30483.0
JIMMY INDUSTRIES,10586.0,10586.0,23540.0,5850.0,32742.0,15200.0,15200.0,15200.0,15200.0
JIMMY INTERNATIONAL.,25900.0,27743.33,29586.67,31430.0,4430.0,4430.0,4430.0,4430.0,4430.0
JINEY PUBLICATION,21000.0,13355.0,5710.0,5710.0,5710.0,5710.0,5710.0,5710.0,5710.0
JIREH CHILLIES (P) LTD.,27340.0,27340.0,27340.0,27340.0,27340.0,27340.0,27340.0,27340.0,27340.0
JIS INTERNATIONAL EXPORTS P. LTD.,250.0,250.0,123.0,40071.0,80019.0,300.0,300.0,300.0,300.0
JISMI PLYWOODS,61500.0,61500.0,61500.0,61500.0,61500.0,61500.0,61500.0,61500.0,61500.0
JISY TRADING IMPORT AND EXPORTS,129077.0,33566.0,33566.0,33566.0,33566.0,33566.0,33566.0,33566.0,33566.0
JITHA PLASTIC INDUSTRIES,3377.0,3377.0,3377.0,3377.0,3377.0,3377.0,3377.0,3377.0,3377.0
JIYA ASSOCIATES,50520.0,50520.0,50520.0,50520.0,50520.0,50520.0,50520.0,50520.0,50520.0
JIZHI ADVERTISER DECORATOR AND DESIGNER P. LTD.,11160.0,11160.0,11160.0,11160.0,11160.0,11160.0,11160.0,11160.0,11160.0
JJ DISTRIBUTORS,2000.0,2000.0,2000.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0
JK PAPER LIMITED,742830.0,742830.0,960143.0,1131873.0,1360438.0,307869.0,97398.0,242630.0,242630.0
JMASSH DOORS AND WINDOWS P. LTD.,452190.0,279066.0,334998.0,334998.0,334998.0,334998.0,334998.0,334998.0,334998.0
JMS BRUSHMATS,31117.0,10895.0,9296.25,7697.5,6098.75,4500.0,17730.0,29022.5,40315.0
JMS EXPORTS,21527.0,21527.0,21527.0,21527.0,21527.0,21527.0,21527.0,21527.0,21527.0
JNB MARKETING (INDIA) P. LTD.,5459.0,5459.0,11939.0,11939.0,11939.0,11939.0,11939.0,11939.0,11939.0
JNJ TRADERS,11350.0,53285.0,22140.0,10675.0,10675.0,10675.0,10675.0,10675.0,10675.0
JOE THATTIL,23580.0,23580.0,23580.0,23580.0,23580.0,23580.0,23580.0,23580.0,23580.0
JOECE ENTERPRISES,44472.0,44472.0,44472.0,44472.0,44472.0,111180.0,111180.0,111180.0,111180.0
JOFEX CHEMICALS,52452.0,52452.0,52452.0,52452.0,52452.0,52452.0,52452.0,52452.0,52452.0
JOFEX ENTERPRISES,34200.0,15400.0,15400.0,15400.0,15400.0,15400.0,15400.0,15400.0,15400.0
JOHN POLYMERS,111700.0,111700.0,111700.0,133500.0,44500.0,111350.0,44600.0,44600.0,44600.0
JOHN SAW MILL P. LTD.,70222.0,70222.0,70222.0,26126.0,26126.0,26126.0,26126.0,26126.0,26126.0
JOHN SAW MILL TIMBER DEPOT.,90306.0,90306.0,16250.0,16250.0,16250.0,16250.0,16250.0,16250.0,16250.0
JOHN TRADINGS,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0
JOHN'S CASHEW COMPANY,1044986.0,3453340.0,3366455.0,1324332.0,501405.0,151000.0,100780.0,204915.0,309050.0
JOHNS PANIKULANGARA AUGUSTIN,37576.0,37576.0,37576.0,37576.0,37576.0,37576.0,37576.0,37576.0,37576.0
JOHNS TRADERS LLP.,234950.0,234950.0,234950.0,234950.0,234950.0,234950.0,234950.0,338921.0,284396.0
JOHNSON CONTROLS HITACHI AIRCONDITIONING INDIA ,1308.0,1308.0,1308.0,1308.0,1308.0,1308.0,1308.0,1308.0,1308.0
JOHNSON DANIEL,13640.0,13640.0,13640.0,13640.0,13640.0,13640.0,13640.0,13640.0,46190.0
JOHNSON LIFTS P. LTD.,47368.0,96130.0,61755.0,27380.0,10741.0,4406.0,41310.0,84997.0,155975.0
JOHNSONS CHOCOLATE HOUSE,4559.0,8200.0,16250.0,16220.0,16220.0,16220.0,16220.0,16220.0,16220.0
JOJO FROZEN FOODS (P) LTD,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0,310.0
JOJO HOME SHOPPE,12635.0,12635.0,12635.0,12635.0,12635.0,12635.0,12635.0,12635.0,12635.0
JOJO INDUSTRIES,1505.0,1505.0,5490.0,5490.0,5490.0,5490.0,5490.0,5490.0,5490.0
JOLLY INDUSTRIES,37666.0,37666.0,26416.0,24706.0,11907.0,14508.5,17110.0,17110.0,17110.0
JOMSONS ENTERPRISES (INDIA) PVT,25801.0,105204.0,192882.0,155439.0,155439.0,155439.0,155439.0,155439.0,155439.0
JOMSONS PLASTICS,55744.0,55744.0,55744.0,55744.0,55744.0,55744.0,55744.0,55744.0,55744.0
JOS ELECTRICALS (AGENCIES),3342.0,3342.0,3342.0,3342.0,3342.0,3342.0,3342.0,3342.0,3342.0
JOS THOMAS & COMPANY,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0
JOSE AND COMPANY,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0
JOSE CASHEW FACTORY,17135.0,17135.0,17135.0,17135.0,17135.0,17135.0,17135.0,17135.0,17135.0
JOSE JOHN,3480.0,3480.0,3480.0,3480.0,3480.0,3480.0,3480.0,3480.0,3480.0
JOSE TIMBERS,119450.0,1172779.0,114056.0,114056.0,114056.0,114056.0,114056.0,114056.0,114056.0
JOSEPH GEORGE,8510.0,8510.0,8510.0,8510.0,8510.0,8510.0,8510.0,8510.0,8510.0
JOSEPH SEBASTIAN,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
JOSH DEZIGNS,9760.0,9760.0,9760.0,9760.0,9760.0,9760.0,9760.0,9760.0,9760.0
JOSHUA EDUCATIONAL AND CHARITABLE TRUST,371740.0,371740.0,296176.0,220612.0,220612.0,220612.0,220612.0,220612.0,220612.0
JOSON HARDWARES,3510.0,3510.0,3510.0,3510.0,3510.0,3510.0,3510.0,3510.0,3510.0
JOTHIS CONES,10600.0,10600.0,10600.0,10600.0,10600.0,15997.0,15997.0,15997.0,15997.0
JOTUN INDIA P. LTD.,4801.0,4801.0,4801.0,4801.0,4801.0,4801.0,4801.0,4801.0,4801.0
JOY ALUKKAS INDIA P. LTD.,20950.0,14032.0,6120.0,9241.0,9241.0,9241.0,9241.0,9241.0,9241.0
JOY ALUKKAS LIFE STYLE DEVELOPMENT P. LTD.,192111.0,192111.0,75315.0,75315.0,75315.0,75315.0,75315.0,75315.0,75315.0
JOY ALUKKAS RETAIL PVT LTD,162050.0,18876.0,28428.0,28428.0,28428.0,28428.0,28428.0,28428.0,28428.0
JOY MANTHRA,14670.0,14670.0,14670.0,14670.0,14670.0,14670.0,14670.0,14670.0,14670.0
JOY THATTIL ITTOOP,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0,10320.0
JOY VARGHESE,7435.0,7435.0,7435.0,7435.0,7435.0,7435.0,7435.0,7435.0,7435.0
JOYS ENTERPRISES P. LTD.,5390.0,4881.0,3380.0,3380.0,3380.0,3380.0,3380.0,3380.0,3380.0
JP & GP MARKETERS AND CONSULTANTS P.  LTD.,807.0,807.0,807.0,807.0,807.0,807.0,807.0,807.0,807.0
JPP MILLS P. LTD.,51905.0,51872.0,31111.0,10350.0,24334.0,102640.0,102640.0,102640.0,102640.0
JRF ENERGY DEVELOPERS ,7926.0,7926.0,7926.0,7926.0,7926.0,7926.0,7926.0,7926.0,7926.0
JS FUSION INDUSTRIES P. LTD.,180863.0,180863.0,180863.0,96000.0,96000.0,96000.0,96000.0,96000.0,96000.0
JSA FOODS PRIVATE LIMITED,93304.0,93304.0,93304.0,93304.0,27500.0,27625.0,27750.0,27875.0,28000.0
JUBILEE MISSION HOSPITAL,788223.0,220364.0,220364.0,220364.0,220364.0,220364.0,220364.0,220364.0,220364.0
JULPHAR EXIM P. LTD.,526384.0,917220.0,1204558.0,61200.0,61200.0,61200.0,61200.0,61200.0,61200.0
JUMAR TRADE LINKS  ,155489.0,155489.0,155489.0,155489.0,155489.0,155489.0,155489.0,155489.0,155489.0
JUMBO TRADING EST.,11254.0,11254.0,11254.0,11254.0,11254.0,11254.0,11254.0,11254.0,11254.0
JUNA ASSOCIATES,91140.0,91140.0,225030.0,5520.0,56277.0,56277.0,56277.0,56277.0,56277.0
JUNGLE PRIDE,3119.0,2914.5,2710.0,2710.0,2710.0,2710.0,2710.0,2710.0,2710.0
JUPITER DYE CHEM P. LTD.,38843174.0,72827688.0,27639290.0,10162720.0,11235670.0,16714602.0,12580478.0,8446354.0,4312230.0
JUPITER LEYS P. LTD.,542.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
JUPITER/B.K.SALES CORPORATION,5248986.0,5248986.0,5248986.0,5248986.0,5248986.0,5248986.0,5248986.0,5248986.0,5248986.0
JUPITOR AGRO ,412950.0,412950.0,412950.0,412950.0,412950.0,412950.0,412950.0,412950.0,412950.0
JUST CAFE AND RESTAURANT,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0
JUYUSHI TRADING COMPANY,21260.0,21260.0,21260.0,21260.0,21260.0,21260.0,21260.0,21260.0,21260.0
JYOTHI HOUSE HOLDS,2809.0,2809.0,3235.0,2715.0,2930.0,2930.0,2930.0,2930.0,2930.0
JYOTHIS RESIDENCY,69800.0,69800.0,18190.0,18190.0,18190.0,18190.0,18190.0,18190.0,18190.0
JYOTHISHARATNAM FORTNIGHTLY,26136.0,26136.0,26136.0,26136.0,26136.0,26136.0,26136.0,26136.0,51918.0
K & K GROUP,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0
K C IYYAPPEN ENTERPRISES,127170.0,23200.0,23200.0,23200.0,23200.0,23200.0,23200.0,23200.0,23200.0
K R GLASS & METALS,2110.0,2110.0,2110.0,2110.0,2110.0,2110.0,2110.0,2110.0,2110.0
K THAN IMPORTS AND EXPORTS,332114.0,332114.0,332114.0,332114.0,332114.0,332114.0,332114.0,332114.0,332114.0
K V JOSHY AND C K PAUL ,17670.0,17670.0,17670.0,17670.0,17670.0,17670.0,17670.0,17670.0,17670.0
K-TURF,4353.0,4353.0,4353.0,43075.0,43075.0,43075.0,43075.0,43075.0,43075.0
K. ABDU RAHIMANKUTTY,27000.0,27000.0,27000.0,26950.0,26900.0,26900.0,26900.0,26900.0,26900.0
K. C. MATHEW SONS ( TIMBERS),8008.0,8008.0,8008.0,8008.0,8008.0,8008.0,8008.0,8008.0,8008.0
K. GOVINDASWAMY NAIDU MEDICAL TRUST,3836.0,3836.0,3836.0,3836.0,3836.0,3836.0,3836.0,3836.0,3836.0
K. HABEEB,55480.0,102312.0,162243.0,188642.0,129215.0,133345.0,106405.0,106405.0,106405.0
K. KARUNAKARAN MEMORIAL CO-OP. SPINNING MILLS LTD.,6043.0,6043.0,6043.0,6043.0,6043.0,6043.0,6043.0,6043.0,6043.0
K. KARUNAKARAN MEMORIAL CO-OPERATIVE SPINNING MILL,12040.0,12040.0,12040.0,12040.0,12040.0,12040.0,12040.0,12040.0,12040.0
K. NARAYANAN,23520.0,23520.0,23520.0,23520.0,23520.0,23520.0,23520.0,23520.0,23520.0
K. RAMAKRISHNAN & COMPANY,215040.0,215040.0,215040.0,215040.0,215040.0,215040.0,215040.0,215040.0,215040.0
K. TECH ENGINEERING,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
K.C. FRUITS,485544.0,485544.0,485544.0,485544.0,748080.0,748080.0,748080.0,748080.0,748080.0
K.C. PAPPU SONS,297688.0,521540.0,637842.0,871964.0,1153061.0,760706.0,368351.0,368351.0,368351.0
K.C.COCONUT PRODUCTS,52030.0,52030.0,52030.0,52030.0,201310.0,349352.0,349352.0,349352.0,349352.0
K.G. INDUSTRIES,506056.0,506056.0,506056.0,506056.0,506056.0,506056.0,506056.0,506056.0,506056.0
K.H. FLOORINGS,4810.0,4810.0,4810.0,4810.0,4810.0,4810.0,4810.0,4810.0,4810.0
K.H. LIGHTS & FURNITURE,9550.0,11770.0,14490.0,14490.0,14490.0,14490.0,14490.0,14490.0,14490.0
K.H. SAW MILLS & PLYWOODS,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0,27900.0
K.J. INDUSTRIES,2990.0,2990.0,2990.0,2990.0,2990.0,2990.0,2990.0,2990.0,2990.0
K.J. SALES & SERVICES,13630.0,13630.0,13630.0,13630.0,13630.0,13630.0,13630.0,13630.0,13630.0
K.K. GENERAL TRADING COMPANY,26104.0,26104.0,26104.0,26104.0,26104.0,26104.0,26104.0,26104.0,26104.0
K.K. PLASTICS,32161.0,32161.0,32161.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0
K.K. TRADE LINK,3486.0,3486.0,3486.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0
K.K. TRADERS,27900.0,27900.0,27900.0,27900.0,100160.0,38748.0,51332.0,63916.0,76500.0
K.K.R. AGRO MILLS P. LTD.,14620.0,14620.0,14620.0,14620.0,14620.0,14620.0,14620.0,14620.0,14620.0
K.L. ABDUL SATHAR,924234.0,309258.0,649329.0,1308355.0,661477.5,14600.0,27400.0,40200.0,53000.0
K.M. FISHERIES,28950.0,28950.0,5840.0,25200.0,17691.67,10183.33,2675.0,2675.0,2675.0
"K.M.A. PLY AND BOARDS,",258793.0,258793.0,799351.0,400035.0,1450631.0,674060.0,526985.0,205625.0,205625.0
K.M.A. TIMBERS,167780.0,148430.13,129080.25,109730.38,90380.5,71030.62,51680.75,32330.88,12981.0
K.M.K. TRADERS,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
K.M.S. TIMBER,203390.0,203390.0,203390.0,203390.0,203390.0,203390.0,203390.0,203390.0,203390.0
K.N. TRADERS,10050.0,10050.0,10050.0,10050.0,10050.0,10050.0,10050.0,7340.0,7340.0
K.P. CARS P. LTD.,380.0,380.0,380.0,728.0,728.0,728.0,728.0,728.0,728.0
K.P. ENTERPRISES,5208876.0,4155693.0,2102501.0,49309.0,39941.6,30574.2,21206.8,11839.4,2472.0
K.P. HUSSAIN,2210.0,2210.0,2210.0,2210.0,2210.0,2210.0,2210.0,2210.0,2210.0
K.P. MOHAMMED ALI HAJEE,11090.0,11090.0,11090.0,11090.0,11090.0,11090.0,11090.0,11090.0,11090.0
K.P. SURESH BABU,10130.0,10130.0,11280.0,8340.0,8340.0,8340.0,8340.0,8340.0,8340.0
K.P.A. FATHIMA TRADERS,17720.0,17720.0,17720.0,17720.0,17720.0,17720.0,17720.0,17720.0,17720.0
K.P.L. OIL MILLS P. LTD.,24297.0,24564.67,24832.33,25100.0,25100.0,25100.0,25100.0,25100.0,25100.0
K.P.M. CRYSTAL PALACE,41760.0,41760.0,41760.0,4770.0,4770.0,4770.0,4770.0,4770.0,4770.0
K.P.Z. TIMBERS,73245.0,73245.0,73245.0,73245.0,73245.0,73245.0,73245.0,73245.0,73245.0
K.R. SIVARAMAN,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0,3400.0
K.R. TRADELINKS,189700.0,166700.0,46800.0,46800.0,46800.0,46800.0,46800.0,46800.0,46800.0
K.S. AGENCIES,16772.0,7610.0,16083.0,24556.0,33029.0,41502.0,46938.0,45489.0,53471.0
K.S. COMBINES,11011.0,11011.0,11011.0,11011.0,11011.0,11011.0,11011.0,11011.0,11011.0
K.S. GROUP,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0,2565.0
K.S. MACHINERY AND TOOLS P. LTD.,31650.0,31650.0,31650.0,33144.0,30969.0,8190.0,8190.0,8190.0,8190.0
K.S. WORTH INTERNATIONAL,14468.0,14468.0,14468.0,14468.0,14468.0,14468.0,14468.0,14468.0,14468.0
K.S.E. INC.,13826.0,13826.0,13826.0,13826.0,13826.0,13826.0,13826.0,13826.0,13826.0
K.S.M. MANGOES,24000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0
K.SUBRAYA ANANTHA KAMATH & SONS,385360.0,385360.0,49908.0,49908.0,49908.0,49908.0,49908.0,49908.0,49908.0
K.V PRABHAKARAN                                ,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0,23000.0
K.V. MOHAMMED,15425.0,15425.0,15425.0,15425.0,15425.0,15425.0,15425.0,15425.0,15425.0
K.V. SURESH,11280.0,11280.0,11280.0,11280.0,11280.0,11280.0,11280.0,11280.0,11280.0
K.V. TRADING COMPANY,5020.0,5020.0,12070.0,12070.0,12070.0,12070.0,12070.0,12070.0,12070.0
K.V.K. ASSOCIATES,20800.0,20800.0,20800.0,1002.0,1002.0,1002.0,1002.0,1002.0,1002.0
K.V.N. POLYTEC (P) LTD.,242359.0,242359.0,242359.0,242359.0,242359.0,242359.0,242359.0,242359.0,242359.0
K2 FOODS,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0
KABCO VENTURES P. LTD.,132150.0,132150.0,132150.0,132150.0,132150.0,410158.0,410158.0,410158.0,410158.0
KABEER A,8800.0,8800.0,8800.0,8800.0,8800.0,8800.0,8800.0,8800.0,8800.0
KAC RUBBERS,1950.0,1950.0,1950.0,1950.0,1950.0,1950.0,1950.0,1950.0,1950.0
KACHAPPILLY AGENCIES,26500.0,26500.0,26500.0,26500.0,26500.0,26500.0,26500.0,26500.0,26500.0
KADAVATH ASSOCIATES,68000.0,68000.0,68000.0,24910.0,24910.0,24910.0,24910.0,24910.0,24910.0
KADAVIL CHEMICALS,116236.0,116236.0,116236.0,116236.0,116236.0,116236.0,116236.0,116236.0,116236.0
KADAVIL EQUIPMENTS,14490.0,14490.0,14490.0,14490.0,14490.0,14490.0,14490.0,14490.0,14490.0
KADEEJA TIMBERS,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0,28000.0
KADOOR SALES CORPORATION,22500.0,22500.0,22500.0,22500.0,22500.0,22500.0,22500.0,22500.0,22500.0
KAFFEE INDIANO,19424.0,19424.0,19424.0,19424.0,19424.0,19424.0,19424.0,19424.0,19424.0
KAILAS CASHEW EXPORTS,4510591.0,1245985.0,491100.0,491100.0,491100.0,491100.0,491100.0,491100.0,491100.0
KAILAS RUBBER CO. LTD.,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
KAILASHPATI POLYPLAST PVT LTD,100584.0,100584.0,100584.0,100584.0,100584.0,100584.0,100584.0,100584.0,100584.0
KAINKARY BACKWATER RESORTS & HOTELS  ,51863.0,72027.0,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0
KAIRALI BOOKS P. LTD.,4050.0,4050.0,8129.0,12208.0,7518.0,6989.0,6460.0,4183.0,9808.0
KAIRALI CASHEW COMPANY,54590.0,54590.0,54590.0,54590.0,54590.0,54590.0,54590.0,54590.0,54590.0
KAIRALI GRANITES,377330.0,155021.0,487033.0,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0
KAIRALI MINERALS,56112.0,56112.0,56112.0,56112.0,56112.0,56112.0,26112.0,28042.0,28042.0
KAIRALI STEELS P. LTD.,192490.0,192490.0,192490.0,192490.0,192490.0,192490.0,192490.0,192490.0,192490.0
KAISONS,302352.0,145152.0,122316.0,172958.0,98576.0,98576.0,98576.0,98576.0,98576.0
KAJAH DISTRIBUTORS,7300.0,7300.0,7300.0,7300.0,7300.0,7300.0,7300.0,7354.0,7408.0
KAJAH MOTORS P. LTD.,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
KAJARIA CERAMICS LTD.,5034764.0,2339744.0,2221510.0,3823858.0,2547547.0,1847913.0,670550.0,2011485.0,2011485.0
KAKALI CASHEW PROCESSING & TRADING,104047.0,104047.0,104047.0,104047.0,104047.0,104047.0,104047.0,104047.0,104047.0
KAKAT IMPEX PVT LTD,38080.0,38080.0,3749.0,6050.0,6050.0,6050.0,6050.0,6050.0,6050.0
KAKKAD TRADERS,4125.0,4125.0,4125.0,4125.0,4125.0,4125.0,4125.0,4125.0,4125.0
KAKKASSERY GROUP,8400.0,8400.0,8400.0,8400.0,8400.0,9950.0,4550.0,3420.0,3760.0
