iter	RMSE
143	266780.3868
144	266768.6515
145	266759.5816
146	266746.4233
147	266735.9559
148	266726.0932
149	266718.4112
150	266710.3489
151	266701.886
152	266695.3306
153	266681.5722
154	266669.8474
155	266664.2533
156	266659.2529
157	266653.495
158	266642.059
159	266637.2712
160	266632.5513
161	266621.938
162	266617.4676
163	266604.0495
164	266600.1892
165	266595.3807
166	266588.5476
167	266584.0062
168	266573.6142
169	266570.2994
170	266566.1624
171	266559.7396
172	266553.3245
173	266547.274
174	266543.4215
175	266535.1984
176	266529.0392
177	266520.2816
178	266516.8161
179	266513.5325
180	266507.922
181	266498.9728
182	266489.6967
183	266485.6572
184	266481.8872
185	266479.6787
186	266472.8031
187	266466.8021
188	266458.7189
189	266454.9971
190	266448.0713
191	266446.1133
192	266438.745
193	266436.6509
194	266430.1314
195	266428.1542
196	266426.2768
197	266421.1246
198	266416.3878
199	266414.6082
200	266408.3167
201	266400.0326
202	266398.4138
203	266392.2181
204	266390.6806
205	266386.9145
206	266385.571
207	266381.6431
208	266374.7449
209	266369.2188
210	266365.815
211	266364.7128
212	266357.4986
213	266354.3349
214	266351.3325
215	266345.3902
216	266342.5385
217	266336.6461
218	266332.1185
219	266326.2638
220	266319.6874
221	266315.5023
222	266310.9886
223	266306.2233
224	266301.3875
225	266296.9853
226	266296.0156
227	266291.9451
228	266291.0251
229	266290.1522
230	266284.9237
231	266284.1175
232	266280.3176
233	266279.5529
234	266274.799
235	266271.4639
236	266268.1309
237	266264.6996
238	266260.8088
239	266257.3947
240	266254.0979
241	266250.6992
242	266249.8152
243	266249.1266
244	266248.4734
245	266247.8537
246	266244.4567
247	266243.8705
248	266243.3142
249	266239.1071
250	266236.1279
251	266235.5979
252	266233.5155
253	266231.5505
254	266228.6486
255	266225.4986
256	266222.0819
257	266218.7255
258	266215.5985
259	266212.6509
260	266210.4038
261	266207.7867
262	266205.2737
263	266203.8275
264	266201.0904
265	266199.3669
266	266196.8384
267	266193.6622
268	266190.5564
269	266187.9155
270	266185.428
271	266183.8282
272	266181.6307
273	266181.208
274	266180.7296
275	266177.8919
276	266177.511
277	266176.1076
278	266173.7961
279	266171.788
280	266169.2202
281	266168.0366
282	266166.1638
283	266164.6341
284	266162.4019
285	266160.3429
286	266157.9248
287	266156.8861
288	266154.6251
289	266152.9451
290	266151.1248
291	266148.4647
292	266146.4925
293	266146.1867
294	266145.8969
295	266145.6224
296	266144.4217
297	266144.162
298	266142.4424
299	266140.5525
300	266139.4257
301	266139.1799
302	266138.3056
303	266137.5451
304	266135.4239
305	266133.2384
306	266132.2421
307	266130.8953
308	266129.1671
309	266127.9151
310	266126.1482
311	266124.6788
312	266122.996
313	266122.2913
314	266120.5074
315	266118.3429
316	266116.7764
317	266115.5289
318	266115.3247
319	266115.1309
320	266113.8034
321	266113.6198
322	266112.2874
323	266111.4996
324	266110.2885
325	266108.1443
326	266107.1599
327	266106.3206
328	266105.7148
329	266104.6151
330	266104.0458
331	266102.7759
332	266101.4894
333	266101.2309
334	266100.2834
335	266099.7523
336	266099.2498
337	266098.2634
338	266096.9405
339	266095.7097
340	266094.5349
341	266093.3449
342	266092.3519
343	266091.8976
344	266091.0403
345	266089.7729
346	266089.2998
347	266088.7669
348	266087.5375
349	266086.7079
350	266085.8155
351	266085.3882
352	266084.986
353	266084.607
354	266083.5002
355	266081.9976
356	266081.0797
357	266080.6976
358	266079.6613
359	266078.7357
360	266077.5603
361	266076.427
362	266076.0643
363	266075.2264
364	266074.754
365	266074.2525
366	266073.9465
367	266073.1556
368	266072.2432
369	266071.3613
370	266071.0105
371	266069.9251
372	266069.5941
373	266068.7846
374	266068.4671
375	266067.8549
376	266067.2126
377	266066.4144
378	266065.9995
379	266065.8879
380	266065.1463
381	266065.0403
382	266064.7536
383	266064.6532
384	266063.9189
385	266063.5431
386	266063.4461
387	266062.5964
388	266061.6706
389	266060.9761
390	266060.8967
391	266059.9836
392	266059.3667
393	266059.2913
394	266058.328
395	266057.9298
396	266057.4823
397	266057.3985
398	266056.5075
399	266056.4396
400	266055.8648
401	266055.5662
402	266054.8907
403	266054.386
404	266053.926
405	266053.449
406	266052.9551
407	266052.2285
408	266051.7423
409	266050.9627
410	266050.5229
411	266050.4583
412	266050.0766
413	266050.0154
414	266049.9451
415	266049.3214
416	266048.658
417	266048.257
418	266048.0447
419	266047.8014
420	266047.272
421	266046.5053
422	266046.1258
423	266045.7613
424	266045.1392
425	266044.386
426	266043.9489
427	266043.7559
428	266043.5053
429	266043.3236
430	266042.9177
431	266042.2871
432	266042.0731
433	266041.7652
434	266041.7183
435	266041.3331
436	266041.1737
437	266040.7214
438	266040.2477
439	266039.9354
440	266039.789
441	266039.3237
442	266038.965
443	266038.3015
444	266038.1656
445	266037.6194
446	266037.0532
447	266036.9246
448	266036.545
449	266036.3798
450	266036.0454
451	266035.736
452	266035.1919
453	266035.0696
454	266034.9527
455	266034.5052
456	266034.359
457	266033.9791
458	266033.5898
459	266033.1694
460	266032.7427
461	266032.2606
462	266031.8066
463	266031.2987
464	266030.8424
465	266030.7358
466	266030.3
467	266029.9358
468	266029.6122
469	266029.2191
470	266028.8153
471	266028.596
472	266028.4984
473	266028.2285
474	266027.8841
475	266027.7895
476	266027.4846
477	266027.2681
478	266026.8266
479	266026.5917
480	266026.2932
481	266026.0149
482	266025.9014
483	266025.8187
484	266025.5883
485	266025.2587
486	266024.7564
487	266024.4095
488	266024.2503
489	266023.8399
490	266023.555
491	266023.2444
492	266022.8883
493	266022.5443
494	266022.4272
495	266022.1872
496	266021.9033
497	266021.4602
498	266021.2565
499	266020.7947
500	266020.6572
501	266020.5819
502	266020.4895
503	266020.1973
504	266019.8809
505	266019.6235
506	266019.3511
507	266019.0534
508	266018.8354
509	266018.6409
510	266018.4138
511	266018.1694
512	266017.92
513	266017.6369
514	266017.4222
515	266017.265
516	266017.1015
517	266016.8382
518	266016.528
519	266016.3749
520	266016.1759
521	266016.1077
522	266015.8736
523	266015.8113
524	266015.7303
525	266015.6251
526	266015.3886
527	266015.1396
528	266014.8927
529	266014.6317
530	266014.4837
531	266014.4292
532	266014.1469
533	266014.0051
534	266013.9357
535	266013.9163
536	266013.7425
537	266013.6635
538	266013.5156
539	266013.34
540	266013.054
541	266012.8606
542	266012.5885
543	266012.4533
544	266012.2488
545	266012.0364
546	266011.9702
547	266011.815
548	266011.5807
549	266011.4425
550	266011.3968
551	266011.354
552	266011.1082
553	266010.9507
554	266010.7673
555	266010.7469
556	266010.6105
557	266010.3866
558	266010.1609
559	266010.0817
560	266009.9068
561	266009.7935
562	266009.6263
563	266009.318
564	266009.1453
565	266008.9768
566	266008.8218
567	266008.715
568	266008.6573
569	266008.4978
570	266008.4432
571	266008.3069
572	266008.2657
573	266008.0827
574	266007.8572
575	266007.7473
576	266007.5674
577	266007.4703
578	266007.434
579	266007.3476
580	266007.1868
581	266007.043
582	266007.009
583	266006.8793
584	266006.7123
585	266006.6804
586	266006.5355
587	266006.3765
588	266006.3584
589	266006.2233
590	266006.0974
591	266006.0679
592	266005.9376
593	266005.7705
594	266005.6487
595	266005.5027
596	266005.3313
597	266005.1548
598	266004.9646
599	266004.8612
600	266004.8024
601	266004.7509
602	266004.5947
603	266004.4996
604	266004.4369
605	266004.3159
606	266004.3005
607	266004.2079
608	266004.0745
609	266003.9184
610	266003.904
611	266003.8768
612	266003.804
613	266003.6725
614	266003.557
615	266003.3698
616	266003.2509
617	266003.1001
618	266003.0262
619	266002.9572
620	266002.8997
621	266002.7594
622	266002.5509
623	266002.4424
624	266002.3348
625	266002.2169
626	266002.0525
627	266002.01
628	266001.9449
629	266001.873
630	266001.7044
631	266001.5763
632	266001.472
633	266001.4117
634	266001.2949
635	266001.2241
636	266001.1711
637	266001.0823
638	266000.9916
639	266000.8861
640	266000.856
641	266000.8276
642	266000.6734
643	266000.5511
644	266000.4554
645	266000.4285
646	266000.354
647	266000.2853
648	266000.2599
649	266000.2056
650	266000.1772
651	266000.1028
652	266000.0404
653	265999.94
654	265999.8332
655	265999.6985
656	265999.5858
657	265999.4661
658	265999.3912
659	265999.3141
660	265999.2177
661	265999.1102
662	265999.0202
663	265998.8812
664	265998.8652
665	265998.7876
666	265998.77
667	265998.6912
668	265998.6712
669	265998.5967
670	265998.5172
671	265998.4857
672	265998.4113
673	265998.3222
674	265998.1989
675	265998.092
676	265998.0405
677	265997.9733
678	265997.8828
679	265997.8022
680	265997.7134
681	265997.6468
682	265997.6319
683	265997.5597
684	265997.5434
685	265997.4639
686	265997.4
687	265997.3074
688	265997.2125
689	265997.1227
690	265997.0605
691	265997.0472
692	265996.958
693	265996.8983
694	265996.784
695	265996.7697
696	265996.7078
697	265996.6177
698	265996.6049
699	265996.523
700	265996.4197
701	265996.3416
702	265996.3184
703	265996.2602
704	265996.1781
705	265996.1523
706	265996.1039
707	265996.0722
708	265995.9943
709	265995.9561
710	265995.8698
711	265995.7929
712	265995.6901
713	265995.6414
714	265995.6036
715	265995.5069
716	265995.4863
717	265995.4724
718	265995.3875
719	265995.3158
720	265995.2442
721	265995.2343
722	265995.2055
723	265995.1485
724	265995.099
725	265995.0338
726	265994.9391
727	265994.8898
728	265994.8614
729	265994.8462
730	265994.7719
731	265994.6866
732	265994.6152
733	265994.5449
734	265994.5188
735	265994.4961
736	265994.4386
737	265994.3995
738	265994.3344
739	265994.2838
740	265994.223
741	265994.1669
742	265994.1158
743	265994.0514
744	265994.0049
745	265993.9454
746	265993.9124
747	265993.8837
748	265993.8321
749	265993.7771
750	265993.7247
751	265993.6969
752	265993.6117
753	265993.5593
754	265993.5035
755	265993.47
756	265993.4032
757	265993.3627
758	265993.3037
759	265993.2672
760	265993.2572
761	265993.2164
762	265993.1571
763	265993.1288
764	265993.0848
765	265992.9923
766	265992.9455
767	265992.9108
768	265992.8484
769	265992.8162
770	265992.7986
771	265992.7505
772	265992.6713
773	265992.6378
774	265992.5831
775	265992.5677
776	265992.5585
777	265992.5323
778	265992.4867
779	265992.4451
780	265992.4128
781	265992.3338
782	265992.262
783	265992.2185
784	265992.1773
785	265992.1471
786	265992.0863
787	265992.0438
788	265991.988
789	265991.9714
790	265991.8969
791	265991.849
792	265991.7829
793	265991.7249
794	265991.697
795	265991.636
796	265991.589
797	265991.5556
798	265991.5227
799	265991.472
800	265991.4304
801	265991.375
802	265991.3336
803	265991.2694
804	265991.25
805	265991.1934
806	265991.1579
807	265991.1114
808	265991.0627
809	265991.0551
810	265991.0269
811	265990.9905
812	265990.9804
813	265990.9562
814	265990.9326
815	265990.9008
816	265990.8838
817	265990.8616
818	265990.8261
819	265990.7724
820	265990.7293
821	265990.69
822	265990.6525
823	265990.5943
824	265990.5444
825	265990.489
826	265990.4635
827	265990.4283
828	265990.391
829	265990.3428
830	265990.3194
831	265990.2962
832	265990.2676
833	265990.2247
834	265990.1938
835	265990.1414
836	265990.1135
837	265990.0783
838	265990.0121
839	265989.9639
840	265989.9597
841	265989.9266
842	265989.9001
843	265989.8598
844	265989.8151
845	265989.7836
846	265989.7396
847	265989.7233
848	265989.7186
849	265989.6896
850	265989.683
851	265989.6485
852	265989.6207
853	265989.59
854	265989.5577
855	265989.5198
856	265989.4771
857	265989.4326
858	265989.3937
859	265989.3554
860	265989.3236
861	265989.2885
862	265989.2567
863	265989.2325
864	265989.205
865	265989.1749
866	265989.1409
867	265989.135
868	265989.1062
869	265989.0816
870	265989.0776
871	265989.0435
872	265989.0046
873	265988.9709
874	265988.964
875	265988.9178
876	265988.8696
877	265988.8393
878	265988.8091
879	265988.8039
880	265988.7869
881	265988.7572
882	265988.7264
883	265988.6908
884	265988.6615
885	265988.637
886	265988.6099
887	265988.5781
888	265988.5693
889	265988.5453
890	265988.5223
891	265988.5
892	265988.4875
893	265988.483
894	265988.4467
895	265988.4323
896	265988.4047
897	265988.3917
898	265988.3755
899	265988.36
900	265988.3447
901	265988.3161
902	265988.2929
903	265988.2691
904	265988.2418
905	265988.2033
906	265988.1805
907	265988.1502
908	265988.1344
909	265988.1154
910	265988.0936
911	265988.0556
912	265988.0263
913	265988.0124
914	265987.9934
915	265987.9765
916	265987.9545
917	265987.9162
918	265987.8996
919	265987.8793
920	265987.8633
921	265987.8492
922	265987.8342
923	265987.832
924	265987.812
925	265987.8099
926	265987.7951
927	265987.7912
928	265987.7629
929	265987.7478
930	265987.7334
931	265987.7225
932	265987.694
933	265987.6682
934	265987.6377
935	265987.6175
936	265987.6009
937	265987.5871
938	265987.5648
939	265987.5514
940	265987.5258
941	265987.5079
942	265987.4861
943	265987.4685
944	265987.4528
945	265987.4466
946	265987.4366
947	265987.4248
948	265987.4019
949	265987.3935
950	265987.3718
951	265987.3335
952	265987.3128
953	265987.2907
954	265987.276
955	265987.2659
956	265987.253
957	265987.2515
958	265987.2287
959	265987.216
960	265987.208
961	265987.2051
962	265987.1988
963	265987.1938
964	265987.1783
965	265987.1519
966	265987.1494
967	265987.1339
968	265987.1107
969	265987.0997
970	265987.0879
971	265987.0731
972	265987.0548
973	265987.0417
974	265987.0156
975	265986.9986
976	265986.9684
977	265986.9549
978	265986.9342
979	265986.9215
980	265986.9039
981	265986.9009
982	265986.8975
983	265986.8949
984	265986.8853
985	265986.8776
986	265986.8607
987	265986.8454
988	265986.8221
989	265986.8094
990	265986.7869
991	265986.7855
992	265986.7655
993	265986.7512
994	265986.7396
995	265986.7386
996	265986.7149
997	265986.6991
998	265986.6839
999	265986.6614
