Exporter Name,Address,State,pin,2015,2016,2017,2018,2019,2020,2021,2022,2023,Taluk,District,Latitude,Longitude,Cluster,2024,2025,2026,2027,2028
ARANI EXPORTS,"Arani, Tamil Nadu, India",Tamil Nadu,682024,915,0,0,0,570,0,0,0,1394,Ernakulam,Ernakulam,10.01888763,76.3025345,0,1394,1394,1394,1394,1394
ASMA RUBBER PRODUCTS P. LTD.,"Plot No. 39-B, CSEZ, Kakkanad, Kochi, Kakkanad, Kerala 682037, India",Kerala,682037,3425,0,24994,45713,128215,243965,280246,393150,346467,Ernakulam,Ernakulam,9.997384706,76.34072476,0,346467,346467,346467,346467,346467
ASWIN ASSOCIATES,"XIII/831, Vikas Rd, Karuvelipady, Thoppumpady, Kochi, Kerala 682005, India",Kerala,682005,544968,926562,1789010,2492715,1925280,1535311,2346347,2176675,1451891,Kochi,Ernakulam,9.940253061,76.25960161,0,1451891,1451891,1451891,1451891,1451891
AYUR PANCHAKARMA EQUIPMENTS,"Velichappat, 3/217 B, Poickattussery, Chengamanad PO Ernakulam District Nedumbassery kurumaseri Road 589P+397, Aluva - Mala Rd, Kerala 683578, Aluva, Kerala 683585, India",Kerala,683578,1870,755,0,550,2460,500,5454,0,0,Paravur,Ernakulam,10.15519784,76.30713588,0,0,7.62E-11,0,0,0
BABY MARINE INTERNATIONAL,"Thoppumpady, W7M8+59J, Thoppumpady, Kochi, Kerala 682005, India",Kerala,682005,1327811,1285102,1793083,1438568,867302,579247,436163,384500,1422596,Kochi,Ernakulam,9.940253061,76.25960161,0,1422596,1422596,1422596,1422596,1422596
BAFNA ENTERPRISES,"V798+RQR, puthenthode, Kannamaly, Kochi, Kerala 682008, India",Kerala,682008,2015672,1150357,1137553,624548,1190291,1361656,1774016,1375171,1138612,Kochi,Ernakulam,9.869597658,76.26596289,0,1138612,1138612,1138612,1138612,1138612
BAKKHUS MERLOT INDUSTRIES,"D-47&48, Municipal Shopping Complex, AM Rd, Perumbavoor, Kerala 683542, India",Kerala,683542,20300,0,0,0,0,0,0,0,0,Kunnathunad,Ernakulam,10.11493741,76.47808056,0,0,6.77E-11,0,0,0
BASCO FOODS (INDIA )PVT. LTD ,"29Q2+WHJ, Edappally - Pukkattupady Rd, Kollamkudimugal, Kangarappady, Kochi, Kerala 682021, India",Kerala,682021,175252,242810,306980,92699,123910,114447,89410,244400,41550,Ernakulam,Ernakulam,10.02923377,76.33530454,0,41550,41550,41550,41550,41550
BASH-P INTERNATIONAL,"2947+MW7, Infopark Campus, Infopark, Kakkanad, Kerala 682030, India",Kerala,682030,56259,55934,0,0,16337,0,0,16064,30329,Ernakulam,Ernakulam,10.01507889,76.34669742,0,30329,30329,30329,30329,30329
BELL FOODS,"Pallichal Rd, Valummel, Kochi, Kerala 682005, India",Kerala,682005,1051564,2527796,2419963,2496982,793479,614300,1164049,1270138,1186474,Kochi,Ernakulam,9.940253061,76.25960161,0,1186474,1186474,1186474,1186474,1186474
BISMI TRADING COMPANY,"EEC Market, Market P.O, Vazhappily, Muvattupuzha, Kerala 686673, India",Kerala,686673,1117994,747151,341385,174100,142352,269231,402661,1435275,2254230,Muvattupuzha,Ernakulam,9.985828574,76.58100003,0,2254230,2254230,2254230,2254230,2254230
BLASTLINE  INDIA,"48/2510D4, 2nd Floor, Blastline Corporate Chamber,Pottakuzhi Elamakkakara (PO, Perandoor Rd, Mamangalam, Kaloor, Ernakulam, Kochi, Kerala 682026, India",Kerala,682026,41117,72252,102370,91046,85858,56970,97175,112473,148588,Ernakulam,Ernakulam,10.01621267,76.28882021,0,148588,148588,148588,148588,148588
BLUEMOUNTAIN EXPORTERS,"14/486, East, Pandikudy, Chullickal, Kochi, Kerala 682001, India",Kerala,682001,25219,22563,9274,14074,25750,20622,22977,0,0,Kochi,Ernakulam,9.961975513,76.24336774,0,0,0,0,0,0
CARRIS PIPES,"P.B. No.2, Koovappady P.O, Akanad, Kerala 683544, India",Kerala,683544,5188,3600,2400,2500,15041,2280,0,880,3800,Kunnathunad,Ernakulam,10.16667257,76.50774668,0,3800,3800,3800,3800,3800
CATHOLIC ART CENTRE,"Broadway, Church St, Marine Drive, Ernakulam, Kochi, Kerala 682031, India",Kerala,682031,400,0,0,0,0,0,0,0,0,Ernakulam,Ernakulam,9.99692354,76.27468644,0,0,8.69E-11,0,0,0
CHEMMEENS (REGD),"Chemmeens Junction,Karuvekipady, Kochi-682005, Karuvelipady, Kazhuthumuttu, Thoppumpady, Kochi, Kerala 682005, India",Kerala,682005,219608,185660,118000,0,0,0,0,0,0,Kochi,Ernakulam,9.940253061,76.25960161,0,0,1.73E-10,0,0,2.60E-11
CII GUARDIAN INTERNATIONAL LTD.,"16B, CSEZ, Kakkanad, Kerala 682037, India",Kerala,682037,171,0,0,0,0,0,0,0,0,Ernakulam,Ernakulam,9.997384706,76.34072476,0,0,8.71E-11,0,0,0
CLAIRON FILTERS,"Plot. No.41, 37, CSEZ, Kakkanad, Kochi, Kakkanad, Kerala 682037, India",Kerala,682037,65762,56866,108746,197692,205880,154556,212749,128149,90882,Ernakulam,Ernakulam,9.997384706,76.34072476,0,90882,90882,90882,90882,90882
COCHIN CADALAS P.LTD.,"Kochi, Kerala, India",Kerala,682024,11000,0,0,0,0,0,0,0,0,Ernakulam,Ernakulam,10.01888763,76.3025345,0,0,7.67E-11,0,0,0
COCHIN CONDIMENTS P.LTD.,"Kochi, Kerala, India",Kerala,682002,10892,0,0,0,0,0,0,0,0,Kochi,Ernakulam,9.957255233,76.25402237,0,0,7.68E-11,0,0,0
COCHIN DIES AND MOULDS,"Kochi, Kerala, India",Kerala,682002,11855,0,0,0,0,0,0,0,0,Kochi,Ernakulam,9.957255233,76.25402237,0,0,7.58E-11,0,0,0
COCHIN EXPORTS,"Federal Park, Vennala, Ernakulam, Kochi, Kerala 682028, India",Kerala,682028,11561,0,0,0,165,0,4501,5545,9218,Ernakulam,Ernakulam,9.99670085,76.32102778,0,9218,9218,9218,9218,9218
COCHIN EXPORTS  ,"Federal Park, Vennala, Ernakulam, Kochi, Kerala 682028, India",Kerala,682028,2469,0,0,0,0,0,0,0,0,Ernakulam,Ernakulam,9.99670085,76.32102778,0,0,8.49E-11,0,0,0
COCHIN MINERALS AND RUTILE LTD.,"Poorna Nagar Park,, 4952+GWW, Periyar Nagar, Aluva, Kerala 683101, India",Kerala,683101,42222680,41453954,43104694,37195286,41561818,42376693,36377472,42237733,32178282,Aluva,Ernakulam,10.09568078,76.36233782,0,32178282,32178282,32178282,32178282,32178282
COCHIN RECLAIM & RUBBER,"Kochi, Kerala, India",Kerala,682002,60000,57620,0,0,0,0,0,0,0,Kochi,Ernakulam,9.957255233,76.25402237,0,0,2.28E-11,0,0,1.46E-11
COCHIN RUBBER INDUSTRIES,"Kochi, Kerala, India",Kerala,682002,41466,38699,0,0,55744,0,0,125560,22502,Kochi,Ernakulam,9.957255233,76.25402237,0,22502,22502,22502,22502,22502
COCHIN SURFACTANTS P.LTD.,"PLOT no 63, Edayar, Kerala 683502, India",Kerala,683502,271800,265772,924712,818520,0,0,0,0,0,Paravur,Ernakulam,10.08769256,76.30506273,0,2.77E-09,1.83E-09,0,0,0
COCHIN TRADERS COCHIN,"20/46B, Near I.O.C Petrol Pump, Palluruthy Veli, Aroor - Thoppumpady Rd, Palluruthy, Kochi, Kerala 682006, India",Kerala,682006,64699,8000,8000,9000,45690,0,9072,0,0,Kochi,Ernakulam,9.917652552,76.27326456,0,0,0,0,0,0
COIMBATORE POTTERIES & REFRACTORIES,"Coimbatore, Tamil Nadu, India",Tamil Nadu,682024,77520,158245,99390,138945,144470,285928,262443,101606,137480,Ernakulam,Ernakulam,10.01888763,76.3025345,0,137480,137480,137480,137480,137480
COONOOR TEA ESTATES CO. LTD.,"Coonoor, Tamil Nadu, India",Tamil Nadu,682002,514266,507220,880344,126280,0,0,0,0,0,Kochi,Ernakulam,9.957255233,76.25402237,0,1.69E-09,2.47E-09,1.87E-09,0,0
COVEMA FILAMENTS LTD.,"14-B, CSEZ, Kakkanad, Kerala 682037, India",Kerala,682037,26463,16475,13328,18765,10894,30676,30586,0,0,Ernakulam,Ernakulam,9.997466838,76.34100994,0,0,0,0,0,0
CRAFT INDIA FOOTWEAR CALICUT,"Kozhikode, Kerala, India",Kerala,682024,3279,2852,0,6997,15458,0,0,6060,12439,Ernakulam,Ernakulam,10.01888763,76.3025345,0,12439,12439,12439,12439,12439
CRESCENT INTERNATIONAL TYRE TREADS,"9/22 HA IDA, Nalam Mile, ALUVA, Kerala 683112, India",Kerala,683112,4043,16713,0,0,12206,38434,11902,56260,15000,Kunnathunad,Ernakulam,10.08974094,76.39621829,0,15000,15000,15000,15000,15000
CROSSINGS INTERNATIONAL DISTRIBUTION,"682037, CSEZ, Kochi, Kakkanad, Kerala 682037, India",Kerala,682037,11290,25199,14925,36061,34054,24295,16140,9568,1143,Ernakulam,Ernakulam,9.997466838,76.34100994,0,1143,1143,1143,1143,1143
DEEPA AGENCIES,"39/1384 Four Star Buildings Chittoor Road Valanjambalam, Ernakulam South, Kochi, Kerala 682016, India",Kerala,682016,1479,1425,3353,14860,3074,8750,4154,0,11957,Ernakulam,Ernakulam,9.965396735,76.28713605,0,11957,11957,11957,11957,11957
DELSEA EXPORTS P.LTD.,"Nambiapuram, Palluruthy, Kochi, Kerala 682006, India",Kerala,682006,524217,405226,509137,512450,157724,0,258296,927125,1638148,Kochi,Ernakulam,9.917652552,76.27326456,0,1638148,1638148,1638148,1638148,1638148
DELTA PLYWOODS AND BOARDS,"Iringole Rd, PO, Perumbavoor, Kerala 683548, India",Kerala,683548,138000,168300,322200,89700,0,0,625160,3717350,745350,Perumbavoor,Ernakulam,10.1143171,76.49678308,0,745350,745350,745350,745350,745350
DYNAMIC TECHNO MEDICALS PVT. LTD.,"Kodikuthimala, Ashokapuram, Edathala, Aluva, Kerala 683101, India",Kerala,683101,253694,156720,181943,253151,270034,238205,297257,298590,398062,Aluva,Ernakulam,10.09568078,76.36233782,0,398062,398062,398062,398062,398062
EGATE INTERNATIONAL,"Lane 1, VRWA, near State Bank of India, Vyttila, Ernakulam, Kochi, Kerala 682019, India",Kerala,682019,305,0,0,0,0,0,0,0,0,Ernakulam,Ernakulam,9.96996996,76.31541059,0,0,8.70E-11,0,0,0
ENGINEERED  ELASTOMER SOLUTIONS CO.,"SDF 16A, IVth Floor, CSEZ, Kakkanad, Kochi, Kakkanad, Kerala 682037, India",Kerala,682037,19202,27920,45004,43823,20401,23206,56187,51285,16078,Ernakulam,Ernakulam,9.997466838,76.34100994,0,16078,16078,16078,16078,16078
ESCON CHEMICAL COMPANY,"423 A South vellarapilly, po, Kochi, Thekkumbhagom, Kerala 683580, India",Kerala,683580,7150,6850,0,0,0,0,0,0,0,Aluva,Ernakulam,10.13932176,76.40794164,0,0,7.96E-11,0,0,0
EVEREST WOOD INDUSTRIES,"Xix/318 Kanjirakkadu, Rayonpuram P.O, Perumbavoor Kochi- 683543, Kerala, Ernakulam, Perumbavoor, Kerala 683543, India",Kerala,683543,209148,1969098,2345382,891400,459250,182542,177286,514000,2318325,Kunnathunad,Ernakulam,10.12285941,76.48358803,0,2318325,2318325,2318325,2318325,2318325
EVERGREEN EXPORTS,"Willingdon Island, Kochi, Kerala 682003, India",Kerala,682003,380800,1116785,2735846,1901060,3155069,2089040,4144846,5595181,1209471,Kochi,Ernakulam,9.960447846,76.27093469,0,1209471,1209471,1209471,1209471,1209471
EXCEL LEATHERS,"Near KSEB, 68/1637A, Mariakutty John Rd, near Power House Road, Power House Junction, Kacheripady, Kochi, Kerala 682018, India",Kerala,682018,673,937,0,0,0,0,0,0,0,Ernakulam,Ernakulam,9.991596464,76.28133009,0,0,8.66E-11,0,0,0
F.G.TRADING COMPANY,"Room No:40/5476, First Floor,Ruquia Chamber, TD Rd, Padma Junction, Pullepady, Kochi, Kerala 682035, India",Kerala,682035,2100,0,0,0,0,0,0,0,0,Ernakulam,Ernakulam,9.979283159,76.28271734,0,0,8.53E-11,0,0,0
FAVOUR-ITA INTERNATIONAL,"Door No. XI/408, NH-66, Cheriakadavu, Kannamaly, Cheriakadavu, Kannamaly, Kochi, Kerala 682008, India",Kerala,682008,58345,36025,50676,68447,123635,187772,107659,64693,59190,Kochi,Ernakulam,9.869597658,76.26596289,0,59190,59190,59190,59190,59190
FCI OEN CONNECTORS LTD.,"29/2089 State Highway 15 Tripunithura, Road, Thykoodam, Vyttila, Kochi, Kerala 682019, India",Kerala,682019,200782,323444,242920,289828,224462,484592,1046776,892011,494142,Ernakulam,Ernakulam,9.96996996,76.31541059,0,494142,494142,494142,494142,494142
FILTROWIN INDUSTRIES,"1150c, Subhash Chandra Bose Rd, Jawahar Nagar, Elamkulam, Kochi, Kerala 682020, India",Kerala,682020,472618,658630,624573,837696,838857,622638,792204,780444,739328,Ernakulam,Ernakulam,9.968617363,76.30114695,0,739328,739328,739328,739328,739328
FINE ART EMPORIUM,"6/140, Synagogue Ln, Jew Town, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",Kerala,682002,48,0,0,0,0,225,0,0,0,Kochi,Ernakulam,9.957255233,76.25402237,0,0,8.71E-11,0,0,0
FIVE STAR OFFSET PRINTERS,"Press Kottadayil Building, Near North,, Lakeshore Hospital, Nettoor, Maradu, Kochi, Kerala 682040, India",Kerala,682040,925,950,1192,0,0,3000,0,0,0,Kanayannur,Ernakulam,9.923889512,76.31571828,0,0,8.71E-11,0,0,0
GEO SEAFOODS,"Pallichal Road, Valummel, Pallichal, Kochi, Kerala 682005, India",Kerala,682005,4423302,2951520,3717165,4108617,3337145,3093427,3093498,3323084,2923359,Kochi,Ernakulam,9.940253061,76.25960161,0,2923359,2923359,2923359,2923359,2923359
GLOBAL EXPORTERS,"2nd Floor,307/C6,KSIE Building Cochin InternationalContainer Freight Staton, Old Anavathil Jn ICTT Road, P.O, Udyogamandal, Kalamassery, Kochi, Kerala 683501, India",Kerala,683501,1188834,1496717,1106699,1132793,1400630,1781684,2283208,1598362,2379745,Ernakulam,Ernakulam,10.06539608,76.305478,0,2379745,2379745,2379745,2379745,2379745
GLOBEX GLOVES,"3F3J+62X, Vengola, Kerala 683556, India",Kerala,683556,5512,0,0,0,0,0,0,0,0,Kunnathunad,Ernakulam,10.08312596,76.47373216,0,0,8.20E-11,0,0,0
GOOD EARTH ORGANIC,"5CFP+MQ4, Enchackal Kavala, Kalady, Kerala 683574, India",Kerala,683574,49600,71150,143500,266012,124144,165696,183617,130362,96000,Aluva,Ernakulam,10.18281716,76.45845345,0,96000,96000,96000,96000,96000
GRANDMAS FOOD PRODUCTS,"Peringuzha, XJ52+MH5, Perumpalloor P.O., Peringuzha, Ernakulam, Muvattupuzha, Kerala 686673, India",Kerala,686673,818592,773251,1014785,850994,944196,1323558,806152,719376,1238894,Muvattupuzha,Ernakulam,9.985828574,76.58100003,0,1238894,1238894,1238894,1238894,1238894
GREEN METHOD ENGINEERING P.LTD.,"ATC Building, Moolepadam Nagar Road HMT Junction, Kalamassery, HMT Junction, Moolepadam Nagar, South Kalamassery, Kalamassery, Kochi, Kerala 683104, India",Kerala,683104,13750,3400,10295,7000,3900,2500,0,7750,1250,Kanayannur,Ernakulam,10.05754296,76.31917809,0,1250,1250,1250,1250,1250
GREEN VALLEY CONDIMENTS,"Aluva - Mala Rd, Ayroor, Attupuram, Kerala 683579, India",Kerala,683579,32590,0,0,11857,6854,17524,30094,109227,45093,Paravur,Ernakulam,10.18044539,76.31635012,0,45093,45093,45093,45093,45093
GREEN WORLD COIR EXPORTS,"1/335, Rose St, Fort Nagar, Fort Kochi, Kochi, Kerala 682001, India",Kerala,682001,1402100,1718000,988000,675330,676000,338000,259000,182000,0,Kochi,Ernakulam,9.961975513,76.24336774,0,1.27E-09,0,2.44E-09,2.93E-09,7.87E-10
GREENLEAF EXTRACTIONS PVT LTD,"Plot No: 15, KINFRA HI-TECH Park, Opp Co-operative Medical College, P.O, HMT Colony, North Kalamassery, Kalamassery, Kochi, Kerala 683503, India",Kerala,683503,73243,129849,145582,187943,235841,271274,248924,201267,319738,Kanayannur,Ernakulam,10.05828796,76.33715315,0,319738,319738,319738,319738,319738
HANDICRAFTS DEVE. CORPN. OF KERALA LTD.,"Kerala, India",Kerala,682002,255,107,90,343,450,411,0,0,355,Kochi,Ernakulam,9.957255233,76.25402237,0,355,355,355,355,355
HERBAL ISOLATES P. LTD.,"XCVM+QPG, Aikaranad North, Kerala 682310, India",Kerala,682310,1362951,1440981,1693404,1331492,1435757,1467381,1663826,1537188,1815017,Kunnathunad,Ernakulam,9.98790642,76.43015296,0,1815017,1815017,1815017,1815017,1815017
HOLMARC OPTO-MECHATRONICS PVT LTD,"B.7, HMT Rd, Industrial Estate, P.O, Kalamassery, Kochi, Kerala 683503, India",Kerala,683503,2808,3167,1348,3043,1140,0,3167,2732,2388,Kanayannur,Ernakulam,10.05828796,76.33715315,0,2388,2388,2388,2388,2388
INDIAN MARINE INDUSTRIES,"W779+J78, Nambiapuram Rd, Palluruthy, Kochi, Kerala 682006, India",Kerala,682006,6308500,6123040,7013052,9421110,4616990,2889470,3339626,2137854,3617350,Kochi,Ernakulam,9.917652552,76.27326456,0,3617350,3617350,3617350,3617350,3617350
INFRA ELEVATORS INDIA,"35/2265A, Infra House, BC Lane, Church Rd, Pallinada, Palarivattom, Kochi, Kerala 682025, India",Kerala,682025,13068,4853,4328,3842,215,500,1406,6399,4842,Ernakulam,Ernakulam,10.00037267,76.30783643,0,4842,4842,4842,4842,4842
INNO MOTION TECHNOLOGIES,"XVI/235, Choornikkara, Aluva, Kerala 683106, India",Kerala,683106,63308,56866,7702,16212,62461,87984,52318,96517,83799,Aluva,Ernakulam,10.08034449,76.34267442,0,83799,83799,83799,83799,83799
INTERCON WOOD INDUSTRIES,"Kanjirakkad, Perumbavoor, Kerala 683543, India",Kerala,683543,2887719,1544696,169110,0,0,0,0,481500,159500,Kunnathunad,Ernakulam,10.12285941,76.48358803,0,159500,159500,159500,159500,159500
K.K.R.AGRO MILLS P.LTD.,"10°08'13. 76°27'43.0""E, 3rd Cross Road, Vallom, Ezhattumugham, Chelamattom part, Kerala 683550, India",Kerala,683550,8635429,9888431,9083661,9597018,6839727,6335090,4600863,883185,888760,Kunnathunad,Ernakulam,10.1564586,76.44930727,0,888760,888760,888760,888760,888760
K.K.R.FOOD PRODUCTS,"5F22+6XR, opposite Reliance Petrol Pump, P.O, Okkal, Kalady, Ernakulam, Kerala 683550, India",Kerala,683550,564102,180933,0,69465,12900,0,0,0,0,Kunnathunad,Ernakulam,10.1564586,76.44930727,0,0,0,0,0,2.44E-10
KAIRALI GRANITES,"National Highway Bye Pass, Kannadi Kadu Service Rd, Adjacent to Hotel Wyte Fort, Jaya Nagar, Maradu, Kochi, Kerala 682304, India",Kerala,682304,91500,0,0,0,0,0,3512,0,0,Ernakulam,Ernakulam,9.938877707,76.32558968,0,0,0,0,0,0
KAISONS RUBBERS,"Kaipattoor, Mekalady, Kalady, Kerala 683574, India",Kerala,683574,2704046,3363651,2995149,2383377,2781048,2310279,3388887,2560743,2956370,Aluva,Ernakulam,10.18281716,76.45845345,0,2956370,2956370,2956370,2956370,2956370
KALATHIL EXPORTS&IMPORTS,"Door No. 39/1607, Maria Complex, Kannamthottathil Road, Valanjambalam, Eroor Rd, Kappattikavu, Eroor North, Eroor, Kochi, Kerala 682306, India",Kerala,682306,77705,0,0,0,0,0,0,0,0,Ernakulam,Ernakulam,9.968037123,76.33532464,0,0,1.21E-11,0,0,0
KAY CEE CORPORATION,"Basin Rd, Marine Drive, Ernakulam, Kochi, Kerala 682031, India",Kerala,682031,26000,0,0,0,0,0,5375,0,2649,Ernakulam,Ernakulam,9.99692354,76.27468644,0,2649,2649,2649,2649,2649
KAY KAY EXPORTS,"Chanthapallam, Cheriakadavu, Kannamaly, Kochi, Kerala 682008, India",Kerala,682008,1215732,954829,684578,1238760,1630071,1042113,1758820,1509776,1149296,Kochi,Ernakulam,9.869597658,76.26596289,0,1149296,1149296,1149296,1149296,1149296
KERALA CERAMICS LTD.,"Kerala, India",Kerala,682002,2000,0,0,0,0,0,0,0,0,Kochi,Ernakulam,9.957255233,76.25402237,0,0,8.54E-11,0,0,0
KERALA STATE CASHEW WORKERS APEX INDSTL.,"Kerala, India",Kerala,682002,229380,368772,165876,28874,32250,0,0,0,0,Kochi,Ernakulam,9.957255233,76.25402237,0,0,1.79E-10,2.97E-11,0,2.17E-10
KERALA SURGICAL EQUIPMENTS CO.,"28X9+FFJ, Salem-Ernakulam Highway, South Kalamassery, Kalamassery, Kochi, Kerala 682039, India",Kerala,682039,469,0,409,0,0,0,0,0,0,Ernakulam,Ernakulam,10.00464667,76.34727148,0,0,8.80E-11,0,0,0
KERALA VILLAGE CRAFTS,"Kerala, India",Kerala,682002,120,150,440,100,565,0,307,0,0,Kochi,Ernakulam,9.957255233,76.25402237,0,0,8.73E-11,0,0,0
KOCHI KICHEN EXPORTS,"ARWA-B-29, Vishwam Nagar, Palluruthy, Kochi, Kerala 682006, India",Kerala,682006,41307,8382,0,0,0,0,0,0,91745,Kochi,Ernakulam,9.917652552,76.27326456,0,91745,91745,91745,91745,91745
KODANDARAM ROLLER FLOUR MILLS PVT,"59M9+8X8, Angamaly South, Angamaly, Kerala 683573, India",Kerala,683573,366000,2131698,2208189,2501141,2982175,2086153,852645,0,0,Aluva,Ernakulam,10.18025557,76.38579883,0,1.05E-08,0,1.65E-09,1.10E-08,1.84E-09
KOHINOOR FLOORS P.LTD.,"No. 1/511-A, 47, Old NH17, Kundannoor, Maradu, Ernakulam, Kochi, Kerala 682304, India",Kerala,682304,1010,0,0,0,0,0,0,0,0,Ernakulam,Ernakulam,9.938877707,76.32558968,0,0,8.63E-11,0,0,0
KOTTACKAL AGRO FOODS,"mookkannoor, Angamaly, Mookkannoor, Kerala 683577, India",Kerala,683577,4200917,4479461,4863723,4750427,5183795,7112575,5603533,6150552,6254142,Aluva,Ernakulam,10.23616054,76.41592248,0,6254142,6254142,6254142,6254142,6254142
KURUWA ENTERPRISES,"18/24, Thoppumpady, Kochi, Kerala 682005, India",Kerala,682005,197584,149027,216662,127029,127900,230349,543061,262511,343751,Kochi,Ernakulam,9.940253061,76.25960161,0,343751,343751,343751,343751,343751
KUTTUKARAN TRADING VENTURES,"2853+PHQ Kuttukaran Centre, Mamangalam - Anchumana Temple Rd, Sonia Nagar, Edappally, Kochi, Kerala 682025, India",Kerala,682025,1483,1262,0,0,0,0,0,0,0,Ernakulam,Ernakulam,10.00037267,76.30783643,0,0,8.57E-11,0,0,0
LAWRENCE HANDICRAFTS,"Synagogue Ln, Jew Town, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",Kerala,682002,80,0,0,1000,0,0,0,0,220,Kochi,Ernakulam,9.957255233,76.25402237,0,220,220,220,220,220
LEETHA INDUSTRIES,"Industrial Estate, South Kalamassery, Kalamassery, Industrial Estate, South Kalamassery, Kalamassery, Kochi, Kerala 683104, India",Kerala,683104,727282,846077,1361733,1111449,1298902,493469,942586,1145643,462341,Kanayannur,Ernakulam,10.05754296,76.31917809,0,462341,462341,462341,462341,462341
LULU INTERNATIONAL SHOPPING MALL,"34/1000, Old NH 47, Edappally Junction, Nethaji Nagar, Edappally, Kochi, Kerala 682024, India",Kerala,682024,70940,32147,0,0,0,0,0,0,0,Ernakulam,Ernakulam,10.01888763,76.3025345,0,0,1.51E-11,0,0,0
M.S.TECH ENGINEERING INDUSTRIES,"Jaihind Nagar Rd, Meprathupady, Vengola, Kerala 683556, India",Kerala,683556,9080,1720,0,0,0,0,2351,0,0,Kunnathunad,Ernakulam,10.08312596,76.47373216,0,0,7.60E-11,0,0,0
M.V. JOSEPH & SONS,"Old Market Rd, Angamaly, Kerala 683572, India",Kerala,683572,545667,483971,177675,42055,13350,0,0,0,0,Paravur,Ernakulam,10.19338331,76.38335939,0,0,0,1.97E-10,0,3.65E-10
M.V.J. FOODS (INDIA) P. LTD.,"HB-07, Panampilly Nagar Ave, Main Avenue, Panampilly Nagar, Ernakulam, Kochi, Kerala 682036, India",Kerala,682036,262085,0,0,0,0,0,0,0,0,Ernakulam,Ernakulam,9.959980296,76.29498357,0,0,0,0,0,0
MALAYA RUB-TECH INDUSTRIES,"38J8+87Q, Edayar, Kerala 683502, India",Kerala,683502,231200,575987,954640,0,403200,1046640,0,21050,1391046,Paravur,Ernakulam,10.08769256,76.30506273,0,1391046,1391046,1391046,1391046,1391046
