Exporter Name,Address,State,pin,2015,2016,2017,2018,2019,2020,2021,2022,2023,Taluk,District,Latitude,Longitude,Cluster,2024,2025,2026,2027,2028
BROS INDIA GROUP,"J9C6+WCC, Kayippuram, Muhamma, Kerala 688525, India",Kerala,688525,269601,281284,162195,146602,113391,241360,348723,365227,325570,Cherthala,Alappuzha,9.619357623,76.35883995,0,325570,325570,325570,325570,325570
BUSTHAN AL WATHANIYA,"P9V4+QVH, Pallipuram, Kerala 688541, India",Kerala,688541,1034734,1111428,1105461,818131,488107,507506,487014,527820,201081,Cherthala,Alappuzha,9.742432095,76.36193387,0,201081,201081,201081,201081,201081
CAT COIR,"Coir park 1 Thiruvizha North Road, Post, Mayithara, Cherthala South, Kerala 688539, India",Kerala,688539,143863,0,0,0,0,0,0,0,0,Cherthala,Alappuzha,9.664282889,76.34121378,0,0,0,0,0,0
CHARANKATTU COIR MFG.CO.P.LTD.,"AS Road, J84M+GF5, Kanjikuzhy, Shertallay, Kerala 688524, India",Kerala,688524,891951,955612,1131406,1103900,1177853,945297,550028,520763,656219,Cherthala,Alappuzha,9.689101163,76.3328507,0,656219,656219,656219,656219,656219
CHERUKATTU INDUSTRIES,"V8C7+3QX Cherukattu Industries, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,4773530,3710012,4801189,3224544,1616900,1333679,1467950,758625,556020,Cherthla,Alappuzha,9.871729377,76.30438504,0,556020,556020,556020,556020,556020
CLASSIC COIR FACTORY,"IV/833, MSP, Valavanad, Pollethai, Alappuzha, Kerala 688522, India",Kerala,688522,1141146,1153699,2037420,1963471,2912157,1792341,4643823,1473757,1759857,Ambalapuzha,Alappuzha,9.572168203,76.32190507,0,1759857,1759857,1759857,1759857,1759857
COCHIN COSMOS FOODS LTD.,"Kochi, Kerala, India",Kerala,688524,131200,178220,64000,63000,122600,50000,103000,56125,75000,Cherthala,Alappuzha,9.689101163,76.3328507,0,75000,75000,75000,75000,75000
COCHIN FROZEN FOOD EXPORTS P. LTD.,"Kochi, Kerala, India",Kerala,688534,1459122,1655089,2573128,2995866,1846186,1520098,825194,322699,49492,Cherthla,Alappuzha,9.871729377,76.30438504,0,49492,49492,49492,49492,49492
COCO  FIBRE TEX,"G83H+F9Q, Aarattuvazhi, Kanjiramchira, Aryad South, Alappuzha, Kerala 688007, India",Kerala,688007,2935736,3410310,3501333,3392388,4147347,2929253,5330246,3877303,5084111,Ambalapuzh A,Alappuzha,9.510326071,76.32687786,0,5084111,5084111,5084111,5084111,5084111
COIR FLEX,"Building No.X11, Pattanakkad, Cherthala, Pattanakkad, Kerala 688531, India",Kerala,688531,734777,748190,851413,730777,749965,770176,1124961,842077,787539,Cherthala,Alappuzha,9.725622914,76.31563822,0,787539,787539,787539,787539,787539
COIR FLOOR FURNISHING CO.,"Kalyan Villa, Vellakinar Rd, Vellakkinar, Alappuzha, Kerala 688001, India",Kerala,688001,9908,6800,12800,7489,6107,0,9100,3506,6158,Ambalapuzha,Alappuzha,9.496383919,76.33209265,0,6158,6158,6158,6158,6158
COIR MATES INDIA,"TP-12/498K, Varanad PO, Cherthala, Pin: 688539, Alappuzha, Cherthala, Kerala 688524, India",Kerala,688539,128449,132356,137397,203908,213406,187355,175846,191626,116995,Cherthala,Alappuzha,9.664282889,76.34121378,0,116995,116995,116995,116995,116995
COMET EXPORTS,"J88R+699, Kanjikuzhy, Kanjikkuzhi, Kerala 688525, India",Kerala,688525,668449,390157,305216,362471,268197,228331,320840,229223,217167,Cherthala,Alappuzha,9.619357623,76.35883995,0,217167,217167,217167,217167,217167
D.C. MILLS,"Valavanadu, Kalavoor P.O., Kanjikuzhy, Ward 1, Alappuzha, Kerala 688522, India",Kerala,688522,327255,206232,105008,50151,29687,43837,0,0,0,Ambalapuzha,Alappuzha,9.572168203,76.32190507,0,0,0,0,0,4.50E-11
DREAMS EXPORTS,"7G3C+5GX, Thattarambalam, Mavelikara, Kannamangalam North, Kerala 690103, India",Kerala,690103,63634,0,0,20661,0,8240,6425,0,15636,Mavelikkara,Alappuzha,9.250708,76.51850396,0,15636,15636,15636,15636,15636
EASTERN RUG MILLS,"CCSB Rd, Civil Station Ward, Alappuzha, Kerala 688001, India",Kerala,688001,139500,189521,122600,97521,125718,72676,158641,58391,47641,Ambalapuzha,Alappuzha,9.496383919,76.33209265,0,47641,47641,47641,47641,47641
FEBIN MARINE FOODS,"Eramalloor,, Chandiroor, Alappuzha, Kerala 688537, India",Kerala,688537,1025711,1191635,1975858,2177302,1603077,1925676,1713297,1968917,1931880,Cherthala,Alappuzha,9.82172572,76.30522974,0,1931880,1931880,1931880,1931880,1931880
FIBER WONDERS,"M899+27Q Perumpara Juction, Po, Kuruppan Kulangara, Cherthala, Cherthala South, Kerala 688539, India",Kerala,688539,607660,631654,640570,1145128,1222181,1291428,1088561,940280,1466591,Cherthala,Alappuzha,9.664282889,76.34121378,0,1466591,1466591,1466591,1466591,1466591
FIBRE WORLD,"S.N.V. Road, Kannadikavala, Aryakara, Muhamma, Kerala 688525, India",Kerala,688525,5319908,5890454,6303410,6034021,7056345,5459040,7295257,8110817,8914568,Cherthala,Alappuzha,9.619357623,76.35883995,0,8914568,8914568,8914568,8914568,8914568
FOAM MATTINGS INDIA LTD.,"beach, Civil Station Ward, Alappuzha, Kerala 688012, India",Kerala,688012,21414,45613,7571,0,7497,0,8161,0,0,Ambalapuzha,Alappuzha,9.490780479,76.32486257,0,0,6.72E-11,0,0,0
FOODCO DELICASIES INDIA P.LTD.,"R8MQ+C3G, Cherthala - Arookutty Rd, Panavally, Kerala 688526, India",Kerala,688526,886832,1146108,1041544,449007,116411,0,0,0,177573,Cherthala,Alappuzha,9.806103367,76.35243925,0,177573,177573,177573,177573,177573
FRIENDS MARINE INDUSTRIES,"R8C3+Q4R Between konkery bridge and Railway cross, Vattathara, Ezhupunna, Kerala 688537, India",Kerala,688537,356920,325700,421164,368550,250700,160372,621494,733560,511870,Cherthala,Alappuzha,9.82172572,76.30522974,0,511870,511870,511870,511870,511870
G.K.S BUSINESS ASSOCIATES,"GKS COMPLEX, 4/450 , AROOKUTTY FERRY ROAD , AROOR 688534, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,2079372,1709738,1532460,1493552,1720703,4568320,3250417,3518061,2290801,Cherthla,Alappuzha,9.871729377,76.30438504,0,2290801,2290801,2290801,2290801,2290801
GRAND MARINE FOODS,"II/750A, Industrial Development Area, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,2555566,3384406,4562248,3752211,3049601,2050189,2992720,2872575,2119800,Cherthla,Alappuzha,9.871729377,76.30438504,0,2119800,2119800,2119800,2119800,2119800
HIC-ABF SPECIAL FOODS P.LTD.,"Project Colony Road, Industrial Development Area, Aroor, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,649689,511180,777811,795113,1079221,537258,416524,865475,1156318,Cherthla,Alappuzha,9.871729377,76.30438504,0,1156318,1156318,1156318,1156318,1156318
HIGH SEAS EXIM,"National Highway 47, Chandiroor, Kerala 688535, India",Kerala,688535,1912818,1509293,2075214,2523085,1897481,1779017,1269460,1267645,802583,Cherthala,Alappuzha,9.8564922,76.32294532,0,802583,802583,802583,802583,802583
INTEGRATED RUBIAN EXPORTS LTD.,"V8P2+375, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,554490,93270,21934,0,0,0,0,0,0,Cherthla,Alappuzha,9.871729377,76.30438504,0,0,0,0,0,7.41E-11
J.B.C. INTERNATIONAL,"SN Junction , Kayal Road Muhamma, J988+P9V, Post, Aryakara, Alappuzha, Muhamma, Kerala 688525, India",Kerala,688525,147911,217221,223286,411215,603350,563298,692253,1006174,998514,Cherthala,Alappuzha,9.619357623,76.35883995,0,998514,998514,998514,998514,998514
JANATHA POLYMERS,"6HWM+972, Kochalummoodu, Vettiyar, Mavelikara, Kerala 690108, India",Kerala,690108,34655,2050,51549,18,315,367,47112,48237,2850,Mavelikkara,Alappuzha,9.249809575,76.57720714,0,2850,2850,2850,2850,2850
JANSONS BALERS,"F8PQ+R47, Municipal Stadium Ward, Vellakkinar, Alappuzha, Kerala 688011, India",Kerala,688011,1823229,1616034,1505947,1353415,1006784,1035027,1139326,1202181,1163916,Ambalapuzha,Alappuzha,9.494271705,76.34375953,0,1163916,1163916,1163916,1163916,1163916
JAYAKRISHNA COIRS,"Kalavamkodam Post Office, Thankey Jn. - Saktheeshwaram, Alappuzha, Kerala 688524, India",Kerala,688524,41500,47472,0,12224,15031,62795,197411,219496,316618,Cherthala,Alappuzha,9.689101163,76.3328507,0,316618,316618,316618,316618,316618
JAYASREE COIR MILLS,"Thanneermukkom Alleppey, Verungumchuvad, Cherthala, Thanneermukkom, Kerala 688527, India",Kerala,688527,33430,122287,93955,132669,323700,466774,195372,183061,85578,Cherthala,Alappuzha,9.663949955,76.37130391,0,85578,85578,85578,85578,85578
JEMSONS STARCH AND DERIVATIVES ,"V7PW+VQF, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,46090,25000,18000,36000,54000,0,12058,0,0,Cherthla,Alappuzha,9.871729377,76.30438504,0,0,0,0,0,0
JR EXPORT INDUSTRIES,"CCSB Rd, Kodiveedu, Alappuzha, Kerala 688001, India",Kerala,688001,140718,154254,110080,257481,150239,71067,168270,67006,24094,Ambalapuzha,Alappuzha,9.496383919,76.33209265,0,24094,24094,24094,24094,24094
KALPAKA EXPORTS,"C942+67H, Neerkunnam, Vandanam, Kerala 688005, India",Kerala,688005,378399,294032,141736,67000,105148,0,0,0,0,Ambalappuzha,Alappuzha,9.40768399,76.35170703,0,0,0,0,0,1.25E-10
KALYAN SILKS TRICHUR P.LTD.,"Thrissur, Kerala, India",Kerala,688534,771,0,0,51544,37271,37548,80766,74978,73173,Cherthla,Alappuzha,9.871729377,76.30438504,0,73173,73173,73173,73173,73173
KEMTECH EXPORTS,"M8QW+X2C, Nedumbrakkad, Alleppey, Cherthala, Kerala 688524, India",Kerala,688524,65837,66154,178771,223551,287862,259480,350621,299515,153132,Cherthala,Alappuzha,9.689101163,76.3328507,0,153132,153132,153132,153132,153132
KERA PALM CREATIONS,"Poonthope Ward, Rahul Nivas, Kommady, Alappuzha, Aryad South, Kerala 688006, India",Kerala,688006,80611,70680,60460,64450,75895,48361,82390,70385,79722,Ambalapuzha,Alappuzha,9.525584704,76.33896854,0,79722,79722,79722,79722,79722
KERALA AGRO MACHINERY CORPN. LTD.,"Kerala, India",Kerala,688524,44100,0,38000,6000,41480,41550,32590,0,0,Cherthala,Alappuzha,9.689101163,76.3328507,0,0,3.17E-11,0,0,0
KERALA BALERS LTD.,"G89H+M6C, Kommady, Kaichoondi, Alappuzha, Aryad South, Kerala 688008, India",Kerala,688008,4826055,4118452,4466996,5303235,4398811,4264842,4961695,3123138,3063591,Ambalapuzha,Alappuzha,9.521471733,76.3244164,0,3063591,3063591,3063591,3063591,3063591
KERALA CARDAMOM PROCESSING & MKTG.CO.LTD,"Kerala, India",Kerala,688534,200000,64000,86250,73160,0,29920,129215,146541,115394,Cherthla,Alappuzha,9.871729377,76.30438504,0,115394,115394,115394,115394,115394
KERALA DINESH BEEDI WORKERS,"Kerala, India",Kerala,688534,7547,9075,6750,5102,9823,0,0,7591,5948,Cherthla,Alappuzha,9.871729377,76.30438504,0,5948,5948,5948,5948,5948
KERALA HOME FOOD STUFF EXPORT,"Kerala, India",Kerala,688534,627655,632635,392616,507897,306565,257160,180734,203756,222465,Cherthla,Alappuzha,9.871729377,76.30438504,0,222465,222465,222465,222465,222465
KERALA MINERALS & METALS LTD.,"Kerala, India",Kerala,688534,1596980,2807800,2747992,4154057,2578227,2621102,2615108,2328060,2061400,Cherthla,Alappuzha,9.871729377,76.30438504,0,2061400,2061400,2061400,2061400,2061400
KERALA RUBBER & RECLAIMS LTD.,"Kerala, India",Kerala,688524,28000,0,0,0,0,0,0,0,0,Cherthala,Alappuzha,9.689101163,76.3328507,0,0,6.02E-11,0,0,0
KERALA STATE CO-OP.RUBBER MKT.FED.LTD.,"Kerala, India",Kerala,688534,5664,0,0,0,0,0,0,0,0,Cherthla,Alappuzha,9.871729377,76.30438504,0,0,8.18E-11,0,0,0
KERALA STATE COIR CORPN.LTD.,"F8WJ+464, CCNB Rd, Market Ward, Alappuzha, Kerala 688001, India",Kerala,688001,226044,922870,865017,795278,977976,1665167,1847586,1725224,1034388,Ambalapuzha,Alappuzha,9.496383919,76.33209265,0,1034388,1034388,1034388,1034388,1034388
KOTTAKKAL AYUR THERAPIES P.LTD.,"Kottakkal, Kerala, India",Kerala,688534,25000,0,0,0,0,0,0,0,0,Cherthla,Alappuzha,9.871729377,76.30438504,0,0,6.31E-11,0,0,0
KUTHIATHODE COIR MATS&MATTING CO-OP.SOCIETY LTD.,"Kuthiathodu, Kodamthuruth, Kerala, India",Kerala,688534,18823,40511,61665,16000,0,0,0,0,0,Cherthla,Alappuzha,9.871729377,76.30438504,0,0,1.95E-10,0,0,0
KUTTANADU COIR&RUBBER PRODUCTS,"Kuttanad, Kuttanad Taluk, Kerala",Kerala,688534,272143,13258,66560,0,0,0,0,0,0,Cherthla,Alappuzha,9.871729377,76.30438504,0,0,2.14E-12,0,0,0
LORDS EXPORTS,"CMC-3/79H, Madakkan's Building, North of Manorama Junction, Cherthala, Velorvattom, Alappuzha, Cherthala, Kerala 688524, India",Kerala,688524,55510,99735,48342,34531,89081,139792,204358,59524,141719,Cherthala,Alappuzha,9.689101163,76.3328507,0,141719,141719,141719,141719,141719
MAK PLYWOOD INDUSTRIES PVT LTD,"QV5R+P72, Thalapady JHC, Kinya, Kerala 575023, India",Kerala,688524,36300,0,0,0,0,97,0,0,0,Cherthala,Alappuzha,9.689101163,76.3328507,0,0,5.21E-11,0,0,0
MAROTTIKKAL COIR WORKS,"Cherthala - Arookutty Rd, South, Poochakkal, Kerala 688526, India",Kerala,688526,186300,13250,0,0,21417,73059,207176,65824,139005,Cherthala,Alappuzha,9.806103367,76.35243925,0,139005,139005,139005,139005,139005
MATS N MORE,"IV/446A, Valavanadu, Pollathtai P.O, Kalavoor, Alappuzha, Kerala 688522, India",Kerala,688522,250043,490751,1355063,1392430,1641619,2478498,2502489,2863753,2786338,Ambalapuzha,Alappuzha,9.572168203,76.32190507,0,2786338,2786338,2786338,2786338,2786338
META CLASSICS FIBRES,"Varanam ,Puthanangadi, Krishnakripa, Cherthala, Kerala 688524, India",Kerala,688524,294145,296432,374551,439873,471038,622109,939326,440334,504008,Cherthala,Alappuzha,9.689101163,76.3328507,0,504008,504008,504008,504008,504008
N.C. JOHN & SONS LTD.,"G8RH+V3F, National Highway 47, Pathirappally, Poomkavu, Alappuzha, Kerala 688521, India",Kerala,688521,5192613,6579939,7004422,6250518,6322462,5981225,5508730,3632929,1206918,Ambalapuzha,Alappuzha,9.534986122,76.3284427,0,1206918,1206918,1206918,1206918,1206918
NATIONAL COIR MILLS,"near, Vazhicherry Rd, Vazhicherry Ward, Sea View Ward, Alappuzha, Kerala 688001, India",Kerala,688001,132695,107690,110303,129670,162079,97626,145191,106370,135162,Ambalapuzha,Alappuzha,9.496383919,76.33209265,0,135162,135162,135162,135162,135162
OCEAN WEALTH EXPORTS,"EP 9/92, 93, Lakshan Veedu Rd, Eramalloor, Ezhupunna, Kerala 688537, India",Kerala,688537,1035058,1586699,1525008,1844837,1304133,1017932,2086254,2370411,1687617,Cherthala,Alappuzha,9.82172572,76.30522974,0,1687617,1687617,1687617,1687617,1687617
P.K.GOVINDAN CO.,"A. S. Road, Kommady, Kaichoondi, Alappuzha, Aryad South, Kerala 688007, India",Kerala,688007,150,4090,123320,11550,12010,0,0,0,0,Ambalapuzh A,Alappuzha,9.510326071,76.32687786,0,0,3.83E-10,0,0,0
PALM FIBRE(INDIA)P.LTD.,"East of NH, Pathirappally, Aikyabharatham, Alappuzha, Kerala 688521, India",Kerala,688521,4703477,6271032,7122657,7212334,7033722,7886369,10828727,6948222,6436127,Ambalapuzha,Alappuzha,9.534986122,76.3284427,0,6436127,6436127,6436127,6436127,6436127
PARAYIL FOOD PRODUCTS P.LTD.,"Kochi,, V7PW+8X2, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,1052558,1653885,1957655,2134671,2846558,2186741,4507946,5303099,7220327,Cherthla,Alappuzha,9.871729377,76.30438504,0,7220327,7220327,7220327,7220327,7220327
POBJI EMPORIUM,"Valavanadu, P.O, Kalavoor, Alappuzha, Kerala 688522, India",Kerala,688522,1086007,1434545,1285699,1551734,1562623,1210061,1761393,1606980,1746482,Ambalapuzha,Alappuzha,9.572168203,76.32190507,0,1746482,1746482,1746482,1746482,1746482
POOPPALLY COIR MILLS,"AS Road, 688 007, Kommady, Thumpoly, Alappuzha, Aryad South, Kerala 688008, India",Kerala,688008,1363760,1292062,1080234,1632823,1551727,1717956,1795928,1847814,1699906,Ambalapuzha,Alappuzha,9.521471733,76.3244164,0,1699906,1699906,1699906,1699906,1699906
PREMIER EXPORTS INTERNATIONAL,"R8Q5+8HG, Salem - Kochi Hwy, Chandiroor, Kerala 688535, India",Kerala,688535,1413628,1513289,1470294,2172345,1716353,1044550,1314147,1157217,1292564,Cherthala,Alappuzha,9.8564922,76.32294532,0,1292564,1292564,1292564,1292564,1292564
PREMIER INNOVATIVE FOODS,"Pallipuram p.o, Pallippuram Thycattussery Road, Pallipuram, Kerala 688541, India",Kerala,688541,128000,89180,88944,0,0,0,0,0,0,Cherthala,Alappuzha,9.742432095,76.36193387,0,0,1.94E-10,0,0,0
PREMIER MARINE ENTERPRISES,"R8F4+6MQ, Rd, Neendakara, Eramalloor, Ezhupunna, Kerala 688537, India",Kerala,688537,206000,357500,322000,568300,155180,202489,513597,767808,470336,Cherthala,Alappuzha,9.82172572,76.30522974,0,470336,470336,470336,470336,470336
PREMIER MARINE FOODS,"Premier Marine Foods, V835+8C7, National Highway 47, Chandiroor, Kochi, Kerala 688535, India",Kerala,688535,3353830,3962064,4902574,3988860,4185712,3831341,4744141,4174005,4586459,Cherthala,Alappuzha,9.8564922,76.32294532,0,4586459,4586459,4586459,4586459,4586459
R.F. EXPORTS,"Eramalloor,, Chandiroor, Alappuzha, Kerala 688537, India",Kerala,688537,2071952,2653742,2549390,3401208,3306954,3614404,4385239,4046554,2562877,Cherthala,Alappuzha,9.82172572,76.30522974,0,2562877,2562877,2562877,2562877,2562877
R.S.A MARINES,"Old, NH road, Chandiroor, Cherthala, Kerala 688547, India",Kerala,688547,283158,1131940,2035158,1444591,998632,1188645,1152740,365500,363000,Cherthala,Alappuzha,9.765011083,76.36738138,0,363000,363000,363000,363000,363000
RAJ EXIM,"No: 3, Balaji Street Bypass Road, M.M.C.Colony, MGM Nagar, Avaniyapuram, Tamil Nadu 12, India",Tamil Nadu,688524,12126,12600,19200,0,199,0,0,9657,0,Cherthala,Alappuzha,9.689101163,76.3328507,0,0,1.31E-10,0,0,0
RAM BAHADUR THAKUR KERALA P. LTD.,"Kerala, India",Kerala,688534,825,0,0,0,0,0,0,0,0,Cherthla,Alappuzha,9.871729377,76.30438504,0,0,8.65E-11,0,0,0
RAM COIR MILLS,"271/CMC 5, Nedumprakkad, P85X+MC8, Cherthala, Kerala 688524, India",Kerala,688524,4763871,5457897,6629300,7195080,4168988,4509927,4977764,3216635,1922972,Cherthala,Alappuzha,9.689101163,76.3328507,0,1922972,1922972,1922972,1922972,1922972
RELISH CUSTOM FOOD,"Beach Road, Valanjavazhy, Kerala 688005, India",Kerala,688005,131534,0,79000,52000,55000,49516,90563,77574,28624,Ambalappuzha,Alappuzha,9.40768399,76.35170703,0,28624,28624,28624,28624,28624
ROYAL MARINE EXPORTS,"R8V5+M94, Chandiroor, Kerala 688535, India",Kerala,688535,19000,0,0,0,0,0,0,0,1143740,Cherthala,Alappuzha,9.8564922,76.32294532,0,1143740,1143740,1143740,1143740,1143740
RURAL COIR INDUSTRIES,"Mattathil Muhamma, Aryakara, Alappuzha, Muhamma, Kerala 688525, India",Kerala,688525,35768,11666,0,8364,27632,19917,21338,21412,17444,Cherthala,Alappuzha,9.619357623,76.35883995,0,17444,17444,17444,17444,17444
S.P.V.DESIGNS,"G8CJ+JX3, Thalavady, Thiruvilak, Vyasapuram, Alappuzha, Aryad South, Kerala 688008, India",Kerala,688008,160735,86007,115920,46371,46508,14535,33942,7502,51270,Ambalapuzha,Alappuzha,9.521471733,76.3244164,0,51270,51270,51270,51270,51270
SAMUDRA SHIPYARD P.LTD.,"Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,365,0,0,0,0,0,2712,0,0,Cherthla,Alappuzha,9.871729377,76.30438504,0,0,8.43E-11,0,0,0
SARK SPICE PRODUCTS P. LTD.,"Neelamperoor - Kavalam Rd, Kavalam, Eara, Kerala 686534, India",Kerala,686534,114360,65456,51212,15151,18517,0,0,0,0,Kuttanad,Alappuzha,9.499139,76.50628866,0,0,5.71E-11,0,0,0
SEASON COIR EXPORTS,"CHINGOLI, P.O,KARTHIKAPALLY, Haripad, Karthikapally, Kerala 690532, India",Kerala,690532,684500,864350,1381875,1856433,1203571,1912359,1759803,2883676,6377557,Karthikappally,Alappuzha,9.244080327,76.45276534,0,6377557,6377557,6377557,6377557,6377557
SILVER STAR SEAFOODS LTD.,"V834+2GJ, Chandiroor, Kerala 688535, India",Kerala,688535,54700,0,0,102300,0,0,0,0,0,Cherthala,Alappuzha,9.8564922,76.32294532,0,0,0,0,0,0
SOUTHERN COIR MILLS,"P.O. Cherthala, S.N.Puram, Cherthala, Kanjikkuzhi, Kerala 688582, India",Kerala,688582,54,885,2888,13509,1416,5071,3864,5201,2975,Cherthala,Alappuzha,9.632050252,76.31478024,0,2975,2975,2975,2975,2975
T.G.POLYMERS&COMPANY,"Aryakara, Muhamma, Kerala 688525, India",Kerala,688525,9900,0,3250,3425,4224,0,5100,0,11641,Cherthala,Alappuzha,9.619357623,76.35883995,0,11641,11641,11641,11641,11641
TAJ COIR MILLS,"Thalavady Rd, Thalavady, Aikyabharatham, Alappuzha, Aryad South, Kerala 688006, India",Kerala,688006,307766,829096,513278,586945,1078464,1153519,1955028,1424013,751116,Ambalapuzha,Alappuzha,9.525584704,76.33896854,0,751116,751116,751116,751116,751116
TAMILNADU NEWSPRINT & PAPERS LTD.,"Tamil Nadu, India",Tamil Nadu,688534,8636864,22539379,28722169,26076051,26198011,20965251,39244921,18055354,15740204,Cherthla,Alappuzha,9.871729377,76.30438504,0,15740204,15740204,15740204,15740204,15740204
TECHNO EXPORTS,"Pattanakad, P.O, Cherthala, Pattanakkad, Kerala 688531, India",Kerala,688531,3692047,5397167,4814087,5875746,5177574,4538721,4690267,1553437,3898220,Cherthala,Alappuzha,9.725622914,76.31563822,0,3898220,3898220,3898220,3898220,3898220
THAHIRA CHEMICALS,"V7QW+9J8, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,29840,213260,138990,153895,0,0,0,0,0,Cherthla,Alappuzha,9.871729377,76.30438504,0,0,6.28E-11,0,0,0
THREE STAR MARINE EXPORTS,"R8P3+PJM Aroor gram panchayat, Chandiroor, Kochi, Kerala 688534, India",Kerala,688534,574480,975208,607800,907605,772600,597462,1182754,2111904,1402964,Cherthla,Alappuzha,9.871729377,76.30438504,0,1402964,1402964,1402964,1402964,1402964
TRAVANCORE COCOTUFT P.LTD.,"Coir Park, Thiruvizha North Road, Mayithara, Cherthala, Cherthala South, Kerala 688539, India",Kerala,688539,6250051,5898398,7673256,8978701,8222807,7210501,9768512,7390829,6899830,Cherthala,Alappuzha,9.664282889,76.34121378,0,6899830,6899830,6899830,6899830,6899830
UNITED COIR FACTORIES,"A.S Road, Kommady, Alappuzha, Aryad South, Kerala 688007, India",Kerala,688007,2085608,2524282,2756071,3427047,3855425,3175198,5718530,4382075,5561369,Ambalapuzh A,Alappuzha,9.510326071,76.32687786,0,5561369,5561369,5561369,5561369,5561369
VASUNDHARALAYAM COIR WORKS,"P.O,Pin-688525, Muhamma, Kerala 688538, India",Kerala,688525,370131,270800,463908,282058,302362,554003,923747,735650,687269,Cherthala,Alappuzha,9.619357623,76.35883995,0,687269,687269,687269,687269,687269
WILTON WEAVERS P.LTD.,"Kalavamkodam, Cherthala, Cherthala, Kerala 688536, India",Kerala,688536,122162,166777,177341,142746,213570,252707,641619,798592,510438,Cherthala,Alappuzha,9.717896142,76.33624802,0,510438,510438,510438,510438,510438
