Exporter Name,Address,State,pin,2015,2016,2017,2018,2019,2020,2021,2022,2023,Taluk,District,Latitude,Longitude,Cluster,2024,2025,2026,2027,2028
ARBEE AQUATIC PROTEINS P.LTD.,"Aroor Industrial Estate, NH 47, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,0,293856,366500,1106750,421000,508090,987425,2916482,5469820,Cherthla,Alappuzha,9.871729377,76.30438504,0,5469820,5469820,5469820,5469820,5469820
BATHSHA MARINE EXPORTS,"Kochi,, V7MW+MJ2, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,0,299128,769527,1195144,1125376,224860,268200,151000,658500,Cherthla,Alappuzha,9.871729377,76.30438504,0,658500,658500,658500,658500,658500
COCHIN TRADING,"Kochi, Kerala, India",Kerala,688524,0,5240,1379,0,0,0,0,0,0,Cherthala,Alappuzha,9.689101163,76.3328507,0,0,9.05E-11,0,0,0
EZZED BAGS,"Duro flex, opp. Fire Station, Chungam, Alappuzha, Kerala 688011, India",Kerala,688011,0,21983,20050,20540,0,21399,0,0,0,Ambalapuzha,Alappuzha,9.494271705,76.34375953,0,0,7.57E-11,0,0,0
KERALA ELECTRICAL&ALLIED ENGG.CO.LTD.,"Kerala, India",Kerala,688524,0,13400,0,0,0,0,0,0,0,Cherthala,Alappuzha,9.689101163,76.3328507,0,0,8.58E-11,0,0,0
KOCHI IMPEX,"Kochi, Kerala, India",Kerala,688534,0,440,0,429,0,0,0,480,0,Cherthla,Alappuzha,9.871729377,76.30438504,0,0,8.66E-11,0,0,0
MEENAKSHI COIR WORKS,"Charamangalam Mayithara.P.O, Kanjikuzhy, Cherthala, Kerala 688539, India",Kerala,688539,0,46929,182793,157081,28800,0,0,0,0,Cherthala,Alappuzha,9.664282889,76.34121378,0,0,1.96E-10,0,0,0
MOON FISHERY (INDIA)P.LTD.,"Plant II/722/D,, Industrial Estate, Aroor, Aroor gram panchayat, Alleppey, Kochi, Kerala 688534, India",Kerala,688534,0,96824,299500,26000,0,0,0,0,0,Cherthla,Alappuzha,9.871729377,76.30438504,0,0,8.26E-10,2.70E-11,0,0
N.V.JOSEPH EXPORTS,"X ray junction, M8GR+FGG, Chakkarakulam, Cherthala, Kerala 688524, India",Kerala,688524,0,1002774,1660497,1103894,1428531,1455597,916298,1189983,855602,Cherthala,Alappuzha,9.689101163,76.3328507,0,855602,855602,855602,855602,855602
PROTECH ORGANO FOODS P. LTD.,"PLOT NO.19&20 KSIDC MAGA, INDUSTRIAL GROWTH CENTRE, Food Park Road, Pallipuram, Kerala 688541, India",Kerala,688541,0,135000,0,0,0,0,0,0,1729611,Cherthala,Alappuzha,9.742432095,76.36193387,0,1729611,1729611,1729611,1729611,1729611
SOFINE DECORS P.LTD.,"Industrial Estate, Mayithara, Cherthala, Alappuzha, J8XP+FGH, 11th Mile, Mayithara, Alappuzha, Cherthala South, Kerala 688536, India",Kerala,688536,0,37271,0,0,0,0,0,0,0,Cherthala,Alappuzha,9.717896142,76.33624802,0,0,8.32E-11,0,0,0
ALEXANDER COIR WORKS,"Chetticadu, Pathirappally, P O, Thumpoly, Alappuzha, Aryad South, Kerala 688521, India",Kerala,688521,0,0,14800,27300,9400,0,870,0,7700,Ambalapuzha,Alappuzha,9.534986122,76.3284427,0,7700,7700,7700,7700,7700
ASSA SEA FOODS,"Valanjavazhy, Ambalapuzha, Kerala 688005, India",Kerala,688005,0,0,93000,292000,17000,50280,159000,389500,26000,Ambalappuzha,Alappuzha,9.40768399,76.35170703,0,26000,26000,26000,26000,26000
COCO PLANETE,"Stadium 33/343, Vellakinar, Ward Rd, Vellakkinar, Alappuzha, Kerala 688001, India",Kerala,688001,0,0,143800,28975,0,0,0,0,975,Ambalapuzha,Alappuzha,9.496383919,76.33209265,0,975,975,975,975,975
GLOBAL EXIM INDIA P.LTD.,"Power House Rd, Cherthala, Kerala 688524, India",Kerala,688524,0,0,67350,54000,39075,197244,280727,121504,268209,Cherthala,Alappuzha,9.689101163,76.3328507,0,268209,268209,268209,268209,268209
GRAND PEARL EXPORTS,"Door No: 16/275, Aroor gram panchayat, Kochi, Kerala 688537, India",Kerala,688537,0,0,223400,750523,476233,160575,291010,179082,0,Cherthala,Alappuzha,9.82172572,76.30522974,0,1.03E-09,0,0,1.92E-10,0
JOECE ENTERPRISES,"KUNCHARATH, POOCHAKKAL P.O, Cherthala - Arookutty Rd, Poochakkal, Panavally, Kerala 688526, India",Kerala,688526,0,0,42484,101206,204831,331989,374958,219115,344717,Cherthala,Alappuzha,9.806103367,76.35243925,0,344717,344717,344717,344717,344717
KADAVIL CHEMICALS,"Kalarcode, Punnapra North, Alappuzha, Kerala 688003, India",Kerala,688003,0,0,72960,0,0,0,0,0,0,Ambalapuzha,Alappuzha,9.468575348,76.33827431,0,0,2.84E-10,0,0,0
PALLICKAL FOOD PRODUCTS,"Pallickal, Kerala, India",Kerala,688524,0,0,41380,0,0,0,0,0,0,Cherthala,Alappuzha,9.689101163,76.3328507,0,0,1.99E-10,0,0,0
SAANVI EXPORTS,"11/390A Vishakapuram, Mangalapuram, PO, Kanjikuzhy, Thamarachal, Muhamma, Kerala 688525, India",Kerala,688525,0,0,26370,250549,220789,85817,173515,220164,308198,Cherthala,Alappuzha,9.619357623,76.35883995,0,308198,308198,308198,308198,308198
SAINA EXPORTS,"P. H WARD, AS ROAD, Kommady, Alappuzha, Aryad South, Kerala 688001, India",Kerala,688001,0,0,45718,84429,182534,169426,117705,87131,177408,Ambalapuzha,Alappuzha,9.496383919,76.33209265,0,177408,177408,177408,177408,177408
ALCO ALUMINIUM PRODUCTS,"Chengannur, Kerala 689124, India",Kerala,689124,0,0,0,9224,0,0,0,0,0,Chengannur,Alappuzha,9.335987914,76.59384023,0,0,6.65E-11,0,0,0
AMALGAM FROZEN FOODS,"V7PX+W8H, Aroor - Thoppumpady Rd, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,0,0,0,11000,51572,64216,24582,269637,293948,Cherthla,Alappuzha,9.871729377,76.30438504,0,293948,293948,293948,293948,293948
ANNAPOORNESWARI EXIM P.LTD.,"Erakari Road Vayalar 7/528 A KALYANI, Vayalar, Kerala 688524, India",Kerala,688524,0,0,0,14592,54353,86571,89897,32113,35395,Cherthala,Alappuzha,9.689101163,76.3328507,0,35395,35395,35395,35395,35395
COIR DUST INC.,"PARSA'S, Building No 828A, PO, opp. Central Coir Research Institute, Kalavoor, Alappuzha, Kerala 688522, India",Kerala,688522,0,0,0,50130,0,0,0,0,0,Ambalapuzha,Alappuzha,9.572168203,76.32190507,0,0,0,0,0,0
DIVINE RUBBER PRODUCTS,"FFRV+436, Kurichy - Eara - Kavalam Rd, Eara, Kerala 686534, India",Kerala,686534,0,0,0,169400,429122,638610,931639,832150,799700,Kuttanad,Alappuzha,9.499139,76.50628866,0,799700,799700,799700,799700,799700
FOUSIA TIMBER INDUSTRIES,"M8PJ+6X8, Nedumbrakkad, Cherthala, Kerala 688524, India",Kerala,688524,0,0,0,6635,0,0,43891,21236,24340,Cherthala,Alappuzha,9.689101163,76.3328507,0,24340,24340,24340,24340,24340
KERALA STATE INDSTL.ENTERPRISES,"Kerala, India",Kerala,688534,0,0,0,10840,10840,3900,457,0,0,Cherthla,Alappuzha,9.871729377,76.30438504,0,0,4.97E-11,0,0,0
COCHIN CHEMICALS & RUBBER PRODUCTS,"Kochi, Kerala, India",Kerala,688524,0,0,0,0,63645,1599,29251,75952,94874,Cherthala,Alappuzha,9.689101163,76.3328507,0,94874,94874,94874,94874,94874
COIR YARN TEX,"Kaichoondi, Alappuzha, Aryad South, Kerala 688006, India",Kerala,688006,0,0,0,0,138527,339326,431041,456423,733740,Ambalapuzha,Alappuzha,9.525584704,76.33896854,0,733740,733740,733740,733740,733740
EVERSHINE CHEMICAL INDUSTRIES,"Pallippuram P. O., Cherthala, Kelamangalam, Alleppey, Kerala 688541, India",Kerala,688541,0,0,0,0,1025,2920,0,0,0,Cherthala,Alappuzha,9.742432095,76.36193387,0,0,8.41E-11,0,0,0
KALPAKA PROCESSING CO.,"TAK-Industrial Complex Eara, North P.O, Neelamperoor, Kerala 68653, India",Kerala,688534,0,0,0,0,26575,0,18243,8640,21115,Cherthla,Alappuzha,9.871729377,76.30438504,0,21115,21115,21115,21115,21115
KERALA SEA FOODS,"Kerala, India",Kerala,688524,0,0,0,0,21000,0,0,0,0,Cherthala,Alappuzha,9.689101163,76.3328507,0,0,6.88E-11,0,0,0
MACHINGAL MARKETING AGENCIES,"Machingal, Down Hill, Malappuram, Kerala, India",Kerala,688534,0,0,0,0,4305,4507,15734,26462,4105,Cherthla,Alappuzha,9.871729377,76.30438504,0,4105,4105,4105,4105,4105
NAS FOOD EXIM,"Cherthala, plot no:36, KSIDC Mega Food Park, Industrial growth centre, Pallipuram, Kerala 688541, India",Kerala,688541,0,0,0,0,134500,421276,643318,1047681,1834493,Cherthala,Alappuzha,9.742432095,76.36193387,0,1834493,1834493,1834493,1834493,1834493
NIVENIA INTERNATIONAL,"Q8CV+H94, Thycattussery, Kerala 688528, India",Kerala,688528,0,0,0,0,314115,240343,389277,245792,330834,Cherthala,Alappuzha,9.776579569,76.34386003,0,330834,330834,330834,330834,330834
PRAYAG EXPORTS,"AP/XII-157,Chandiroor P O, 688537, Chandiroor, Cherthala, Kerala 688537, India",Kerala,688537,0,0,0,0,215140,780500,1217401,821000,776000,Cherthala,Alappuzha,9.82172572,76.30522974,0,776000,776000,776000,776000,776000
PROTECH ORGAN FOODS,"PLOT NO.19&20 KSIDC MAGA, INDUSTRIAL GROWTH CENTRE, Food Park Road, Pallipuram, Kerala 688541, India",Kerala,688541,0,0,0,0,193900,949827,2208125,2413622,0,Cherthala,Alappuzha,9.742432095,76.36193387,0,4.65E-10,0,0,2.35E-09,0
ACHUTHARA FOOD PRODUCTS,"MLA Rd, Poochakkal, Cherthala, Panavally, Kerala 688526, India",Kerala,688526,0,0,0,0,0,14701,4138,0,13748,Cherthala,Alappuzha,9.806103367,76.35243925,0,13748,13748,13748,13748,13748
ADIF MAT EXPORTS,"MGP 7, 674, Shanmukhavilasam Road, North, Komalapuram, Aaryad, Mannanchery, Alappuzha, Kerala 688538, India",Kerala,688538,0,0,0,0,0,37642,40196,16350,23957,Mararikulam,Alappuzha,9.570886509,76.34889932,0,23957,23957,23957,23957,23957
CENTRAL COIR MILLS,"F8XM+CFC, Vazhicherry Ward, Sea View Ward, Alappuzha, Kerala 688001, India",Kerala,688001,0,0,0,0,0,160,179,0,14622,Ambalapuzha,Alappuzha,9.496383919,76.33209265,0,14622,14622,14622,14622,14622
CHERUSSERIKALAM GROUP,"20/150, neelamperoor, p.o, Kurichy, Chingavanam, Kerala 686534, India",Kerala,686534,0,0,0,0,0,395923,1677399,1407338,1834013,Kuttanad,Alappuzha,9.499139,76.50628866,0,1834013,1834013,1834013,1834013,1834013
COIMBATORE SUPER ALLOYS P.LTD.,"Coimbatore, Tamil Nadu, India",Tamil Nadu,688534,0,0,0,0,0,14227,1098,16686,8470,Cherthla,Alappuzha,9.871729377,76.30438504,0,8470,8470,8470,8470,8470
GREEN COIR HUB,"J8WQ+93V, Post Office Rd, Charamangalam, Mayithara, Cherthala, Kerala 688539, India",Kerala,688539,0,0,0,0,0,134140,370520,841653,739055,Cherthala,Alappuzha,9.664282889,76.34121378,0,739055,739055,739055,739055,739055
KOLUTHARA EXPORTS LTD.,"Postal Box, No. 7, Keltron Rd, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,0,0,0,0,0,10500,0,0,0,Cherthla,Alappuzha,9.871729377,76.30438504,0,0,7.90E-11,0,0,0
PKG FIBRES,"18/341A, MADATHIVELIYIL, Kalavoor, Alappuzha, Kerala 688522, India",Kerala,688522,0,0,0,0,0,30050,35168,19357,13450,Ambalapuzha,Alappuzha,9.572168203,76.32190507,0,13450,13450,13450,13450,13450
SHAVUOT AGRIC,"Shavuot Agric Building No XII /667-B Valanjandakku road, Olakettiambalam, Perungala, Kerala 690510, India",Kerala,690510,0,0,0,0,0,90730,24000,0,0,Chengannur,Alappuzha,9.20028885,76.53534655,0,0,0,0,0,0
V.TEX GARMENTS,"TD Rd, Thuravoor, Thuravoor Thekku, Kerala 688540, India",Kerala,688540,0,0,0,0,0,11979,27917,10195,22380,Cherthala,Alappuzha,9.773458593,76.30215857,0,22380,22380,22380,22380,22380
ADS APPARELS,"101, Rajdhani Towers, Workshop St, Sirupooluvapatti, Khaderpet, Rayapuram, Tiruppur, Tamil Nadu 641 60, India",Tamil Nadu,688524,0,0,0,0,0,0,9755,39202,20784,Cherthala,Alappuzha,9.689101163,76.3328507,0,20784,20784,20784,20784,20784
DRISHYA ENGINEERING,"KOLLPPALLY, KALAVAMKODAM P O CHERTHALA, ALAPPUZHA DIST, Kerala 688524, India",Kerala,688524,0,0,0,0,0,0,485,0,0,Cherthala,Alappuzha,9.689101163,76.3328507,0,0,8.68E-11,0,0,0
MARINOS EXPORTS,"XII/240,Hemadri Building, Thirunalloor, P.O, Cherthala, Thirunallur, Kerala 688541, India",Kerala,688541,0,0,0,0,0,0,27950,84650,0,Cherthala,Alappuzha,9.742432095,76.36193387,0,0,1.06E-10,0,0,0
S.K.COCO INTERNATIONAL,"3/254 C Pallipuram, P.O, Pin:688541, Cherthala, Pallipuram, Kerala 688541, India",Kerala,688541,0,0,0,0,0,0,14880,0,0,Cherthala,Alappuzha,9.742432095,76.36193387,0,0,7.25E-11,0,0,0
TIRUPUR STYLE,"Tiruppur, Tamil Nadu, India",Tamil Nadu,688524,0,0,0,0,0,0,7077,0,0,Cherthala,Alappuzha,9.689101163,76.3328507,0,0,8.03E-11,0,0,0
AI MARINE PRODUCTS INDIA P.LTD.,"KSIDC Mega Food Park Pallippuram, Cherthala, Pallipuram, Kerala 688541, India",Kerala,688541,0,0,0,0,0,0,0,660124,1276701,Cherthala,Alappuzha,9.742432095,76.36193387,0,1276701,1276701,1276701,1276701,1276701
ALLEPPEY DIESEL SERVICES,"Near Rotary Womens Hostel X-Ray Bypass Junction, CMC-17, Cherthala Rd, Choice Nagar, Cherthala, Kerala 688524, India",Kerala,688524,0,0,0,0,0,0,0,390,0,Cherthala,Alappuzha,9.689101163,76.3328507,0,0,8.75E-11,0,0,0
BRISCOZ,"GMMG+M3Q, Kangazha, Kerala, India",Kerala,688524,0,0,0,0,0,0,0,97500,0,Cherthala,Alappuzha,9.689101163,76.3328507,0,0,1.41E-10,0,0,0
CAPSERVO GLOBAL,"CMC 24/227, Kuruppan Kulangara, Cherthala, Kerala 688524, India",Kerala,688524,0,0,0,0,0,0,0,3493,0,Cherthala,Alappuzha,9.689101163,76.3328507,0,0,8.92E-11,0,0,0
COCHIN CHITIN COMPANY,"22/825 A,B,C, Chemical Industrial Area, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,0,0,0,0,0,0,0,399552,330872,Cherthla,Alappuzha,9.871729377,76.30438504,0,330872,330872,330872,330872,330872
GHAN MARINE EXIM,"P9V4+PCP, Pallipuram, Kerala 688541, India",Kerala,688541,0,0,0,0,0,0,0,243350,1409550,Cherthala,Alappuzha,9.742432095,76.36193387,0,1409550,1409550,1409550,1409550,1409550
JOHNS UMBRELLA MART,"CCNB Rd, Erezha, Mullakkal, Alappuzha, Kerala 688011, India",Kerala,688011,0,0,0,0,0,0,0,7586,0,Ambalapuzha,Alappuzha,9.494271705,76.34375953,0,0,9.15E-11,0,0,0
KASHMIR FRUIT BAZAR,"Vettuveni Rd, NAGAR, Haripad, Kerala 690514, India",Kerala,690514,0,0,0,0,0,0,0,47700,0,Karthikappally,Alappuzha,9.289124556,76.45218776,0,0,1.13E-10,0,0,0
MAJEED CARPET HOUSE,"F8XM+HH4, Vazhicherry Rd, Vazhicherry Ward, Sea View Ward, Alappuzha, Kerala 688001, India",Kerala,688001,0,0,0,0,0,0,0,11678,56050,Ambalapuzha,Alappuzha,9.496383919,76.33209265,0,56050,56050,56050,56050,56050
MOM SEA FRESH FISH,"Poojappura Temple, Road, Aroor gram panchayat, Kochi, Kerala 688534, India",Kerala,688534,0,0,0,0,0,0,0,96260,13000,Cherthla,Alappuzha,9.871729377,76.30438504,0,13000,13000,13000,13000,13000
MUKKAM MUILL STORES P.LD.,"Mukkam, Kerala, India",Kerala,688524,0,0,0,0,0,0,0,784,0,Cherthala,Alappuzha,9.689101163,76.3328507,0,0,8.77E-11,0,0,0
NANDINI COIR WORKS,"Kattoor, Church Road, Pattukalam, Alappuzha, Kerala 688522, India",Kerala,688522,0,0,0,0,0,0,0,37630,35200,Ambalapuzha,Alappuzha,9.572168203,76.32190507,0,35200,35200,35200,35200,35200
S.K. COCO INTERNATIONAL,"3/254 C Pallipuram, P.O, Pin:688541, Cherthala, Pallipuram, Kerala 688541, India",Kerala,688541,0,0,0,0,0,0,0,4752,0,Cherthala,Alappuzha,9.742432095,76.36193387,0,0,8.99E-11,0,0,0
T.R.PACKING PRODUCTS,"Punnapra North, Alappuzha, Kerala 688003, India",Kerala,688003,0,0,0,0,0,0,0,4998,9451,Ambalapuzha,Alappuzha,9.468575348,76.33827431,0,9451,9451,9451,9451,9451
AAVEES FLOOR COVERING,"near Iron Bridge, Pullurithakary, Cherthala, Kerala 688524, India",Kerala,688524,0,0,0,0,0,0,0,0,2586,Cherthala,Alappuzha,9.689307596,76.33268506,0,2586,2586,2586,2586,2586
AUTOKAST LTD.,"SN Puram Post Salem, State Highway 66, Kanjikuzhy, Cherthala South, Kerala 688530, India",Kerala,688530,0,0,0,0,0,0,0,0,6518,Cherthala,Alappuzha,9.646816892,76.30059679,0,6518,6518,6518,6518,6518
"COCHIN FOOD TECH P. LTD,","Kochi, Kerala, India",Kerala,688524,0,0,0,0,0,0,0,0,26881,Cherthala,Alappuzha,9.689307596,76.33268506,0,26881,26881,26881,26881,26881
COGENT EXPORTS,"Rose Villa, Aarattuvazhi, Kanjiramchira, Alappuzha, Aryad South, Kerala 688006, India",Kerala,688006,0,0,0,0,0,0,0,0,198412,Ambalapuzha,Alappuzha,9.525584704,76.33896854,0,198412,198412,198412,198412,198412
DRONA ENGINEERING,"Opp.Lee fibre Factory, P.O, CMC-21, Cherthala, Nedumprakkad, Kerala 688524, India",Kerala,688524,0,0,0,0,0,0,0,0,27020,Cherthala,Alappuzha,9.689307596,76.33268506,0,27020,27020,27020,27020,27020
JUNGLE FRUITS THIRUVANNAMALAI LLP,"Tiruvannamalai, Tamil Nadu, India",Tamil Nadu,688534,0,0,0,0,0,0,0,0,84290,Cherthla,Alappuzha,9.871729377,76.30438504,0,84290,84290,84290,84290,84290
KATTUKULAM EXPORTING AD IMPORTING,"Kattukulam, Kerala, India",Kerala,688534,0,0,0,0,0,0,0,0,8547,Cherthla,Alappuzha,9.871729377,76.30438504,0,8547,8547,8547,8547,8547
LEE MARINE EXPORTS,"V826+55H, Chandiroor, Kerala 688535, India",Kerala,688535,0,0,0,0,0,0,0,0,56000,Cherthala,Alappuzha,9.8564922,76.32294532,0,56000,56000,56000,56000,56000
ONEIRO COLLECTIONS,"Mannar, Kerala 689622, India",Kerala,689622,0,0,0,0,0,0,0,0,5,Chengannur,Alappuzha,9.314519676,76.53582117,0,4.999999999,5,4.999999999,4.999999998,4.999999999
PANICKERS GRANITES,"M.C.Road, Kozhippalam - Karakkad Rd, Chengannur, Mulakuzha, Kerala 689504, India",Kerala,689504,0,0,0,0,0,0,0,0,14000,Chengannur,Alappuzha,9.28720845,76.65541803,0,14000,14000,14000,14000,14000
ROTARY CLUB OF TIRUPUR NORTH,"Tiruppur North, Tamil Nadu, India",Tamil Nadu,688534,0,0,0,0,0,0,0,0,12425,Cherthla,Alappuzha,9.871729377,76.30438504,0,12425,12425,12425,12425,12425
SC EXPORTS,"Bismillah Trade Centre, 24/1056, St George St, Erezha, Sea View Ward, Alappuzha, Kerala 688001, India",Kerala,688001,0,0,0,0,0,0,0,0,31069,Ambalapuzha,Alappuzha,9.496383919,76.33209265,0,31069,31069,31069,31069,31069
TIRUPUR KNITWEAR EXPORTS PVT LTD,"Tiruppur, Tamil Nadu, India",Tamil Nadu,688534,0,0,0,0,0,0,0,0,14822,Cherthla,Alappuzha,9.871729377,76.30438504,0,14822,14822,14822,14822,14822
